Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,24.692575,[94 63] ; [ 47 102],[72.34313725 84.65686275] ; [68.65686275 80.34313725],1
r2,1,0.076971,3.127725,[148  10] ; [130  18],[143.54248366  14.45751634] ; [134.45751634  13.54248366],0
b5,1,0.090011,2.874168,[112  46] ; [92 57],[104.99022801  53.00977199] ; [99.00977199 49.99022801],0
a6,1,0.100964,2.690247,[128  30] ; [109  40],[121.97394137  36.02605863] ; [115.02605863  33.97394137],0
b3,1,0.11425,2.494431,[39 57] ; [24 58],[33.97752809 62.02247191] ; [29.02247191 52.97752809],0
b2,1,0.11425,2.494431,[39 57] ; [24 58],[33.97752809 62.02247191] ; [29.02247191 52.97752809],0
n6,1,0.11774,2.447127,[131  27] ; [112  36],[125.47058824  32.52941176] ; [117.52941176  30.47058824],0
a4,1,0.118756,2.433653,[75 82] ; [58 91],[68.23856209 88.76143791] ; [64.76143791 84.23856209],0
a1,1,0.149648,2.07584,[  5 153] ; [ 10 139],[  7.71986971 150.28013029] ; [  7.28013029 141.71986971],0
p5,1,0.154677,2.025514,[ 18 139] ; [ 10 138],[ 14.41311475 142.58688525] ; [ 13.58688525 134.41311475],0
a2,1,0.162884,1.947246,[ 46 112] ; [ 33 116],[ 40.65798046 117.34201954] ; [ 38.34201954 110.65798046],0
u3,1,0.188081,1.732585,[30 19] ; [23 25],[26.77319588 22.22680412] ; [26.22680412 21.77319588],0
n2,1,0.188962,1.725693,[19  6] ; [31 20],[16.44736842  8.55263158] ; [33.55263158 17.44736842],0
d5,1,0.192497,1.6984,[136  22] ; [120  29],[131.752443  26.247557] ; [124.247557  24.752443],0
r3,1,0.209427,1.575385,[149   8] ; [136  13],[146.2254902  10.7745098] ; [138.7745098  10.2254902],0
s2,1,0.233204,1.421209,[ 25 130] ; [ 17 132],[ 21.41447368 133.58552632] ; [ 20.58552632 128.41447368],0
s5,1,0.264222,1.2465,[ 35 119] ; [ 26 122],[ 31.10596026 122.89403974] ; [ 29.89403974 118.10596026],0
s1,1,0.283068,1.152299,[  1 156] ; [  3 144],[  2.06578947 154.93421053] ; [  1.93421053 145.06578947],0
a8,1,0.29506,1.096387,[ 20 112] ; [ 15 123],[ 17.11111111 114.88888889] ; [ 17.88888889 120.11111111],0
p12,1,0.326173,0.964033,[  9 148] ; [  5 143],[  7.20655738 149.79344262] ; [  6.79344262 141.20655738],0
d1,1,0.358588,0.842832,[92 66] ; [79 70],[88.00651466 69.99348534] ; [82.99348534 66.00651466],0
v4,1,0.413471,0.668799,[149   9] ; [137  12],[147.19218241  10.80781759] ; [138.80781759  10.19218241],0
d4,1,0.492778,0.470455,[131  27] ; [119  30],[128.66449511  29.33550489] ; [121.33550489  27.66449511],0
s4,1,0.51655,0.420777,[ 18 135] ; [ 14 134],[ 16.26578073 136.73421927] ; [ 15.73421927 132.26578073],0
u2,1,0.605593,0.266642,[27 21] ; [25 24],[25.73195876 22.26804124] ; [26.26804124 22.73195876],0
p1,1,0.625723,0.237906,[ 13 145] ; [ 10 138],[ 11.87581699 146.12418301] ; [ 11.12418301 136.87581699],0
d2,1,0.628343,0.234315,[69 89] ; [61 88],[66.90553746 91.09446254] ; [63.09446254 85.90553746],0
a3,1,0.726776,0.122092,[109  48] ; [100  48],[107.58360656  49.41639344] ; [101.41639344  46.58360656],0
d3,1,0.742317,0.108101,[120  38] ; [110  38],[118.75816993  39.24183007] ; [111.24183007  36.75816993],0
b4,1,0.742987,0.107519,[92 66] ; [84 65],[90.57980456 67.42019544] ; [85.42019544 63.57980456],0
n1,1,0.859452,0.031355,[ 8 17] ; [15 35],[ 7.66666667 17.33333333] ; [15.33333333 34.66666667],0
n3,1,0.955909,0.003057,[17  8] ; [35 16],[17.10526316  7.89473684] ; [34.89473684 16.10526316],0
b1,1,0.992493,8.9e-05,[ 54 104] ; [51 98],[ 54.03908795 103.96091205] ; [50.96091205 98.03908795],0
