Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.002373,9.236156,[ 1 11] ; [18 12],[5.42857143 6.57142857] ; [13.57142857 16.42857143],0
r4,1,0.005648,7.659173,[7 5] ; [ 5 26],[3.34883721 8.65116279] ; [ 8.65116279 22.34883721],0
p7,1,0.006132,7.511129,[9 3] ; [ 9 22],[5.02325581 6.97674419] ; [12.97674419 18.02325581],0
p3,1,0.006132,7.511129,[9 3] ; [ 9 22],[5.02325581 6.97674419] ; [12.97674419 18.02325581],0
s6,1,0.013874,6.054078,[8 3] ; [ 9 21],[4.56097561 6.43902439] ; [12.43902439 17.56097561],0
p4,1,0.019793,5.430032,[9 3] ; [11 20],[5.58139535 6.41860465] ; [14.41860465 16.58139535],0
r1,1,0.03273,4.559855,[9 3] ; [12 19],[5.86046512 6.13953488] ; [15.13953488 15.86046512],0
s8,1,0.03756,4.324856,[5 7] ; [ 4 27],[2.51162791 9.48837209] ; [ 6.48837209 24.51162791],0
b1,1,0.040221,4.208554,[4 8] ; [21 10],[6.97674419 5.02325581] ; [18.02325581 12.97674419],0
p2,1,0.040424,4.2,[9 3] ; [12 18],[6. 6.] ; [15. 15.],0
p11,1,0.078481,3.09609,[9 3] ; [14 17],[6.41860465 5.58139535] ; [16.58139535 14.41860465],0
p5,1,0.088773,2.896477,[3 9] ; [ 2 29],[ 1.39534884 10.60465116] ; [ 3.60465116 27.39534884],0
r3,1,0.147299,2.1,[10  2] ; [18 12],[8. 4.] ; [20. 10.],0
s2,1,0.149091,2.081525,[5 6] ; [ 7 24],[3.14285714 7.85714286] ; [ 8.85714286 22.14285714],0
a3,1,0.149091,2.081525,[7 5] ; [24  6],[8.85714286 3.14285714] ; [22.14285714  7.85714286],0
n6,1,0.193855,1.688076,[8 3] ; [15 15],[6.17073171 4.82926829] ; [16.82926829 13.17073171],0
d1,1,0.205724,1.601266,[4 8] ; [17 14],[5.86046512 6.13953488] ; [15.13953488 15.86046512],0
a2,1,0.206472,1.595992,[ 1 11] ; [ 8 23],[2.51162791 9.48837209] ; [ 6.48837209 24.51162791],0
n4,1,0.210732,1.566388,[7 5] ; [24  7],[8.65116279 3.34883721] ; [22.34883721  8.65116279],0
d5,1,0.21354,1.547263,[8 4] ; [26  5],[9.48837209 2.51162791] ; [24.51162791  6.48837209],0
u2,1,0.276278,1.185306,[3 2] ; [2 5],[2.08333333 2.91666667] ; [2.91666667 4.08333333],0
v1,1,0.314995,1.009615,[6 6] ; [10 20],[4.57142857 7.42857143] ; [11.42857143 18.57142857],0
p6,1,0.359397,0.84,[4 8] ; [ 6 24],[2.85714286 9.14285714] ; [ 7.14285714 22.85714286],0
v3,1,0.359397,0.84,[4 8] ; [ 6 24],[2.85714286 9.14285714] ; [ 7.14285714 22.85714286],0
s5,1,0.359397,0.84,[4 8] ; [ 6 24],[2.85714286 9.14285714] ; [ 7.14285714 22.85714286],0
p10,1,0.384295,0.756918,[7 4] ; [15 16],[5.76190476 5.23809524] ; [16.23809524 14.76190476],0
p9,1,0.453472,0.561958,[8 3] ; [18 12],[6.97560976 4.02439024] ; [19.02439024 10.97560976],0
d4,1,0.524559,0.40492,[10  2] ; [23  8],[9.20930233 2.79069767] ; [23.79069767  7.20930233],0
n2,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
s3,1,0.558526,0.342263,[5 6] ; [11 20],[4.19047619 6.80952381] ; [11.80952381 19.19047619],0
n3,1,0.59969,0.275463,[2 1] ; [7 7],[1.58823529 1.41176471] ; [7.41176471 6.58823529],0
a7,1,0.632906,0.228141,[6 6] ; [18 13],[6.69767442 5.30232558] ; [17.30232558 13.69767442],0
v2,1,0.632906,0.228141,[6 6] ; [13 18],[5.30232558 6.69767442] ; [13.69767442 17.30232558],0
d2,1,0.694953,0.153776,[6 6] ; [17 13],[6.57142857 5.42857143] ; [16.42857143 13.57142857],0
n5,1,0.706749,0.141546,[7 5] ; [20 11],[7.53488372 4.46511628] ; [19.46511628 11.53488372],0
s4,1,0.749379,0.102054,[ 2 10] ; [ 4 27],[ 1.6744186 10.3255814] ; [ 4.3255814 26.6744186],0
d3,1,0.775387,0.081417,[6 6] ; [17 14],[6.41860465 5.58139535] ; [16.58139535 14.41860465],0
r2,1,0.78146,0.07696,[7 5] ; [15 13],[6.6 5.4] ; [15.4 12.6],0
b2,1,0.804113,0.061517,[3 6] ; [ 8 13],[3.3 5.7] ; [ 7.7 13.3],0
b3,1,0.804113,0.061517,[3 6] ; [ 8 13],[3.3 5.7] ; [ 7.7 13.3],0
s1,1,0.828009,0.0472,[ 1 11] ; [ 2 29],[ 0.8372093 11.1627907] ; [ 2.1627907 28.8372093],0
a6,1,0.836027,0.04284,[7 5] ; [17 14],[6.69767442 5.30232558] ; [17.30232558 13.69767442],0
s7,1,0.858273,0.031888,[4 7] ; [ 9 18],[3.76315789 7.23684211] ; [ 9.23684211 17.76315789],0
b5,1,0.92439,0.009007,[6 6] ; [16 15],[6.13953488 5.86046512] ; [15.86046512 15.13953488],0
b4,1,0.946189,0.004555,[8 4] ; [21 10],[8.09302326 3.90697674] ; [20.90697674 10.09302326],0
a8,1,1.0,0.0,[2 8] ; [ 6 24],[2. 8.] ; [ 6. 24.],0
