Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.004417,8.103896,[17 10] ; [39 78],[10.5 16.5] ; [45.5 71.5],0
s6,1,0.019207,5.482569,[21  6] ; [61 54],[15.5915493 11.4084507] ; [66.4084507 48.5915493],0
v3,1,0.057401,3.610933,[ 5 24] ; [41 74],[ 9.26388889 19.73611111] ; [36.73611111 78.26388889],0
s7,1,0.08789,2.912599,[16 13] ; [41 68],[11.97826087 17.02173913] ; [45.02173913 63.97826087],0
v2,1,0.111758,2.529178,[ 8 20] ; [51 62],[11.71631206 16.28368794] ; [47.28368794 65.71631206],0
s5,1,0.114839,2.486331,[10 17] ; [26 90],[ 6.7972028 20.2027972] ; [29.2027972 86.7972028],0
p2,1,0.144162,2.132957,[20 10] ; [92 24],[23.01369863  6.98630137] ; [88.98630137 27.01369863],0
p6,1,0.166394,1.915137,[ 6 24] ; [38 77],[ 9.10344828 20.89655172] ; [34.89655172 80.10344828],0
v4,1,0.176993,1.822697,[26  4] ; [109   7],[27.73972603  2.26027397] ; [107.26027397   8.73972603],0
u3,1,0.197145,1.6634,[9 7] ; [23 37],[6.73684211 9.26315789] ; [25.26315789 34.73684211],0
s1,1,0.212498,1.554325,[ 3 26] ; [  5 109],[ 1.62237762 27.37762238] ; [  6.37762238 107.62237762],0
p7,1,0.260725,1.264904,[20 10] ; [63 51],[17.29166667 12.70833333] ; [65.70833333 48.29166667],0
u1,1,0.268745,1.223142,[ 2 28] ; [  3 114],[ 1.02040816 28.97959184] ; [  3.97959184 113.02040816],0
p3,1,0.291771,1.111432,[11 19] ; [55 61],[13.56164384 16.43835616] ; [52.43835616 63.56164384],0
a5,1,0.303947,1.056796,[13 17] ; [63 54],[15.51020408 14.48979592] ; [60.48979592 56.51020408],0
s3,1,0.309212,1.034039,[17 11] ; [57 57],[14.5915493 13.4084507] ; [59.4084507 54.5915493],0
p5,1,0.340333,0.909176,[ 2 28] ; [ 15 101],[ 3.49315068 26.50684932] ; [ 13.50684932 102.49315068],0
n3,1,0.343641,0.896802,[10  1] ; [21  6],[8.97368421 2.02631579] ; [22.02631579  4.97368421],0
r4,1,0.461882,0.541331,[24  6] ; [100  17],[25.30612245  4.69387755] ; [98.69387755 18.30612245],0
a6,1,0.474736,0.510932,[15 15] ; [67 50],[16.73469388 13.26530612] ; [65.26530612 51.73469388],0
b4,1,0.482403,0.493427,[14 16] ; [63 54],[15.71428571 14.28571429] ; [61.28571429 55.71428571],0
p8,1,0.491297,0.473684,[15 15] ; [49 65],[13.33333333 16.66666667] ; [50.66666667 63.33333333],0
d3,1,0.506746,0.440781,[10 19] ; [33 84],[ 8.54109589 20.45890411] ; [34.45890411 82.54109589],0
n4,1,0.510561,0.432918,[21  9] ; [88 28],[22.39726027  7.60273973] ; [86.60273973 29.39726027],0
u2,1,0.522055,0.409831,[ 5 11] ; [24 36],[6.10526316 9.89473684] ; [22.89473684 37.10526316],0
p12,1,0.557,0.344925,[ 3 27] ; [  8 109],[ 2.24489796 27.75510204] ; [  8.75510204 108.24489796],0
p11,1,0.560632,0.338612,[21  9] ; [88 29],[22.24489796  7.75510204] ; [86.75510204 30.24489796],0
b5,1,0.57673,0.311552,[16 14] ; [69 48],[17.34693878 12.65306122] ; [67.65306122 49.34693878],0
p4,1,0.592858,0.285903,[14 16] ; [61 56],[15.30612245 14.69387755] ; [59.69387755 57.30612245],0
b1,1,0.604564,0.268167,[10 20] ; [45 72],[11.2244898 18.7755102] ; [43.7755102 73.2244898],0
d1,1,0.680454,0.169615,[ 1 29] ; [  6 111],[ 1.42857143 28.57142857] ; [  5.57142857 111.42857143],0
r1,1,0.708674,0.139605,[19 11] ; [77 38],[19.86206897 10.13793103] ; [76.13793103 38.86206897],0
