Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,59.927688,[14 49] ; [84 17],[37.64634146 25.35365854] ; [60.35365854 40.64634146],1
a5,1,2.4e-05,17.843852,[32 32] ; [82 19],[44.21818182 19.78181818] ; [69.78181818 31.21818182],1
n6,1,0.00012,14.786278,[31 32] ; [79 22],[42.25609756 20.74390244] ; [67.74390244 33.25609756],1
a4,1,0.001932,9.613421,[20 44] ; [56 44],[29.65853659 34.34146341] ; [46.34146341 53.65853659],0
n2,1,0.004844,7.936959,[15 15] ; [26  5],[20.16393443  9.83606557] ; [20.83606557 10.16393443],0
n1,1,0.005808,7.609046,[ 7 23] ; [17 12],[12.20338983 17.79661017] ; [11.79661017 17.20338983],0
p6,1,0.009516,6.723283,[11 50] ; [37 62],[18.3 42.7] ; [29.7 69.3],0
a3,1,0.02975,4.723696,[38 26] ; [74 24],[44.24691358 19.75308642] ; [67.75308642 30.24691358],0
p3,1,0.038652,4.27609,[17 45] ; [44 57],[23.20245399 38.79754601] ; [37.79754601 63.20245399],0
u1,1,0.04044,4.199329,[ 8 56] ; [26 75],[13.18787879 50.81212121] ; [20.81212121 80.18787879],0
s8,1,0.048149,3.904762,[16 48] ; [40 60],[21.85365854 42.14634146] ; [34.14634146 65.85365854],0
v3,1,0.051803,3.782107,[14 47] ; [37 61],[19.56603774 41.43396226] ; [31.43396226 66.56603774],0
p7,1,0.062127,3.479672,[22 40] ; [50 49],[27.72670807 34.27329193] ; [44.27329193 54.72670807],0
a1,1,0.079694,3.071137,[ 1 63] ; [ 8 93],[ 3.49090909 60.50909091] ; [ 5.50909091 95.49090909],0
s5,1,0.084461,2.976905,[14 49] ; [32 59],[18.81818182 44.18181818] ; [27.18181818 63.81818182],0
p2,1,0.085318,2.960562,[36 27] ; [71 30],[41.10365854 21.89634146] ; [65.89634146 35.10365854],0
r2,1,0.086501,2.93832,[57  7] ; [95  4],[59.6809816  4.3190184] ; [92.3190184  6.6809816],0
s7,1,0.093272,2.816983,[21 38] ; [46 47],[26.00657895 32.99342105] ; [40.99342105 52.00657895],0
d3,1,0.12363,2.370722,[43 20] ; [79 21],[47.15337423 15.84662577] ; [74.84662577 25.15337423],0
d2,1,0.12578,2.343833,[28 36] ; [56 44],[32.7804878 31.2195122] ; [51.2195122 48.7804878],0
a2,1,0.126624,2.333408,[15 49] ; [35 66],[19.39393939 44.60606061] ; [30.60606061 70.39393939],0
r4,1,0.132119,2.267429,[47 17] ; [84 17],[50.81212121 13.18787879] ; [80.18787879 20.81212121],0
u2,1,0.159977,1.974441,[14 10] ; [10 16],[11.52 12.48] ; [12.48 13.52],0
r1,1,0.172639,1.859877,[46 18] ; [81 19],[49.56097561 14.43902439] ; [77.43902439 22.56097561],0
a6,1,0.175017,1.839434,[41 23] ; [74 26],[44.87804878 19.12195122] ; [70.12195122 29.87804878],0
s4,1,0.191716,1.704383,[17 47] ; [18 82],[13.65853659 50.34146341] ; [21.34146341 78.65853659],0
s6,1,0.195653,1.674526,[36 28] ; [65 33],[39.90123457 24.09876543] ; [61.09876543 36.90123457],0
p9,1,0.20323,1.619011,[34 25] ; [67 32],[37.71518987 21.28481013] ; [63.28481013 35.71518987],0
p4,1,0.264203,1.246599,[24 39] ; [47 53],[27.44171779 35.55828221] ; [43.55828221 56.44171779],0
v2,1,0.28225,1.156226,[24 35] ; [49 50],[27.25949367 31.74050633] ; [45.74050633 53.25949367],0
v1,1,0.288713,1.125613,[24 39] ; [47 54],[27.27439024 35.72560976] ; [43.72560976 57.27439024],0
b2,1,0.299411,1.076814,[ 7 24] ; [17 34],[ 9.07317073 21.92682927] ; [14.92682927 36.07317073],0
b3,1,0.299411,1.076814,[ 7 24] ; [17 34],[ 9.07317073 21.92682927] ; [14.92682927 36.07317073],0
u3,1,0.3039,1.057001,[15  9] ; [13 14],[13.17647059 10.82352941] ; [14.82352941 12.17647059],0
s2,1,0.364716,0.821587,[28 36] ; [51 49],[30.82926829 33.17073171] ; [48.17073171 51.82926829],0
d4,1,0.396848,0.717856,[49 15] ; [82 18],[51.12195122 12.87804878] ; [79.87804878 20.12195122],0
n3,1,0.405079,0.693196,[19 11] ; [22  8],[20.5  9.5] ; [20.5  9.5],0
p10,1,0.467526,0.527818,[31 29] ; [57 42],[33.20754717 26.79245283] ; [54.79245283 44.20754717],0
p8,1,0.49488,0.465899,[17 44] ; [33 67],[18.94409938 42.05590062] ; [31.05590062 68.94409938],0
d1,1,0.504297,0.445881,[34 30] ; [59 42],[36.07272727 27.92727273] ; [56.92727273 44.07272727],0
b1,1,0.516303,0.421273,[29 35] ; [51 50],[31.03030303 32.96969697] ; [48.96969697 52.03030303],0
d5,1,0.527592,0.399027,[52 12] ; [85 15],[53.46341463 10.53658537] ; [83.53658537 16.46341463],0
s3,1,0.568539,0.325132,[31 33] ; [53 47],[32.7804878 31.2195122] ; [51.2195122 48.7804878],0
