Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,25.95019,[30  2] ; [ 9 20],[20.45901639 11.54098361] ; [18.54098361 10.45901639],1
v4,1,5e-06,20.856507,[29  2] ; [11 18],[20.66666667 10.33333333] ; [19.33333333  9.66666667],1
s3,1,0.000206,13.778707,[23  8] ; [ 8 22],[15.75409836 15.24590164] ; [15.24590164 14.75409836],1
v2,1,0.000542,11.964105,[13 18] ; [ 1 27],[ 7.3559322 23.6440678] ; [ 6.6440678 21.3559322],1
s6,1,0.001262,10.396693,[18 14] ; [ 5 25],[11.87096774 20.12903226] ; [11.12903226 18.87096774],0
r1,1,0.002969,8.826394,[21 11] ; [ 8 21],[15.21311475 16.78688525] ; [13.78688525 15.21311475],0
u3,1,0.003934,8.313926,[12  9] ; [ 2 15],[ 7.73684211 13.26315789] ; [ 6.26315789 10.73684211],0
s8,1,0.007993,7.035112,[ 9 23] ; [ 1 29],[ 5.16129032 26.83870968] ; [ 4.83870968 25.16129032],0
p6,1,0.008865,6.849796,[11 21] ; [ 2 27],[ 6.81967213 25.18032787] ; [ 6.18032787 22.81967213],0
p4,1,0.010154,6.60776,[16 15] ; [ 6 24],[11.18032787 19.81967213] ; [10.81967213 19.18032787],0
u2,1,0.011821,6.337492,[11 10] ; [ 2 14],[ 7.37837838 13.62162162] ; [ 5.62162162 10.37837838],0
s5,1,0.013351,6.122004,[ 8 23] ; [ 1 29],[ 4.57377049 26.42622951] ; [ 4.42622951 25.57377049],0
a5,1,0.016096,5.792389,[17 15] ; [ 7 23],[12.38709677 19.61290323] ; [11.61290323 18.38709677],0
b2,1,0.017706,5.625,[ 2 14] ; [10 10],[ 5.33333333 10.66666667] ; [ 6.66666667 13.33333333],0
b3,1,0.017706,5.625,[ 2 14] ; [10 10],[ 5.33333333 10.66666667] ; [ 6.66666667 13.33333333],0
s7,1,0.024212,5.079365,[13 17] ; [ 5 25],[ 9. 21.] ; [ 9. 21.],0
n6,1,0.043464,4.077246,[22 10] ; [12 16],[18.13333333 13.86666667] ; [15.86666667 12.13333333],0
p2,1,0.043682,4.068818,[22 10] ; [13 17],[18.06451613 13.93548387] ; [16.93548387 13.06451613],0
a7,1,0.047693,3.920766,[18 14] ; [ 9 20],[14.16393443 17.83606557] ; [12.83606557 16.16393443],0
s1,1,0.064477,3.418303,[ 1 31] ; [ 5 24],[ 3.14754098 28.85245902] ; [ 2.85245902 26.14754098],0
v3,1,0.065162,3.40086,[12 19] ; [ 5 24],[ 8.78333333 22.21666667] ; [ 8.21666667 20.78333333],0
n2,1,0.066435,3.368984,[10  1] ; [10  7],[7.85714286 3.14285714] ; [12.14285714  4.85714286],0
a6,1,0.108644,2.573838,[16 16] ; [ 9 21],[12.90322581 19.09677419] ; [12.09677419 17.90322581],0
p3,1,0.11128,2.535949,[11 21] ; [ 5 25],[ 8.25806452 23.74193548] ; [ 7.74193548 22.25806452],0
n3,1,0.126858,2.330532,[6 3] ; [ 6 11],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
s2,1,0.160034,1.973902,[14 18] ; [ 8 22],[11.35483871 20.64516129] ; [10.64516129 19.35483871],0
n4,1,0.174026,1.84792,[22 10] ; [15 14],[19.40983607 12.59016393] ; [17.59016393 11.40983607],0
p9,1,0.18957,1.72096,[18 14] ; [11 17],[15.46666667 16.53333333] ; [13.53333333 14.46666667],0
a8,1,0.225442,1.469388,[ 5 23] ; [ 2 26],[ 3.5 24.5] ; [ 3.5 24.5],0
p7,1,0.23434,1.414321,[17 15] ; [11 18],[14.68852459 17.31147541] ; [13.31147541 15.68852459],0
p8,1,0.260415,1.26655,[12 20] ; [ 7 22],[ 9.96721311 22.03278689] ; [ 9.03278689 19.96721311],0
a3,1,0.265091,1.241973,[10 21] ; [13 15],[12.08474576 18.91525424] ; [10.91525424 17.08474576],0
b5,1,0.321182,0.984127,[20 12] ; [15 15],[18.06451613 13.93548387] ; [16.93548387 13.06451613],0
d3,1,0.400058,0.708151,[14 18] ; [10 20],[12.38709677 19.61290323] ; [11.61290323 18.38709677],0
d2,1,0.455334,0.55734,[ 9 23] ; [ 6 24],[ 7.74193548 24.25806452] ; [ 7.25806452 22.74193548],0
b1,1,0.599058,0.276419,[16 16] ; [17 13],[17.03225806 14.96774194] ; [15.96774194 14.03225806],0
v1,1,0.621079,0.244354,[13 19] ; [10 19],[12.06557377 19.93442623] ; [10.93442623 18.06557377],0
p10,1,0.751696,0.100111,[13 18] ; [11 18],[12.4 18.6] ; [11.6 17.4],0
a4,1,0.758232,0.094743,[ 5 26] ; [ 4 26],[ 4.57377049 26.42622951] ; [ 4.42622951 25.57377049],0
b4,1,0.764912,0.089423,[14 18] ; [12 18],[13.41935484 18.58064516] ; [12.58064516 17.41935484],0
d4,1,0.877874,0.023613,[13 18] ; [12 18],[12.70491803 18.29508197] ; [12.29508197 17.70491803],0
s4,1,0.933705,0.00692,[ 3 29] ; [ 3 27],[ 3.09677419 28.90322581] ; [ 2.90322581 27.09677419],0
p1,1,0.933705,0.00692,[ 3 29] ; [ 3 27],[ 3.09677419 28.90322581] ; [ 2.90322581 27.09677419],0
n1,1,0.952092,0.00361,[4 6] ; [ 7 10],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
u1,1,0.962993,0.002153,[ 1 31] ; [ 1 29],[ 1.03225806 30.96774194] ; [ 0.96774194 29.03225806],0
d1,1,0.962993,0.002153,[ 1 31] ; [ 1 29],[ 1.03225806 30.96774194] ; [ 0.96774194 29.03225806],0
a2,1,0.962993,0.002153,[ 1 31] ; [ 1 29],[ 1.03225806 30.96774194] ; [ 0.96774194 29.03225806],0
n5,1,0.992942,7.8e-05,[21 11] ; [19 10],[20.98360656 11.01639344] ; [19.01639344  9.98360656],0
