Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,70.393892,[ 19 139] ; [74 51],[ 51.92226148 106.07773852] ; [41.07773852 83.92226148],1
s6,1,1.1e-05,19.312087,[73 83] ; [91 34],[91.04626335 64.95373665] ; [72.95373665 52.04626335],1
p2,1,1.6e-05,18.559401,[92 67] ; [103  23],[108.78947368  50.21052632] ; [86.21052632 39.78947368],1
p6,1,0.000117,14.841432,[ 13 145] ; [31 93],[ 24.65248227 133.34751773] ; [ 19.34751773 104.65248227],1
s2,1,0.000127,14.680717,[ 55 103] ; [71 52],[70.84697509 87.15302491] ; [55.15302491 67.84697509],1
n4,1,0.000716,11.447419,[98 61] ; [101  25],[111.02105263  47.97894737] ; [87.97894737 38.02105263],1
n6,1,0.000849,11.13098,[111  48] ; [109  17],[122.73684211  36.26315789] ; [97.26315789 28.73684211],1
n5,1,0.001986,9.56273,[90 68] ; [94 32],[102.36619718  55.63380282] ; [81.63380282 44.36619718],0
s7,1,0.004736,7.977717,[ 49 102] ; [57 58],[60.17293233 90.82706767] ; [45.82706767 69.17293233],0
p5,1,0.005355,7.755512,[  4 154] ; [ 13 111],[  9.5248227 148.4751773] ; [  7.4751773 116.5248227],0
p8,1,0.006057,7.53331,[ 25 133] ; [37 89],[ 34.49295775 123.50704225] ; [27.50704225 98.49295775],0
s8,1,0.006799,7.325387,[ 47 112] ; [56 68],[ 57.86925795 101.13074205] ; [45.13074205 78.86925795],0
v1,1,0.012398,6.25309,[59 97] ; [63 56],[69.20727273 86.79272727] ; [52.79272727 66.20727273],0
v4,1,0.019237,5.47981,[134  24] ; [118   8],[140.1971831  17.8028169] ; [111.8028169  14.1971831],0
p9,1,0.027031,4.888799,[103  51] ; [97 26],[111.19133574  42.80866426] ; [88.80866426 34.19133574],0
r3,1,0.029815,4.719915,[137  21] ; [119   7],[142.42253521  15.57746479] ; [113.57746479  12.42253521],0
r4,1,0.042505,4.114966,[121  38] ; [108  18],[127.75789474  31.24210526] ; [101.24210526  24.75789474],0
p10,1,0.044234,4.047611,[96 61] ; [90 34],[103.92170819  53.07829181] ; [82.07829181 41.92170819],0
a1,1,0.049648,3.85332,[ 10 149] ; [  2 124],[  6.69473684 152.30526316] ; [  5.30526316 120.69473684],0
d1,1,0.058624,3.575893,[102  57] ; [94 32],[109.34736842  49.65263158] ; [86.65263158 39.34736842],0
u1,1,0.06343,3.445344,[ 23 136] ; [29 97],[ 29.01052632 129.98947368] ; [ 22.98947368 103.01052632],0
a5,1,0.06495,3.406255,[108  51] ; [98 28],[114.92631579  44.07368421] ; [91.07368421 34.92631579],0
p12,1,0.090611,2.86348,[  7 150] ; [ 12 114],[ 10.54063604 146.45936396] ; [  8.45936396 117.54063604],0
s3,1,0.119535,2.423399,[70 88] ; [66 57],[76.46975089 81.53024911] ; [59.53024911 63.46975089],0
