Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,22.099015,[44  9] ; [43 56],[30.33552632 22.66447368] ; [56.66447368 42.33552632],1
p5,1,0.000286,13.162798,[15 38] ; [ 7 95],[ 7.52258065 45.47741935] ; [14.47741935 87.52258065],1
p8,1,0.000368,12.687091,[37 16] ; [40 61],[26.5 26.5] ; [50.5 50.5],1
p3,1,0.000424,12.424636,[32 21] ; [32 71],[21.74358974 31.25641026] ; [42.25641026 60.74358974],1
p1,1,0.000673,11.562118,[14 39] ; [ 7 96],[ 7.13461538 45.86538462] ; [13.86538462 89.13461538],1
p12,1,0.000772,11.306265,[11 42] ; [ 4 98],[ 5.12903226 47.87096774] ; [ 9.87096774 92.12903226],1
p4,1,0.002173,9.39762,[35 18] ; [40 60],[25.98039216 27.01960784] ; [49.01960784 50.98039216],0
s7,1,0.002468,9.164133,[30 21] ; [32 65],[21.36486486 29.63513514] ; [40.63513514 56.36486486],0
n4,1,0.006632,7.370054,[44  9] ; [63 39],[36.58709677 16.41290323] ; [70.41290323 31.58709677],0
n6,1,0.046823,3.951744,[48  5] ; [80 23],[43.48717949  9.51282051] ; [84.51282051 18.48717949],0
n5,1,0.073394,3.205441,[42 11] ; [66 35],[37.16883117 15.83116883] ; [70.83116883 30.16883117],0
a7,1,0.09732,2.748921,[39 14] ; [62 41],[34.31410256 18.68589744] ; [66.68589744 36.31410256],0
s5,1,0.099246,2.717624,[19 31] ; [25 75],[14.66666667 35.33333333] ; [29.33333333 70.66666667],0
b2,1,0.109202,2.565725,[16 17] ; [19 41],[12.41935484 20.58064516] ; [22.58064516 37.41935484],0
b3,1,0.109202,2.565725,[16 17] ; [19 41],[12.41935484 20.58064516] ; [22.58064516 37.41935484],0
p2,1,0.109563,2.56052,[42 11] ; [69 34],[37.71153846 15.28846154] ; [73.28846154 29.71153846],0
s2,1,0.118672,2.434764,[28 24] ; [41 60],[23.45098039 28.54901961] ; [45.54901961 55.45098039],0
v2,1,0.128686,2.308286,[29 23] ; [41 55],[24.59459459 27.40540541] ; [45.40540541 50.59459459],0
s8,1,0.166331,1.915705,[22 31] ; [31 71],[18.12258065 34.87741935] ; [34.87741935 67.12258065],0
v4,1,0.231169,1.433655,[51  2] ; [101   1],[51.97419355  1.02580645] ; [100.02580645   1.97419355],0
u1,1,0.260425,1.266497,[ 1 52] ; [ 6 97],[ 2.37820513 50.62179487] ; [ 4.62179487 98.37820513],0
n1,1,0.27893,1.172295,[4 3] ; [ 9 17],[2.75757576 4.24242424] ; [10.24242424 15.75757576],0
d4,1,0.307479,1.041475,[24 29] ; [55 47],[27.01290323 25.98709677] ; [51.98709677 50.01290323],0
a3,1,0.311641,1.02371,[30 23] ; [49 53],[27.01290323 25.98709677] ; [51.98709677 50.01290323],0
a4,1,0.37354,0.791855,[ 9 43] ; [24 78],[11.14285714 40.85714286] ; [21.85714286 80.14285714],0
v3,1,0.382761,0.761814,[22 31] ; [34 65],[19.52631579 33.47368421] ; [36.47368421 62.52631579],0
a2,1,0.386227,0.750787,[ 3 50] ; [10 93],[ 4.41666667 48.58333333] ; [ 8.58333333 94.41666667],0
n2,1,0.394881,0.72386,[5 2] ; [23  4],[5.76470588 1.23529412] ; [22.23529412  4.76470588],0
b1,1,0.438062,0.601352,[24 29] ; [40 63],[21.74358974 31.25641026] ; [42.25641026 60.74358974],0
s6,1,0.51459,0.424723,[33 19] ; [58 42],[31.13157895 20.86842105] ; [59.86842105 40.13157895],0
u3,1,0.517282,0.419309,[14  9] ; [28 25],[12.71052632 10.28947368] ; [29.28947368 23.71052632],0
p10,1,0.539886,0.37575,[39 13] ; [71 30],[37.38562092 14.61437908] ; [72.61437908 28.38562092],0
a6,1,0.550833,0.355827,[36 17] ; [65 38],[34.31410256 18.68589744] ; [66.68589744 36.31410256],0
a8,1,0.576096,0.312589,[ 8 42] ; [12 83],[ 6.89655172 43.10344828] ; [13.10344828 81.89655172],0
d3,1,0.620174,0.245623,[23 30] ; [49 54],[24.46153846 28.53846154] ; [47.53846154 55.46153846],0
a5,1,0.623488,0.240995,[31 22] ; [56 47],[29.55769231 23.44230769] ; [57.44230769 45.55769231],0
d1,1,0.626422,0.236944,[ 3 50] ; [ 8 95],[ 3.73717949 49.26282051] ; [ 7.26282051 95.73717949],0
u4,1,0.630079,0.231953,[ 1 52] ; [  1 102],[ 0.67948718 52.32051282] ; [  1.32051282 101.67948718],0
s3,1,0.673657,0.177354,[32 20] ; [58 42],[30.78947368 21.21052632] ; [59.21052632 40.78947368],0
b5,1,0.710293,0.137984,[32 21] ; [59 44],[30.91666667 22.08333333] ; [60.08333333 42.91666667],0
r1,1,0.715133,0.133204,[43 10] ; [81 22],[42.12820513 10.87179487] ; [81.87179487 21.12820513],0
d2,1,0.719986,0.128506,[12 41] ; [26 77],[12.91025641 40.08974359] ; [25.08974359 77.91025641],0
s1,1,0.747463,0.103676,[ 2 50] ; [ 5 95],[ 2.39473684 49.60526316] ; [ 4.60526316 95.39473684],0
r3,1,0.757453,0.095374,[51  2] ; [98  5],[50.62179487  2.37820513] ; [98.37820513  4.62179487],0
a1,1,0.772463,0.08361,[ 2 51] ; [  3 100],[ 1.69871795 51.30128205] ; [ 3.30128205 99.69871795],0
n3,1,0.804997,0.060952,[5 2] ; [19  6],[5.25 1.75] ; [18.75  6.25],0
s4,1,0.835296,0.043228,[ 9 44] ; [16 86],[ 8.5483871 44.4516129] ; [16.4516129 85.5483871],0
p9,1,0.882635,0.021795,[42 11] ; [79 22],[41.64285714 11.35714286] ; [79.35714286 21.64285714],0
u2,1,0.884422,0.021131,[13 10] ; [29 24],[12.71052632 10.28947368] ; [29.28947368 23.71052632],0
b4,1,0.884898,0.020956,[31 22] ; [59 44],[30.57692308 22.42307692] ; [59.42307692 43.57692308],0
p11,1,0.957196,0.002881,[42 11] ; [82 21],[42.12820513 10.87179487] ; [81.87179487 21.12820513],0
r2,1,0.973029,0.001143,[51  2] ; [99  4],[50.96153846  2.03846154] ; [99.03846154  3.96153846],0
v1,1,0.975296,0.000959,[24 29] ; [46 55],[24.09090909 28.90909091] ; [45.90909091 55.09090909],0
