Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,151.199074,[ 7 93] ; [354 133],[61.49914821 38.50085179] ; [299.50085179 187.49914821],1
d4,1,0.0,107.435581,[47 52] ; [439  47],[82.24615385 16.75384615] ; [403.75384615  82.24615385],1
d3,1,0.0,47.007313,[38 61] ; [359 128],[67.06996587 31.93003413] ; [329.93003413 157.06996587],1
d2,1,0.0,30.664155,[26 74] ; [273 211],[51.19863014 48.80136986] ; [247.80136986 236.19863014],1
a5,1,1e-06,24.353774,[58 41] ; [396  91],[76.6996587 22.3003413] ; [377.3003413 109.6996587],1
a4,1,1e-06,23.394925,[25 73] ; [254 232],[46.81849315 51.18150685] ; [232.18150685 253.81849315],1
a3,1,4e-06,21.118877,[55 44] ; [378 108],[73.27692308 25.72307692] ; [359.72307692 126.27692308],1
a2,1,1.3e-05,18.939547,[ 8 92] ; [140 347],[25.21294719 74.78705281] ; [122.78705281 364.21294719],1
u1,1,1.9e-05,18.316068,[ 4 96] ; [110 377],[19.42078365 80.57921635] ; [ 94.57921635 392.42078365],1
p2,1,3e-05,17.420107,[72 26] ; [431  52],[84.84337349 13.15662651] ; [418.15662651  64.84337349],1
p4,1,0.00132,10.314411,[50 48] ; [329 155],[63.81786942 34.18213058] ; [315.18213058 168.81786942],0
r3,1,0.00165,9.902904,[91  8] ; [473  10],[95.93814433  3.06185567] ; [468.06185567  14.93814433],0
p1,1,0.002328,9.270985,[18 80] ; [ 40 444],[ 9.76632302 88.23367698] ; [ 48.23367698 435.76632302],0
p7,1,0.003674,8.438126,[53 44] ; [331 143],[65.23292469 31.76707531] ; [318.76707531 155.23292469],0
s8,1,0.009814,6.668355,[35 63] ; [242 242],[46.64261168 51.35738832] ; [230.35738832 253.64261168],0
r2,1,0.041962,4.136744,[90  9] ; [458  20],[94.02426343  4.97573657] ; [453.97573657  24.02426343],0
r1,1,0.044623,4.032834,[75 25] ; [404  80],[82.02054795 17.97945205] ; [396.97945205  87.02054795],0
s4,1,0.061929,3.484951,[20 79] ; [ 62 415],[14.09375 84.90625] ; [ 67.90625 409.09375],0
a8,1,0.064038,3.429585,[ 9 85] ; [ 76 364],[14.96254682 79.03745318] ; [ 70.03745318 369.96254682],0
a7,1,0.066918,3.357051,[63 36] ; [353 132],[70.52054795 28.47945205] ; [345.47945205 139.52054795],0
s6,1,0.06871,3.313581,[58 38] ; [332 143],[65.56917688 30.43082312] ; [324.43082312 150.56917688],0
v2,1,0.070241,3.277373,[48 46] ; [286 182],[55.86476868 38.13523132] ; [278.13523132 189.86476868],0
s1,1,0.076119,3.145875,[ 6 90] ; [ 13 467],[ 3.16666667 92.83333333] ; [ 15.83333333 464.16666667],0
r4,1,0.077934,3.107467,[87 13] ; [450  37],[91.48211244  8.51788756] ; [445.51788756  41.48211244],0
v1,1,0.10819,2.580466,[49 48] ; [279 191],[56.11287478 40.88712522] ; [271.88712522 198.11287478],0
p9,1,0.132743,2.26013,[82 15] ; [431  49],[86.24090121 10.75909879] ; [426.75909879  53.24090121],0
n5,1,0.138056,2.199495,[82 18] ; [422  60],[86.59793814 13.40206186] ; [417.40206186  64.59793814],0
s2,1,0.141019,2.166807,[43 53] ; [255 226],[49.58058925 46.41941075] ; [248.41941075 232.58058925],0
v3,1,0.154796,2.024345,[36 62] ; [209 260],[42.34567901 55.65432099] ; [202.65432099 266.34567901],0
p3,1,0.155995,2.012623,[47 51] ; [270 214],[53.37800687 44.62199313] ; [263.62199313 220.37800687],0
b1,1,0.157924,1.993989,[43 57] ; [173 314],[36.79727428 63.20272572] ; [179.20272572 307.79727428],0
p10,1,0.186768,1.742934,[81 16] ; [425  56],[84.91695502 12.08304498] ; [421.08304498  59.91695502],0
s7,1,0.226128,1.465052,[43 49] ; [251 217],[48.3 43.7] ; [245.7 222.3],0
a6,1,0.242488,1.366072,[64 35] ; [343 143],[68.87692308 30.12307692] ; [338.12307692 147.87692308],0
s5,1,0.280644,1.163968,[27 66] ; [163 305],[31.4973262 61.5026738] ; [158.5026738 309.4973262],0
a1,1,0.292664,1.107326,[ 3 97] ; [ 27 460],[ 5.11073254 94.88926746] ; [ 24.88926746 462.11073254],0
u4,1,0.317875,0.997668,[ 1 99] ; [ 13 473],[ 2.3890785 97.6109215] ; [ 11.6109215 474.3890785],0
