Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.022125,5.235951,[2 6] ; [ 2 52],[0.51612903 7.48387097] ; [ 3.48387097 50.51612903],0
d5,1,0.022995,5.168864,[3 5] ; [42 13],[5.71428571 2.28571429] ; [39.28571429 15.71428571],0
p7,1,0.026777,4.905119,[2 6] ; [35 18],[4.85245902 3.14754098] ; [32.14754098 20.85245902],0
d3,1,0.02887,4.77534,[2 6] ; [36 19],[4.82539683 3.17460317] ; [33.17460317 21.82539683],0
p4,1,0.078514,3.095399,[2 6] ; [32 23],[4.31746032 3.68253968] ; [29.68253968 25.31746032],0
p6,1,0.09543,2.780312,[1 7] ; [23 30],[3.14754098 4.85245902] ; [20.85245902 32.14754098],0
a3,1,0.106536,2.604861,[2 6] ; [30 24],[4.12903226 3.87096774] ; [27.87096774 26.12903226],0
r1,1,0.1165,2.463753,[4 4] ; [42 13],[5.84126984 2.15873016] ; [40.15873016 14.84126984],0
p8,1,0.129683,2.296296,[2 6] ; [29 25],[4. 4.] ; [27. 27.],0
v1,1,0.129683,2.296296,[2 6] ; [29 25],[4. 4.] ; [27. 27.],0
p9,1,0.139007,2.188916,[4 3] ; [44 10],[5.50819672 1.49180328] ; [42.49180328 11.50819672],0
s7,1,0.176558,1.826363,[3 5] ; [32 19],[4.74576271 3.25423729] ; [30.25423729 20.74576271],0
r2,1,0.180954,1.789773,[6 2] ; [50  5],[7.11111111 0.88888889] ; [48.88888889  6.11111111],0
u2,1,0.238514,1.389356,[2 4] ; [15 10],[3.29032258 2.70967742] ; [13.70967742 11.29032258],0
v4,1,0.271355,1.209886,[7 1] ; [53  2],[7.61904762 0.38095238] ; [52.38095238  2.61904762],0
p3,1,0.274689,1.193182,[2 6] ; [25 30],[3.42857143 4.57142857] ; [23.57142857 31.42857143],0
n5,1,0.284503,1.145455,[4 4] ; [38 17],[5.33333333 2.66666667] ; [36.66666667 18.33333333],0
p10,1,0.330538,0.94679,[5 3] ; [43 12],[6.0952381 1.9047619] ; [41.9047619 13.0952381],0
p1,1,0.367066,0.813572,[2 6] ; [ 7 47],[1.16129032 6.83870968] ; [ 7.83870968 46.16129032],0
n4,1,0.396261,0.719644,[4 4] ; [36 19],[5.07936508 2.92063492] ; [34.92063492 20.07936508],0
u3,1,0.407933,0.684818,[3 3] ; [17  8],[3.87096774 2.12903226] ; [16.12903226  8.87096774],0
d4,1,0.417985,0.655973,[5 3] ; [41 13],[5.93548387 2.06451613] ; [40.06451613 13.93548387],0
p12,1,0.445123,0.583041,[1 7] ; [ 3 52],[0.50793651 7.49206349] ; [ 3.49206349 51.50793651],0
d2,1,0.464962,0.533923,[1 7] ; [13 41],[1.80645161 6.19354839] ; [12.19354839 41.80645161],0
r3,1,0.466325,0.530671,[7 1] ; [50  3],[7.47540984 0.52459016] ; [49.52459016  3.47540984],0
b5,1,0.478432,0.502435,[3 5] ; [28 27],[3.93650794 4.06349206] ; [27.06349206 27.93650794],0
b3,1,0.515252,0.423387,[1 3] ; [ 4 27],[0.57142857 3.42857143] ; [ 4.42857143 26.57142857],0
b2,1,0.515252,0.423387,[1 3] ; [ 4 27],[0.57142857 3.42857143] ; [ 4.42857143 26.57142857],0
b1,1,0.52322,0.407541,[4 4] ; [21 34],[3.17460317 4.82539683] ; [21.82539683 33.17460317],0
a4,1,0.542846,0.37029,[1 7] ; [12 43],[1.65079365 6.34920635] ; [11.34920635 43.65079365],0
a7,1,0.549911,0.357477,[4 4] ; [33 21],[4.77419355 3.22580645] ; [32.22580645 21.77419355],0
v3,1,0.569985,0.322708,[2 6] ; [19 35],[2.70967742 5.29032258] ; [18.29032258 35.70967742],0
s6,1,0.598996,0.276512,[7 1] ; [43 11],[6.4516129 1.5483871] ; [43.5483871 10.4516129],0
s4,1,0.652255,0.203069,[3 5] ; [16 38],[2.4516129 5.5483871] ; [16.5483871 37.4516129],0
r4,1,0.779924,0.078075,[7 1] ; [46  9],[6.73015873 1.26984127] ; [46.26984127  8.73015873],0
b4,1,0.789034,0.071591,[5 3] ; [37 18],[5.33333333 2.66666667] ; [36.66666667 18.33333333],0
s2,1,0.869897,0.026827,[5 3] ; [36 19],[5.20634921 2.79365079] ; [35.79365079 19.20634921],0
a6,1,0.885253,0.020826,[4 4] ; [26 29],[3.80952381 4.19047619] ; [26.19047619 28.80952381],0
p11,1,0.892364,0.01831,[6 2] ; [40 15],[5.84126984 2.15873016] ; [40.15873016 14.84126984],0
s8,1,0.950263,0.003891,[3 5] ; [20 35],[2.92063492 5.07936508] ; [20.07936508 34.92063492],0
s3,1,0.950263,0.003891,[5 3] ; [35 20],[5.07936508 2.92063492] ; [34.92063492 20.07936508],0
v2,1,0.958156,0.002753,[3 4] ; [23 32],[2.93548387 4.06451613] ; [23.06451613 31.93548387],0
