Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,1.6e-05,18.578596,[ 4 75] ; [3 2],[ 6.58333333 72.41666667] ; [0.41666667 4.58333333],1
s5,1,0.000749,11.36404,[ 7 70] ; [3 2],[ 9.3902439 67.6097561] ; [0.6097561 4.3902439],1
s7,1,0.00562,7.668178,[18 59] ; [4 1],[20.65853659 56.34146341] ; [1.34146341 3.65853659],0
p1,1,0.043394,4.08,[ 8 72] ; [2 3],[ 9.41176471 70.58823529] ; [0.58823529 4.41176471],0
s2,1,0.100759,2.693493,[20 57] ; [3 2],[21.59756098 55.40243902] ; [1.40243902 3.59756098],0
a5,1,0.142868,2.146792,[37 43] ; [4 1],[38.58823529 41.41176471] ; [2.41176471 2.58823529],0
b1,1,0.233422,1.419886,[27 53] ; [3 2],[28.23529412 51.76470588] ; [1.76470588 3.23529412],0
b4,1,0.252075,1.311765,[43 37] ; [4 1],[44.23529412 35.76470588] ; [2.76470588 2.23529412],0
p8,1,0.296678,1.089068,[16 63] ; [2 3],[16.92857143 62.07142857] ; [1.07142857 3.92857143],0
r1,1,0.321319,0.983571,[46 34] ; [4 1],[47.05882353 32.94117647] ; [2.94117647 2.05882353],0
s8,1,0.328906,0.9532,[17 63] ; [2 3],[17.88235294 62.11764706] ; [1.11764706 3.88235294],0
p10,1,0.351711,0.867276,[46 32] ; [4 1],[46.98795181 31.01204819] ; [3.01204819 1.98795181],0
v1,1,0.391206,0.73519,[32 47] ; [3 2],[32.91666667 46.08333333] ; [2.08333333 2.91666667],0
p11,1,0.401181,0.704783,[49 31] ; [4 1],[49.88235294 30.11764706] ; [3.11764706 1.88235294],0
p2,1,0.410409,0.677615,[47 33] ; [2 3],[46.11764706 33.88235294] ; [2.88235294 2.11764706],0
p6,1,0.41057,0.677149,[ 7 72] ; [1 4],[ 7.52380952 71.47619048] ; [0.47619048 4.52380952],0
d2,1,0.413744,0.668015,[19 61] ; [2 3],[19.76470588 60.23529412] ; [1.23529412 3.76470588],0
p3,1,0.424445,0.637975,[19 60] ; [2 3],[19.75 59.25] ; [1.25 3.75],0
u2,1,0.475622,0.508884,[11 30] ; [1 1],[11.44186047 29.55813953] ; [0.55813953 1.44186047],0
v3,1,0.492754,0.470508,[20 57] ; [2 3],[20.65853659 56.34146341] ; [1.34146341 3.65853659],0
p9,1,0.561546,0.337034,[52 25] ; [4 1],[52.58536585 24.41463415] ; [3.41463415 1.58536585],0
n4,1,0.596363,0.280517,[55 25] ; [4 1],[55.52941176 24.47058824] ; [3.47058824 1.52941176],0
v2,1,0.614295,0.253968,[23 52] ; [1 4],[22.5 52.5] ; [1.5 3.5],0
s3,1,0.620616,0.245002,[29 48] ; [2 2],[29.4691358 47.5308642] ; [1.5308642 2.4691358],0
a3,1,0.664604,0.187979,[39 39] ; [3 2],[39.46987952 38.53012048] ; [2.53012048 2.46987952],0
p4,1,0.683486,0.166228,[25 55] ; [2 3],[25.41176471 54.58823529] ; [1.58823529 3.41176471],0
a7,1,0.704046,0.144297,[39 41] ; [2 3],[38.58823529 41.41176471] ; [2.41176471 2.58823529],0
r3,1,0.745451,0.105394,[58 21] ; [4 1],[58.30952381 20.69047619] ; [3.69047619 1.30952381],0
r2,1,0.763147,0.090812,[68 12] ; [4 1],[67.76470588 12.23529412] ; [4.23529412 0.76470588],0
a4,1,0.83661,0.042532,[13 66] ; [1 4],[13.16666667 65.83333333] ; [0.83333333 4.16666667],0
a6,1,0.86967,0.026921,[45 35] ; [3 2],[45.17647059 34.82352941] ; [2.82352941 2.17647059],0
d3,1,0.896427,0.016946,[18 62] ; [1 4],[17.88235294 62.11764706] ; [1.11764706 3.88235294],0
d5,1,0.910875,0.012529,[30 50] ; [2 3],[30.11764706 49.88235294] ; [1.88235294 3.11764706],0
b5,1,0.912603,0.012046,[46 34] ; [3 2],[46.11764706 33.88235294] ; [2.88235294 2.11764706],0
b2,1,0.977908,0.000767,[14 29] ; [1 2],[14.02173913 28.97826087] ; [0.97826087 2.02173913],0
b3,1,0.977908,0.000767,[14 29] ; [1 2],[14.02173913 28.97826087] ; [0.97826087 2.02173913],0
