Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4.5e-05,16.631495,[114  18] ; [20 16],[105.28571429  26.71428571] ; [28.71428571  7.28571429],1
p9,1,0.000202,13.815055,[119  14] ; [23 13],[111.75147929  21.24852071] ; [30.24852071  5.75147929],1
b1,1,0.008585,6.907131,[60 74] ; [25 11],[67. 67.] ; [18. 18.],0
n5,1,0.026028,4.954184,[111  23] ; [23 12],[106.24852071  27.75147929] ; [27.75147929  7.24852071],0
d2,1,0.034253,4.482044,[59 75] ; [23 13],[64.63529412 69.36470588] ; [17.36470588 18.63529412],0
a6,1,0.038524,4.281716,[59 75] ; [ 9 27],[53.6 80.4] ; [14.4 21.6],0
n4,1,0.046063,3.979297,[112  22] ; [24 11],[107.83431953  26.16568047] ; [28.16568047  6.83431953],0
p2,1,0.063711,3.43804,[107  26] ; [23 12],[102.91666667  30.08333333] ; [27.08333333  7.91666667],0
b3,1,0.101286,2.685178,[40 49] ; [ 6 17],[36.55357143 52.44642857] ; [ 9.44642857 13.55357143],0
b2,1,0.101286,2.685178,[40 49] ; [ 6 17],[36.55357143 52.44642857] ; [ 9.44642857 13.55357143],0
v4,1,0.115765,2.473702,[125   8] ; [31  5],[122.76923077  10.23076923] ; [33.23076923  2.76923077],0
s3,1,0.133011,2.257012,[95 38] ; [21 15],[91.28994083 41.71005917] ; [24.71005917 11.28994083],0
u3,1,0.137633,2.204229,[16 22] ; [8 4],[18.24 19.76] ; [5.76 6.24],0
s8,1,0.143103,2.144271,[85 49] ; [18 18],[81.18823529 52.81176471] ; [21.81176471 14.18823529],0
p12,1,0.144276,2.131749,[ 14 118] ; [ 1 35],[ 11.78571429 120.21428571] ; [ 3.21428571 32.78571429],0
n6,1,0.166189,1.916989,[113  21] ; [26  9],[110.21301775  23.78698225] ; [28.78698225  6.21301775],0
p4,1,0.220652,1.500127,[78 56] ; [25 11],[81.18823529 52.81176471] ; [21.81176471 14.18823529],0
p1,1,0.233171,1.421413,[ 10 123] ; [ 5 31],[ 11.80473373 121.19526627] ; [ 3.19526627 32.80473373],0
p8,1,0.242137,1.368107,[69 62] ; [15 21],[65.89221557 65.10778443] ; [18.10778443 17.89221557],0
p6,1,0.257372,1.282837,[57 73] ; [12 24],[54.03614458 75.96385542] ; [14.96385542 21.03614458],0
s1,1,0.261078,1.263033,[  5 126] ; [ 3 33],[  6.2754491 124.7245509] ; [ 1.7245509 34.2754491],0
v1,1,0.263374,1.250935,[75 55] ; [17 19],[72.04819277 57.95180723] ; [19.95180723 16.04819277],0
v2,1,0.274292,1.195154,[57 69] ; [20 16],[59.88888889 66.11111111] ; [17.11111111 18.88888889],0
