Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4.5e-05,16.631495,[114  18] ; [20 16],[105.28571429  26.71428571] ; [28.71428571  7.28571429],1
b4,1,0.275826,1.187542,[72 62] ; [23 13],[74.88235294 59.11764706] ; [20.11764706 15.88235294],0
r3,1,0.284986,1.143159,[126   8] ; [32  4],[124.54117647   9.45882353] ; [33.45882353  2.54117647],0
d1,1,0.29514,1.096025,[65 69] ; [21 15],[67.78823529 66.21176471] ; [18.21176471 17.78823529],0
n2,1,0.325331,0.967393,[25  7] ; [9 5],[23.65217391  8.34782609] ; [10.34782609  3.65217391],0
s7,1,0.356126,0.851509,[88 45] ; [19 14],[85.72891566 47.27108434] ; [21.27108434 11.72891566],0
b5,1,0.362736,0.828397,[63 71] ; [20 16],[65.42352941 68.57647059] ; [17.57647059 18.42352941],0
a8,1,0.371515,0.798592,[ 14 112] ; [ 6 30],[ 15.55555556 110.44444444] ; [ 4.44444444 31.55555556],0
u1,1,0.372559,0.795113,[  9 125] ; [ 1 35],[  7.88235294 126.11764706] ; [ 2.11764706 33.88235294],0
d3,1,0.406278,0.689667,[64 70] ; [20 16],[66.21176471 67.78823529] ; [17.78823529 18.21176471],0
r1,1,0.413371,0.669085,[102  32] ; [25 11],[100.10588235  33.89411765] ; [26.89411765  9.10588235],0
s5,1,0.478047,0.503315,[59 69] ; [19 17],[60.87804878 67.12195122] ; [17.12195122 18.87804878],0
d4,1,0.50148,0.451803,[100  33] ; [29  7],[101.52071006  31.47928994] ; [27.47928994  8.52071006],0
n1,1,0.521607,0.410714,[15 17] ; [8 6],[16. 16.] ; [7. 7.],0
p3,1,0.55818,0.342866,[73 61] ; [21 14],[74.53254438 59.46745562] ; [19.46745562 15.53254438],0
a3,1,0.560807,0.338308,[96 38] ; [24 12],[94.58823529 39.41176471] ; [25.41176471 10.58823529],0
a4,1,0.698686,0.149843,[58 75] ; [17 19],[59.02366864 73.97633136] ; [15.97633136 20.02366864],0
r4,1,0.708291,0.13999,[115  19] ; [30  6],[114.29411765  19.70588235] ; [30.70588235  5.29411765],0
r2,1,0.714349,0.133971,[120  12] ; [32  4],[119.42857143  12.57142857] ; [32.57142857  3.42857143],0
a1,1,0.736663,0.113082,[  9 125] ; [ 3 33],[  9.45882353 124.54117647] ; [ 2.54117647 33.45882353],0
u2,1,0.749795,0.101704,[21 17] ; [6 6],[20.52 17.48] ; [6.48 5.52],0
d5,1,0.757544,0.095301,[103  30] ; [27  9],[102.30769231  30.69230769] ; [27.69230769  8.30769231],0
a5,1,0.796078,0.066784,[96 38] ; [25 11],[95.37647059 38.62352941] ; [25.62352941 10.37647059],0
s2,1,0.822851,0.050122,[86 47] ; [24 12],[86.56804734 46.43195266] ; [23.43195266 12.56804734],0
n3,1,0.847846,0.036813,[19 12] ; [9 5],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
v3,1,0.905308,0.014151,[55 75] ; [14 20],[54.69512195 75.30487805] ; [14.30487805 19.69512195],0
a2,1,0.908568,0.013189,[ 14 120] ; [ 4 32],[ 14.18823529 119.81176471] ; [ 3.81176471 32.18823529],0
u4,1,0.94789,0.004272,[  4 130] ; [ 1 35],[  3.94117647 130.05882353] ; [ 1.05882353 34.94117647],0
p7,1,0.956391,0.00299,[83 48] ; [22 13],[82.86144578 48.13855422] ; [22.13855422 12.86144578],0
s4,1,0.981529,0.000536,[ 33 100] ; [ 9 27],[33.05325444 99.94674556] ; [ 8.94674556 27.05325444],0
p5,1,1.0,0.0,[ 19 114] ; [ 5 30],[ 19. 114.] ; [ 5. 30.],0
