Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,161.824154,[ 81 262] ; [344 161],[171.90448113 171.09551887] ; [253.09551887 251.90448113],1
p6,1,0.0,80.558798,[ 61 274] ; [244 257],[122.21889952 212.78110048] ; [182.78110048 318.21889952],1
p8,1,0.0,66.358212,[118 220] ; [319 183],[175.84047619 162.15952381] ; [261.15952381 240.84047619],1
p7,1,0.0,48.339026,[166 166] ; [368 132],[213.08653846 118.91346154] ; [320.91346154 179.08653846],1
p2,1,0.0,37.962753,[254  90] ; [453  51],[286.80188679  57.19811321] ; [420.19811321  83.80188679],1
p5,1,0.0,37.667648,[ 10 332] ; [ 82 420],[ 37.27962085 304.72037915] ; [ 54.72037915 447.27962085],1
s7,1,0.0,27.104067,[127 207] ; [271 208],[163.50799508 170.49200492] ; [234.49200492 244.50799508],1
n5,1,0.0,25.812767,[219 123] ; [402 102],[251.04255319  90.95744681] ; [369.95744681 134.04255319],1
s6,1,1e-06,23.801606,[197 142] ; [368 128],[229.38323353 109.61676647] ; [335.61676647 160.38323353],1
n4,1,3e-06,21.744246,[232 111] ; [412  93],[260.48584906  82.51415094] ; [383.51415094 121.48584906],1
d1,1,8e-06,20.0261,[170 174] ; [328 178],[201.54352941 142.45647059] ; [296.45647059 209.54352941],1
p10,1,1.1e-05,19.384938,[249  90] ; [430  72],[273.69916766  65.30083234] ; [405.30083234  96.69916766],1
s8,1,1.4e-05,18.890428,[122 221] ; [255 248],[152.8498818 190.1501182] ; [224.1501182 278.8498818],1
v1,1,2.3e-05,17.91442,[151 183] ; [296 196],[180.74818402 153.25181598] ; [266.25181598 225.74818402],1
d5,1,0.000129,14.652153,[256  86] ; [431  74],[277.39551358  64.60448642] ; [409.60448642  95.39551358],1
s5,1,0.000243,13.464475,[ 85 243] ; [186 300],[109.1990172 218.8009828] ; [161.8009828 324.1990172],1
a5,1,0.000289,13.140289,[227 117] ; [391 115],[250.10823529  93.89176471] ; [367.89176471 138.10823529],1
s2,1,0.000368,12.688976,[150 191] ; [283 218],[175.35985748 165.64014252] ; [257.64014252 243.35985748],1
p9,1,0.000873,11.079438,[266  70] ; [442  62],[283.2  52.8] ; [424.8  79.2],1
p11,1,0.000919,10.983566,[254  90] ; [421  85],[273.17647059  70.82352941] ; [401.82352941 104.17647059],1
d2,1,0.001441,10.15217,[140 202] ; [263 242],[162.72255018 179.27744982] ; [240.27744982 264.72255018],0
d3,1,0.0015,10.078986,[215 126] ; [371 135],[235.92207792 105.07792208] ; [350.07792208 155.92207792],0
u1,1,0.002196,9.377722,[ 44 300] ; [106 400],[ 60.70588235 283.29411765] ; [ 89.29411765 416.70588235],0
n6,1,0.002699,9.000206,[274  69] ; [441  63],[289.54545455  53.45454545] ; [425.45454545  78.54545455],0
p1,1,0.003962,8.301192,[ 17 325] ; [ 53 450],[ 28.33136095 313.66863905] ; [ 41.66863905 461.33136095],0
a4,1,0.009867,6.658704,[135 209] ; [243 261],[153.33962264 190.66037736] ; [224.66037736 279.33962264],0
r1,1,0.011096,6.449846,[264  78] ; [424  80],[278.12765957  63.87234043] ; [409.87234043  94.12765957],0
p12,1,0.016458,5.753264,[ 17 322] ; [ 48 457],[ 26.10781991 312.89218009] ; [ 38.89218009 466.10781991],0
r4,1,0.020358,5.380889,[315  29] ; [483  23],[322.95529412  21.04470588] ; [475.04470588  30.95529412],0
a2,1,0.028176,4.817277,[ 68 276] ; [133 373],[ 81.34588235 262.65411765] ; [119.65411765 386.34588235],0
s3,1,0.032476,4.573216,[177 165] ; [296 204],[192.12114014 149.87885986] ; [280.87885986 219.12114014],0
a7,1,0.041243,4.166021,[237 106] ; [381 124],[249.96933962  93.03066038] ; [368.03066038 136.96933962],0
