Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.242834,[16 29] ; [87 25],[29.52229299 15.47770701] ; [73.47770701 38.52229299],1
p8,1,0.008584,6.907476,[ 6 39] ; [38 73],[12.69230769 32.30769231] ; [31.30769231 79.69230769],0
p4,1,0.010793,6.499084,[14 31] ; [60 52],[21.21019108 23.78980892] ; [52.78980892 59.21019108],0
p2,1,0.012052,6.303261,[27 18] ; [89 23],[33.24840764 11.75159236] ; [82.75159236 29.24840764],0
b1,1,0.028385,4.804558,[22 23] ; [34 78],[16.05095541 28.94904459] ; [39.94904459 72.05095541],0
n6,1,0.028569,4.793389,[28 16] ; [90 22],[33.28205128 10.71794872] ; [84.71794872 27.28205128],0
a6,1,0.030153,4.70056,[24 21] ; [80 32],[29.8089172 15.1910828] ; [74.1910828 37.8089172],0
r4,1,0.04326,4.085214,[34 11] ; [99 13],[38.12101911  6.87898089] ; [94.87898089 17.12101911],0
s8,1,0.080675,3.051251,[21 24] ; [35 75],[16.25806452 28.74193548] ; [39.74193548 70.25806452],0
d4,1,0.092432,2.831505,[31 14] ; [91 21],[34.96815287 10.03184713] ; [87.03184713 24.96815287],0
n1,1,0.126422,2.335902,[9 6] ; [10 18],[6.62790698 8.37209302] ; [12.37209302 15.62790698],0
a2,1,0.163545,1.941139,[ 7 38] ; [29 83],[10.31847134 34.68152866] ; [25.68152866 86.31847134],0
b4,1,0.189132,1.724368,[23 22] ; [70 42],[26.65605096 18.34394904] ; [66.34394904 45.65605096],0
v2,1,0.195152,1.678285,[22 20] ; [69 39],[25.48 16.52] ; [65.52 42.48],0
u1,1,0.195688,1.674269,[ 4 41] ; [19 93],[ 6.59235669 38.40764331] ; [16.40764331 95.59235669],0
b3,1,0.215154,1.536405,[17 18] ; [21 38],[14.14893617 20.85106383] ; [23.85106383 35.14893617],0
b2,1,0.215154,1.536405,[17 18] ; [21 38],[14.14893617 20.85106383] ; [23.85106383 35.14893617],0
v3,1,0.215499,1.534096,[14 27] ; [49 59],[17.33557047 23.66442953] ; [45.66442953 62.33557047],0
p5,1,0.219842,1.505399,[ 2 42] ; [12 99],[ 3.97419355 40.02580645] ; [ 10.02580645 100.97419355],0
d1,1,0.233566,1.41901,[21 24] ; [64 48],[24.36305732 20.63694268] ; [60.63694268 51.36305732],0
a4,1,0.347613,0.882154,[24 21] ; [50 61],[21.34615385 23.65384615] ; [52.65384615 58.34615385],0
p6,1,0.378566,0.775354,[ 6 39] ; [21 88],[ 7.88961039 37.11038961] ; [19.11038961 89.88961039],0
s1,1,0.402464,0.700951,[ 3 42] ; [  4 107],[ 2.01923077 42.98076923] ; [  4.98076923 106.01923077],0
d5,1,0.403942,0.696559,[33 12] ; [89 23],[34.96815287 10.03184713] ; [87.03184713 24.96815287],0
r3,1,0.424138,0.638821,[40  5] ; [103   8],[41.25  3.75] ; [101.75   9.25],0
