Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.242834,[16 29] ; [87 25],[29.52229299 15.47770701] ; [73.47770701 38.52229299],1
s3,1,0.497644,0.459957,[25 20] ; [53 54],[23.09210526 21.90789474] ; [54.90789474 52.09210526],0
p12,1,0.544877,0.366575,[ 3 41] ; [ 11 100],[ 3.97419355 40.02580645] ; [ 10.02580645 100.97419355],0
n3,1,0.54622,0.364133,[11  4] ; [18 10],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
r1,1,0.561861,0.336492,[33 12] ; [87 25],[34.39490446 10.60509554] ; [85.60509554 26.39490446],0
a1,1,0.568818,0.324665,[ 2 43] ; [  3 109],[ 1.43312102 43.56687898] ; [  3.56687898 108.43312102],0
n5,1,0.602435,0.271339,[29 16] ; [77 35],[30.38216561 14.61783439] ; [75.61783439 36.38216561],0
p10,1,0.63045,0.23145,[30 14] ; [80 31],[31.22580645 12.77419355] ; [78.77419355 32.22580645],0
s7,1,0.634551,0.225939,[19 23] ; [43 62],[17.71428571 24.28571429] ; [44.28571429 60.71428571],0
s2,1,0.639633,0.219222,[25 20] ; [55 52],[23.68421053 21.31578947] ; [56.31578947 50.68421053],0
v4,1,0.681153,0.168831,[40  4] ; [104   8],[40.61538462  3.38461538] ; [103.38461538   8.61538462],0
n2,1,0.711465,0.136818,[12  3] ; [21  7],[11.51162791  3.48837209] ; [21.48837209  6.51162791],0
s6,1,0.718975,0.129477,[30 14] ; [71 38],[29.04575163 14.95424837] ; [71.95424837 37.04575163],0
d2,1,0.738574,0.111384,[22 23] ; [51 60],[21.05769231 23.94230769] ; [51.94230769 59.05769231],0
u2,1,0.743183,0.107348,[8 6] ; [23 14],[8.50980392 5.49019608] ; [22.49019608 14.50980392],0
p9,1,0.744505,0.106207,[35  9] ; [90 20],[35.71428571  8.28571429] ; [89.28571429 20.71428571],0
s5,1,0.746524,0.104475,[11 31] ; [30 74],[11.79452055 30.20547945] ; [29.20547945 74.79452055],0
a8,1,0.765594,0.088889,[ 4 38] ; [11 87],[ 4.5 37.5] ; [10.5 87.5],0
s4,1,0.772313,0.083724,[ 7 38] ; [15 94],[ 6.42857143 38.57142857] ; [15.57142857 93.42857143],0
a3,1,0.78865,0.071858,[31 14] ; [74 37],[30.28846154 14.71153846] ; [74.71153846 36.28846154],0
p11,1,0.855862,0.032995,[32 13] ; [78 34],[31.52866242 13.47133758] ; [78.47133758 33.52866242],0
p1,1,0.857357,0.032306,[ 4 41] ; [ 11 101],[ 4.29936306 40.70063694] ; [ 10.70063694 101.29936306],0
u3,1,0.919469,0.010222,[9 5] ; [25 13],[9.15384615 4.84615385] ; [24.84615385 13.15384615],0
a5,1,0.920494,0.009962,[33 12] ; [83 29],[33.24840764 11.75159236] ; [82.75159236 29.24840764],0
r2,1,0.922988,0.009345,[42  3] ; [105   7],[42.13375796  2.86624204] ; [104.86624204   7.13375796],0
b5,1,0.943144,0.005086,[30 15] ; [74 38],[29.8089172 15.1910828] ; [74.1910828 37.8089172],0
p3,1,0.954802,0.003212,[16 29] ; [40 71],[16.15384615 28.84615385] ; [39.84615385 71.15384615],0
n4,1,0.987843,0.000232,[33 12] ; [82 30],[32.96178344 12.03821656] ; [82.03821656 29.96178344],0
