Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.002378,9.23208,[18  5] ; [10 18],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
a5,1,0.002581,9.081945,[20  3] ; [13 15],[14.88235294  8.11764706] ; [18.11764706  9.88235294],0
b5,1,0.002986,8.81608,[17  6] ; [ 9 19],[11.7254902 11.2745098] ; [14.2745098 13.7254902],0
n2,1,0.015297,5.881944,[10  2] ; [ 6 10],[6.85714286 5.14285714] ; [9.14285714 6.85714286],0
a4,1,0.018804,5.519682,[13  9] ; [ 7 20],[ 8.97959184 13.02040816] ; [11.02040816 15.97959184],0
p5,1,0.023004,5.168226,[ 6 17] ; [ 1 26],[ 3.22 19.78] ; [ 3.78 23.22],0
p8,1,0.034532,4.468151,[10 12] ; [ 5 23],[ 6.6 15.4] ; [ 8.4 19.6],0
d3,1,0.040219,4.208641,[14  9] ; [ 9 19],[10.37254902 12.62745098] ; [12.62745098 15.37254902],0
d5,1,0.047203,3.938132,[17  6] ; [13 15],[13.52941176  9.47058824] ; [16.47058824 11.52941176],0
s7,1,0.047394,3.93133,[ 9 13] ; [ 4 22],[ 5.95833333 16.04166667] ; [ 7.04166667 18.95833333],0
a3,1,0.062595,3.467251,[16  5] ; [14 14],[12.85714286  8.14285714] ; [17.14285714 10.85714286],0
d4,1,0.065282,3.397848,[15  8] ; [11 17],[11.7254902 11.2745098] ; [14.2745098 13.7254902],0
s8,1,0.069605,3.292322,[ 8 14] ; [ 4 24],[ 5.28 16.72] ; [ 6.72 21.28],0
s3,1,0.074265,3.186136,[11 10] ; [ 7 19],[ 8.04255319 12.95744681] ; [ 9.95744681 16.04255319],0
d1,1,0.080262,3.059588,[13 10] ; [ 9 19],[ 9.92156863 13.07843137] ; [12.07843137 15.92156863],0
v4,1,0.081776,3.029243,[17  6] ; [14 14],[13.98039216  9.01960784] ; [17.01960784 10.98039216],0
p9,1,0.082194,3.020979,[14  8] ; [10 16],[11. 11.] ; [13. 13.],0
r4,1,0.090277,2.86943,[ 9 14] ; [ 5 23],[ 6.31372549 16.68627451] ; [ 7.68627451 20.31372549],0
n1,1,0.09821,2.734375,[9 3] ; [7 9],[6.85714286 5.14285714] ; [9.14285714 6.85714286],0
