Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.564834,[99 11] ; [31 21],[88.27160494 21.72839506] ; [41.72839506 10.27160494],1
a5,1,0.000221,13.640324,[74 36] ; [19 33],[63.14814815 46.85185185] ; [29.85185185 22.14814815],1
d4,1,0.000443,12.341546,[96 14] ; [33 19],[87.59259259 22.40740741] ; [41.40740741 10.59259259],1
a6,1,0.0036,8.47528,[75 35] ; [23 29],[66.54320988 43.45679012] ; [31.45679012 20.54320988],0
a7,1,0.015922,5.811497,[85 25] ; [30 21],[78.57142857 31.42857143] ; [36.42857143 14.57142857],0
u1,1,0.026771,4.905546,[14 96] ; [ 1 51],[10.18518519 99.81481481] ; [ 4.81481481 47.18518519],0
v2,1,0.037814,4.313364,[48 56] ; [15 37],[42. 62.] ; [21. 31.],0
r2,1,0.038616,4.27769,[100   9] ; [41 10],[96.05625 12.94375] ; [44.94375  6.05625],0
d1,1,0.043437,4.078322,[61 49] ; [20 32],[55. 55.] ; [26. 26.],0
d5,1,0.054319,3.70288,[85 25] ; [32 19],[79.9378882 30.0621118] ; [37.0621118 13.9378882],0
a1,1,0.064566,3.41603,[  2 108] ; [ 4 48],[  4.07407407 105.92592593] ; [ 1.92592593 50.07407407],0
r3,1,0.079895,3.067046,[104   6] ; [45  7],[101.17283951   8.82716049] ; [47.82716049  4.17283951],0
p10,1,0.082936,3.006398,[73 37] ; [26 24],[68.0625 41.9375] ; [30.9375 19.0625],0
a4,1,0.0832,3.001249,[38 72] ; [11 41],[33.27160494 76.72839506] ; [15.72839506 36.27160494],0
n4,1,0.089695,2.87984,[47 63] ; [15 37],[42.09876543 67.90123457] ; [19.90123457 32.09876543],0
a3,1,0.099076,2.720352,[72 38] ; [27 25],[67.22222222 42.77777778] ; [31.77777778 20.22222222],0
d3,1,0.100926,2.690842,[79 31] ; [30 21],[74.47204969 35.52795031] ; [34.52795031 16.47204969],0
s6,1,0.111999,2.525783,[57 53] ; [20 32],[52.28395062 57.71604938] ; [24.71604938 27.28395062],0
v4,1,0.117467,2.450776,[100  10] ; [42  9],[97.01863354 12.98136646] ; [44.98136646  6.01863354],0
b5,1,0.128941,2.305209,[58 52] ; [34 18],[62.4691358 47.5308642] ; [29.5308642 22.4691358],0
n3,1,0.139641,2.181909,[28  7] ; [11  7],[25.75471698  9.24528302] ; [13.24528302  4.75471698],0
p1,1,0.142355,2.152319,[  3 106] ; [ 4 47],[  4.76875 104.23125] ; [ 2.23125 48.76875],0
b1,1,0.155852,2.014018,[38 72] ; [24 28],[42.09876543 67.90123457] ; [19.90123457 32.09876543],0
a2,1,0.169701,1.885587,[17 93] ; [ 4 48],[14.25925926 95.74074074] ; [ 6.74074074 45.25925926],0
b3,1,0.17294,1.857274,[11 48] ; [10 22],[13.61538462 45.38461538] ; [ 7.38461538 24.61538462],0
b2,1,0.17294,1.857274,[11 48] ; [10 22],[13.61538462 45.38461538] ; [ 7.38461538 24.61538462],0
b4,1,0.234912,1.410871,[72 38] ; [29 23],[68.58024691 41.41975309] ; [32.41975309 19.58024691],0
p2,1,0.246256,1.344422,[81 29] ; [33 18],[77.88819876 32.11180124] ; [36.11180124 14.88819876],0
s3,1,0.257986,1.279533,[51 59] ; [18 31],[47.73584906 62.26415094] ; [21.26415094 27.73584906],0
