Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,126.82355,[ 6 82] ; [289 114],[52.87169043 35.12830957] ; [242.12830957 160.87169043],1
d4,1,0.0,77.961463,[45 43] ; [363  40],[73.12423625 14.87576375] ; [334.87576375  68.12423625],1
a5,1,0.0,38.75701,[44 44] ; [328  75],[66.67209776 21.32790224] ; [305.32790224  97.67209776],1
a4,1,0.0,36.66848,[14 73] ; [208 194],[39.49693252 47.50306748] ; [182.50306748 219.49693252],1
d3,1,0.0,35.231383,[39 49] ; [307  96],[62.01221996 25.98778004] ; [283.98778004 119.01221996],1
a3,1,2e-06,22.460615,[47 40] ; [315  86],[64.53688525 22.46311475] ; [297.46311475 103.53688525],1
d2,1,2e-06,22.194774,[23 65] ; [217 186],[43.01425662 44.98574338] ; [196.98574338 206.01425662],1
p10,1,1.5e-05,18.708137,[64 23] ; [362  38],[76.1026694 10.8973306] ; [349.8973306  50.1026694],1
n4,1,7.6e-05,15.666882,[60 28] ; [345  57],[72.73469388 15.26530612] ; [332.26530612  69.73469388],1
u1,1,0.000104,15.055386,[ 4 84] ; [ 91 312],[17.02647658 70.97352342] ; [ 77.97352342 325.02647658],1
p9,1,0.000143,14.460743,[67 20] ; [365  35],[77.17453799  9.82546201] ; [354.82546201  45.17453799],1
a2,1,0.00016,14.254325,[ 8 80] ; [114 289],[21.86558045 66.13441955] ; [100.13441955 302.86558045],1
r4,1,0.000396,12.549788,[76 12] ; [387  16],[82.98167006  5.01832994] ; [380.01832994  22.98167006],1
r1,1,0.002202,9.373242,[63 25] ; [340  59],[72.82135524 15.17864476] ; [330.17864476  68.82135524],0
r3,1,0.003391,8.584348,[81  7] ; [392   8],[85.29508197  2.70491803] ; [387.70491803  12.29508197],0
v1,1,0.010386,6.567462,[40 46] ; [243 152],[50.5987526 35.4012474] ; [232.4012474 162.5987526],0
n5,1,0.012348,6.260178,[63 25] ; [335  68],[71.33197556 16.66802444] ; [326.66802444  76.33197556],0
s6,1,0.012946,6.176508,[51 35] ; [284 106],[60.52521008 25.47478992] ; [274.47478992 115.52521008],0
p2,1,0.035847,4.404379,[75 13] ; [371  31],[80.09795918  7.90204082] ; [365.90204082  36.09795918],0
p1,1,0.084382,2.978405,[13 75] ; [ 35 366],[ 8.63803681 79.36196319] ; [ 39.36196319 361.63803681],0
b1,1,0.109601,2.55997,[39 49] ; [142 261],[32.43991853 55.56008147] ; [148.56008147 254.43991853],0
p3,1,0.11611,2.469021,[48 40] ; [256 147],[54.48472505 33.51527495] ; [249.51527495 153.48472505],0
p11,1,0.121071,2.40341,[69 19] ; [343  60],[73.84114053 14.15885947] ; [338.15885947  64.84114053],0
r2,1,0.122421,2.386066,[82  6] ; [383  13],[84.54545455  3.45454545] ; [380.45454545  15.54545455],0
s5,1,0.130032,2.292127,[28 58] ; [161 228],[34.21894737 51.78105263] ; [154.78105263 234.21894737],0
v3,1,0.131151,2.278828,[32 55] ; [179 213],[38.32359081 48.67640919] ; [172.67640919 219.32359081],0
p4,1,0.136951,2.211885,[56 32] ; [288 114],[61.77959184 26.22040816] ; [282.22040816 119.77959184],0
v4,1,0.162036,1.955125,[83  5] ; [389  11],[85.1147541  2.8852459] ; [386.8852459  13.1147541],0
a8,1,0.201241,1.633346,[10 73] ; [ 65 299],[13.9261745 69.0738255] ; [ 61.0738255 302.9261745],0
v2,1,0.208805,1.579694,[46 39] ; [241 151],[51.14255765 33.85744235] ; [235.85744235 156.14255765],0
s8,1,0.231826,1.429621,[38 49] ; [203 197],[43.05338809 43.94661191] ; [197.94661191 202.05338809],0
a7,1,0.249006,1.328873,[59 29] ; [294 108],[63.39591837 24.60408163] ; [289.60408163 112.39591837],0
p5,1,0.256257,1.288868,[17 70] ; [ 59 343],[13.52147239 73.47852761] ; [ 62.47852761 339.52147239],0
a1,1,0.305778,1.048823,[ 3 85] ; [ 25 378],[ 5.01832994 82.98167006] ; [ 22.98167006 380.01832994],0
s2,1,0.337193,0.921073,[43 45] ; [218 182],[47.06557377 40.93442623] ; [213.93442623 186.06557377],0
p12,1,0.347144,0.883871,[10 78] ; [ 33 368],[ 7.73824131 80.26175869] ; [ 35.26175869 365.73824131],0
b4,1,0.352164,0.865644,[45 43] ; [228 175],[48.9287169 39.0712831] ; [224.0712831 178.9287169],0
a6,1,0.376355,0.782574,[55 33] ; [271 131],[58.54693878 29.45306122] ; [267.45306122 134.54693878],0
n1,1,0.37841,0.775862,[ 8 10] ; [24 48],[ 6.4 11.6] ; [25.6 46.4],0
u4,1,0.438334,0.600641,[ 1 87] ; [ 10 392],[ 1.9755102 86.0244898] ; [  9.0244898 392.9755102],0
p8,1,0.476407,0.507076,[57 30] ; [277 122],[59.79012346 27.20987654] ; [274.20987654 124.79012346],0
u3,1,0.616632,0.250629,[19 21] ; [46 42],[20.3125 19.6875] ; [44.6875 43.3125],0
n2,1,0.690254,0.15881,[13  5] ; [56 17],[13.64835165  4.35164835] ; [55.35164835 17.64835165],0
s4,1,0.692072,0.156852,[14 74] ; [ 70 326],[15.27272727 72.72727273] ; [ 68.72727273 327.27272727],0
u2,1,0.734083,0.115396,[18 21] ; [43 44],[18.88095238 20.11904762] ; [42.11904762 44.88095238],0
p6,1,0.738561,0.111395,[45 42] ; [199 201],[43.58932238 43.41067762] ; [200.41067762 199.58932238],0
n3,1,0.771516,0.084328,[14  4] ; [59 14],[14.43956044  3.56043956] ; [58.56043956 14.43956044],0
b5,1,0.846082,0.037683,[51 37] ; [229 174],[50.18329939 37.81670061] ; [229.81670061 173.18329939],0
s1,1,0.910062,0.01276,[ 2 85] ; [ 10 389],[ 2.14814815 84.85185185] ; [  9.85185185 389.14814815],0
b2,1,0.921256,0.009772,[22 34] ; [102 153],[22.32797428 33.67202572] ; [101.67202572 153.32797428],0
b3,1,0.921256,0.009772,[22 34] ; [102 153],[22.32797428 33.67202572] ; [101.67202572 153.32797428],0
s3,1,0.940694,0.005535,[51 36] ; [231 166],[50.69008264 36.30991736] ; [231.30991736 165.69008264],0
s7,1,0.978644,0.000717,[46 38] ; [212 174],[46.1106383 37.8893617] ; [211.8893617 174.1106383],0
