Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,103.554382,[ 22 143] ; [101  43],[65.67961165 99.32038835] ; [57.32038835 86.67961165],1
s6,1,0.0,52.618902,[ 64 101] ; [114  29],[95.35714286 69.64285714] ; [82.64285714 60.35714286],1
s7,1,0.0,35.782823,[ 40 116] ; [84 56],[65.35135135 90.64864865] ; [58.64864865 81.35135135],1
s8,1,0.0,31.837001,[ 37 128] ; [77 67],[ 60.87378641 104.12621359] ; [53.12621359 90.87378641],1
p12,1,0.002058,9.496899,[  4 160] ; [ 16 128],[ 10.64935065 153.35064935] ; [  9.35064935 134.64935065],0
r4,1,0.029761,4.723065,[140  26] ; [133  11],[146.18709677  19.81290323] ; [126.81290323  17.18709677],0
r3,1,0.035869,4.403331,[156  10] ; [141   2],[159.55339806   6.44660194] ; [137.44660194   5.55339806],0
p9,1,0.064447,3.419071,[129  35] ; [124  19],[135.15309446  28.84690554] ; [117.84690554  25.15309446],0
s4,1,0.076532,3.137047,[ 11 155] ; [ 18 126],[ 15.52903226 150.47096774] ; [ 13.47096774 130.52903226],0
b4,1,0.077285,3.121095,[92 74] ; [94 50],[99.6 66.4] ; [86.4 57.6],0
n5,1,0.079844,3.068077,[113  51] ; [112  32],[119.80519481  44.19480519] ; [105.19480519  38.80519481],0
a8,1,0.093978,2.804885,[ 15 127] ; [ 24 113],[ 19.84946237 122.15053763] ; [ 19.15053763 117.84946237],0
u4,1,0.100937,2.690672,[  2 164] ; [  6 138],[  4.28387097 161.71612903] ; [  3.71612903 140.28387097],0
a4,1,0.133136,2.25555,[77 88] ; [55 89],[70.48543689 94.51456311] ; [61.51456311 82.48543689],0
r2,1,0.141513,2.161434,[147  15] ; [136   7],[150.3147541  11.6852459] ; [132.6852459  10.3147541],0
n4,1,0.141978,2.156386,[122  44] ; [116  28],[127.44516129  38.55483871] ; [110.55483871  33.44516129],0
p10,1,0.164337,1.933857,[126  38] ; [119  24],[130.87947883  33.12052117] ; [114.12052117  28.87947883],0
r1,1,0.175145,1.838343,[132  34] ; [123  21],[136.5483871  29.4516129] ; [118.4516129  25.5483871],0
u3,1,0.183385,1.76998,[23 28] ; [22 15],[26.07954545 24.92045455] ; [18.92045455 18.07954545],0
n6,1,0.184098,1.764228,[132  34] ; [122  21],[136.45307443  29.54692557] ; [117.54692557  25.45307443],0
p7,1,0.191129,1.708897,[97 67] ; [93 47],[102.5  61.5] ; [87.5 52.5],0
v1,1,0.192301,1.6999,[110  55] ; [82 56],[104.55445545  60.44554455] ; [87.44554455 50.55445545],0
p6,1,0.248212,1.333339,[ 51 112] ; [53 88],[ 55.76315789 107.23684211] ; [48.23684211 92.76315789],0
a1,1,0.2808,1.163212,[  6 160] ; [  9 135],[  8.03225806 157.96774194] ; [  6.96774194 137.03225806],0
d2,1,0.282118,1.15686,[74 92] ; [73 71],[78.71612903 87.28387097] ; [68.28387097 75.71612903],0
d5,1,0.303521,1.058658,[140  26] ; [115  29],[136.5483871  29.4516129] ; [118.4516129  25.5483871],0
a3,1,0.327413,0.959101,[115  51] ; [107  37],[118.87741935  47.12258065] ; [103.12258065  40.87741935],0
a7,1,0.370191,0.803023,[124  42] ; [113  30],[127.32038835  38.67961165] ; [109.67961165  33.32038835],0
u2,1,0.381437,0.766065,[25 25] ; [22 15],[27.01149425 22.98850575] ; [19.98850575 17.01149425],0
v3,1,0.391676,0.733734,[79 81] ; [75 63],[82.68456376 77.31543624] ; [71.31543624 66.68456376],0
p4,1,0.453267,0.562471,[91 73] ; [86 58],[94.24675325 69.75324675] ; [82.75324675 61.24675325],0
p3,1,0.462052,0.54092,[75 90] ; [71 72],[78.21428571 86.78571429] ; [67.78571429 75.21428571],0
u1,1,0.478043,0.503324,[ 25 141] ; [ 26 118],[ 27.30967742 138.69032258] ; [ 23.69032258 120.30967742],0
p11,1,0.485111,0.487352,[132  34] ; [119  25],[134.40645161  31.59354839] ; [116.59354839  27.40645161],0
v4,1,0.517042,0.41979,[155  11] ; [136   7],[156.33009709   9.66990291] ; [134.66990291   8.33009709],0
s1,1,0.552433,0.352977,[  3 162] ; [  4 137],[  3.7745098 161.2254902] ; [  3.2254902 137.7745098],0
p5,1,0.607544,0.263767,[  9 157] ; [  6 138],[  8.03225806 157.96774194] ; [  6.96774194 137.03225806],0
b5,1,0.607979,0.263128,[105  61] ; [87 57],[102.81290323  63.18709677] ; [89.18709677 54.81290323],0
n1,1,0.630843,0.230919,[ 9 29] ; [ 7 17],[ 9.80645161 28.19354839] ; [ 6.19354839 17.80645161],0
b3,1,0.631162,0.230488,[33 66] ; [33 57],[34.57142857 64.42857143] ; [31.42857143 58.57142857],0
b2,1,0.631162,0.230488,[33 66] ; [33 57],[34.57142857 64.42857143] ; [31.42857143 58.57142857],0
d1,1,0.6969,0.151717,[99 67] ; [89 55],[100.67096774  65.32903226] ; [87.32903226 56.67096774],0
n3,1,0.700223,0.14824,[29  9] ; [18  7],[28.34920635  9.65079365] ; [18.65079365  6.34920635],0
d3,1,0.720266,0.128238,[118  48] ; [105  39],[119.41290323  46.58709677] ; [103.58709677  40.41290323],0
a2,1,0.769801,0.085635,[ 38 128] ; [ 35 109],[ 39.09032258 126.90967742] ; [ 33.90967742 110.09032258],0
