Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.562942,[ 76 121] ; [99 57],[97.66288952 99.33711048] ; [77.33711048 78.66288952],1
s6,1,0.000186,13.966984,[ 94 112] ; [105  56],[111.70027248  94.29972752] ; [87.29972752 73.70027248],1
b3,1,0.001109,10.635685,[28 81] ; [44 48],[39.04477612 69.95522388] ; [32.95522388 59.04477612],0
b2,1,0.001109,10.635685,[28 81] ; [44 48],[39.04477612 69.95522388] ; [32.95522388 59.04477612],0
v3,1,0.001577,9.986187,[ 56 144] ; [70 89],[ 70.19498607 129.80501393] ; [ 55.80501393 103.19498607],0
s8,1,0.003287,8.640914,[ 55 153] ; [67 97],[ 68.21505376 139.78494624] ; [ 53.78494624 110.21505376],0
p3,1,0.007813,7.075837,[ 39 170] ; [ 50 114],[ 49.86863271 159.13136729] ; [ 39.13136729 124.86863271],0
r1,1,0.017254,5.670323,[150  59] ; [135  29],[159.69168901  49.30831099] ; [125.30831099  38.69168901],0
b5,1,0.019033,5.498458,[117  92] ; [112  53],[127.97058824  81.02941176] ; [101.02941176  63.97058824],0
s5,1,0.031585,4.620881,[ 44 156] ; [ 51 108],[ 52.92479109 147.07520891] ; [ 42.07520891 116.92479109],0
s2,1,0.031777,4.610466,[ 78 129] ; [80 84],[ 88.15633423 118.84366577] ; [69.84366577 94.15633423],0
p9,1,0.032483,4.572838,[142  60] ; [129  32],[150.80440771  51.19559229] ; [120.19559229  40.80440771],0
s7,1,0.033982,4.495588,[ 65 135] ; [69 90],[ 74.65181058 125.34818942] ; [59.34818942 99.65181058],0
p2,1,0.039362,4.245175,[134  74] ; [122  42],[143.13978495  64.86021505] ; [112.86021505  51.13978495],0
a8,1,0.045474,4.000979,[ 18 177] ; [ 25 128],[ 24.09482759 170.90517241] ; [ 18.90517241 134.09482759],0
v4,1,0.047019,3.944702,[187  20] ; [157   7],[191.93530997  15.06469003] ; [152.06469003  11.93530997],0
a5,1,0.047677,3.921336,[125  84] ; [115  50],[134.11764706  74.88235294] ; [105.88235294  59.11764706],0
a3,1,0.050649,3.819856,[134  75] ; [120  43],[142.70430108  66.29569892] ; [111.29569892  51.70430108],0
u2,1,0.057303,3.613772,[30 45] ; [25 18],[34.95762712 40.04237288] ; [20.04237288 22.95762712],0
