Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,65.05805,[19 91] ; [66 23],[46.98492462 63.01507538] ; [38.01507538 50.98492462],1
d5,1,0.0,62.659391,[47 63] ; [87  4],[73.33333333 36.66666667] ; [60.66666667 30.33333333],1
d3,1,0.0,60.55059,[35 74] ; [79 12],[62.13 46.87] ; [51.87 39.13],1
d4,1,0.0,52.754038,[57 54] ; [87  2],[79.92 31.08] ; [64.08 24.92],1
a4,1,0.0,27.607427,[23 88] ; [51 39],[40.86567164 70.13432836] ; [33.13432836 56.86567164],1
a2,1,4.4e-05,16.710172,[  5 106] ; [22 69],[14.83663366 96.16336634] ; [12.16336634 78.83663366],1
a5,1,8.5e-05,15.447901,[50 61] ; [66 25],[63.74257426 47.25742574] ; [52.25742574 38.74257426],1
a3,1,0.000315,12.980232,[57 52] ; [70 21],[69.215 39.785] ; [57.785 33.215],1
a6,1,0.000666,11.581858,[57 54] ; [68 23],[68.68811881 42.31188119] ; [56.31188119 34.68811881],1
v2,1,0.001129,10.602666,[32 72] ; [48 41],[43.10880829 60.89119171] ; [36.89119171 52.10880829],0
r2,1,0.002247,9.336366,[87 23] ; [83  5],[94.44444444 15.55555556] ; [75.55555556 12.44444444],0
a7,1,0.002362,9.244528,[57 52] ; [66 24],[67.3718593 41.6281407] ; [55.6281407 34.3718593],0
r1,1,0.006184,7.495807,[60 50] ; [66 24],[69.3 40.7] ; [56.7 33.3],0
n6,1,0.008421,6.941722,[62 47] ; [68 23],[70.85 38.15] ; [59.15 31.85],0
r4,1,0.017289,5.666839,[68 43] ; [70 21],[75.83168317 35.16831683] ; [62.16831683 28.83168317],0
p10,1,0.038014,4.304376,[53 55] ; [58 33],[60.24120603 47.75879397] ; [50.75879397 40.24120603],0
s8,1,0.041905,4.139021,[  9 102] ; [16 75],[13.73762376 97.26237624] ; [11.26237624 79.73762376],0
r3,1,0.050688,3.818558,[84 25] ; [79 11],[89.28140704 19.71859296] ; [73.71859296 16.28140704],0
p8,1,0.052536,3.758611,[24 86] ; [31 60],[30.09950249 79.90049751] ; [24.90049751 66.09950249],0
u1,1,0.053434,3.730283,[  6 105] ; [12 79],[  9.89108911 101.10891089] ; [ 8.10891089 82.89108911],0
s4,1,0.084649,2.973309,[14 97] ; [ 5 86],[ 10.44059406 100.55940594] ; [ 8.55940594 82.44059406],0
