Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.002897,8.871114,[1 7] ; [27 12],[4.76595745 3.23404255] ; [23.23404255 15.76595745],0
s2,1,0.051128,3.804066,[4 4] ; [ 7 32],[1.87234043 6.12765957] ; [ 9.12765957 29.87234043],0
n6,1,0.057225,3.616024,[2 5] ; [26 13],[4.26086957 2.73913043] ; [23.73913043 15.26086957],0
a1,1,0.066529,3.366652,[2 6] ; [ 2 37],[0.68085106 7.31914894] ; [ 3.31914894 35.68085106],0
n5,1,0.079384,3.077459,[2 6] ; [23 16],[4.25531915 3.74468085] ; [20.74468085 18.25531915],0
b1,1,0.099391,2.71529,[7 1] ; [22 17],[4.93617021 3.06382979] ; [24.06382979 14.93617021],0
p10,1,0.105462,2.620936,[6 2] ; [17 22],[3.91489362 4.08510638] ; [19.08510638 19.91489362],0
s7,1,0.110553,2.546296,[4 4] ; [ 8 28],[2.18181818 5.81818182] ; [ 9.81818182 26.18181818],0
n4,1,0.174757,1.841655,[2 6] ; [20 19],[3.74468085 4.25531915] ; [18.25531915 20.74468085],0
b5,1,0.210327,1.569177,[3 5] ; [24 15],[4.59574468 3.40425532] ; [22.40425532 16.59574468],0
n3,1,0.21289,1.551667,[1 3] ; [9 6],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
a3,1,0.232441,1.42586,[5 3] ; [15 23],[3.47826087 4.52173913] ; [16.52173913 21.47826087],0
v3,1,0.25499,1.295758,[2 6] ; [ 4 35],[1.0212766 6.9787234] ; [ 4.9787234 34.0212766],0
p7,1,0.265758,1.238512,[5 3] ; [16 23],[3.57446809 4.42553191] ; [17.42553191 21.57446809],0
d5,1,0.27031,1.215171,[2 6] ; [18 21],[3.40425532 4.59574468] ; [16.59574468 22.40425532],0
d4,1,0.329071,0.95255,[6 2] ; [22 17],[4.76595745 3.23404255] ; [23.23404255 15.76595745],0
s6,1,0.371484,0.798693,[4 4] ; [13 26],[2.89361702 5.10638298] ; [14.10638298 24.89361702],0
p2,1,0.395665,0.721461,[6 2] ; [23 16],[4.93617021 3.06382979] ; [24.06382979 14.93617021],0
p11,1,0.399506,0.709814,[3 5] ; [21 18],[4.08510638 3.91489362] ; [19.91489362 19.08510638],0
r4,1,0.505499,0.443373,[1 7] ; [ 9 30],[1.70212766 6.29787234] ; [ 8.29787234 30.70212766],0
s5,1,0.509769,0.434541,[2 6] ; [ 6 33],[1.36170213 6.63829787] ; [ 6.63829787 32.36170213],0
p4,1,0.544658,0.366975,[4 4] ; [15 24],[3.23404255 4.76595745] ; [15.76595745 23.23404255],0
p8,1,0.632769,0.228325,[3 5] ; [11 27],[2.43478261 5.56521739] ; [11.56521739 26.43478261],0
a4,1,0.64428,0.213188,[2 6] ; [ 7 32],[1.53191489 6.46808511] ; [ 7.46808511 31.53191489],0
s1,1,0.657105,0.197059,[1 7] ; [ 3 36],[0.68085106 7.31914894] ; [ 3.31914894 35.68085106],0
r1,1,0.709875,0.138401,[3 5] ; [12 27],[2.55319149 5.44680851] ; [12.44680851 26.55319149],0
s3,1,0.713198,0.135103,[2 6] ; [12 26],[2.43478261 5.56521739] ; [11.56521739 26.43478261],0
a6,1,0.739735,0.11036,[4 4] ; [17 22],[3.57446809 4.42553191] ; [17.42553191 21.57446809],0
p3,1,0.745159,0.105644,[2 6] ; [12 27],[2.38297872 5.61702128] ; [11.61702128 27.38297872],0
n1,1,0.750042,0.101496,[1 3] ; [ 5 10],[1.26315789 2.73684211] ; [ 4.73684211 10.26315789],0
a7,1,0.750984,0.100706,[3 5] ; [17 22],[3.40425532 4.59574468] ; [16.59574468 22.40425532],0
p9,1,0.809987,0.057813,[5 3] ; [22 16],[4.69565217 3.30434783] ; [22.30434783 15.69565217],0
r3,1,0.826328,0.048142,[4 3] ; [24 15],[4.26086957 2.73913043] ; [23.73913043 15.26086957],0
s4,1,0.83464,0.043578,[1 7] ; [ 6 33],[1.19148936 6.80851064] ; [ 5.80851064 33.19148936],0
v4,1,0.842578,0.039441,[4 4] ; [21 18],[4.25531915 3.74468085] ; [20.74468085 18.25531915],0
a5,1,0.842578,0.039441,[4 4] ; [18 21],[3.74468085 4.25531915] ; [18.25531915 20.74468085],0
b2,1,0.849017,0.036242,[1 3] ; [ 8 19],[1.16129032 2.83870968] ; [ 7.83870968 19.16129032],0
b3,1,0.849017,0.036242,[1 3] ; [ 8 19],[1.16129032 2.83870968] ; [ 7.83870968 19.16129032],0
d3,1,0.85315,0.034262,[3 5] ; [16 23],[3.23404255 4.76595745] ; [15.76595745 23.23404255],0
p6,1,0.87051,0.026573,[1 7] ; [ 4 34],[0.86956522 7.13043478] ; [ 4.13043478 33.86956522],0
n2,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
s8,1,0.906841,0.013695,[2 6] ; [ 9 30],[1.87234043 6.12765957] ; [ 9.12765957 29.87234043],0
