Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,189.37242,[  6 123] ; [430 182],[75.90283401 53.09716599] ; [360.09716599 251.90283401],1
v3,1,0.015226,5.890151,[38 89] ; [245 345],[50.12691771 76.87308229] ; [232.87308229 357.12691771],0
p1,1,0.018956,5.505541,[ 18 111] ; [ 46 563],[ 11.18699187 117.81300813] ; [ 52.81300813 556.18699187],0
p4,1,0.02457,5.053909,[71 58] ; [399 210],[82.15447154 46.84552846] ; [387.84552846 221.15447154],0
b3,1,0.026338,4.933709,[20 56] ; [144 217],[28.52173913 47.47826087] ; [135.47826087 225.52173913],0
b2,1,0.026338,4.933709,[20 56] ; [144 217],[28.52173913 47.47826087] ; [135.47826087 225.52173913],0
p3,1,0.036169,4.38913,[56 72] ; [330 282],[66.76756757 61.23243243] ; [319.23243243 292.76756757],0
u2,1,0.041749,4.14535,[29 34] ; [90 57],[35.7 27.3] ; [83.3 63.7],0
s3,1,0.044958,4.02023,[62 65] ; [354 251],[72.17486339 54.82513661] ; [343.82513661 261.17486339],0
p6,1,0.056019,3.651502,[40 87] ; [244 357],[49.54395604 77.45604396] ; [234.45604396 366.54395604],0
r2,1,0.06332,3.44822,[119  10] ; [581  24],[123.02452316   5.97547684] ; [576.97547684  28.02452316],0
s7,1,0.065419,3.394382,[52 70] ; [304 283],[61.25811001 60.74188999] ; [294.74188999 292.25811001],0
p8,1,0.075349,3.162474,[63 62] ; [356 247],[71.94368132 53.05631868] ; [347.05631868 255.94368132],0
a1,1,0.100247,2.701615,[  2 127] ; [ 29 583],[  5.39676113 123.60323887] ; [ 25.60323887 586.39676113],0
n4,1,0.125272,2.350134,[93 35] ; [481 129],[99.55555556 28.44444444] ; [474.44444444 135.55555556],0
n3,1,0.138535,2.194156,[33  7] ; [89 37],[29.39759036 10.60240964] ; [92.60240964 33.39759036],0
p12,1,0.154549,2.026771,[  6 122] ; [ 51 557],[  9.91304348 118.08695652] ; [ 47.08695652 560.91304348],0
p11,1,0.163695,1.939754,[99 30] ; [502 110],[104.62753036  24.37246964] ; [496.37246964 115.62753036],0
b4,1,0.167234,1.907569,[68 61] ; [363 249],[75.03238866 53.96761134] ; [355.96761134 256.03238866],0
n6,1,0.280914,1.162661,[106  23] ; [523  86],[109.94715447  19.05284553] ; [519.05284553  89.94715447],0
u4,1,0.30644,1.045957,[  1 128] ; [ 13 599],[  2.43724696 126.56275304] ; [ 11.56275304 600.43724696],0
a8,1,0.335671,0.926894,[ 13 103] ; [ 81 473],[16.27462687 99.72537313] ; [ 77.72537313 476.27462687],0
p7,1,0.344604,0.893227,[83 44] ; [415 181],[87.47717842 39.52282158] ; [410.52282158 185.47717842],0
n2,1,0.362888,0.827875,[32  8] ; [91 34],[29.81818182 10.18181818] ; [93.18181818 31.81818182],0
s1,1,0.429886,0.623131,[  2 124] ; [ 17 586],[  3.28395062 122.71604938] ; [ 15.71604938 587.28395062],0
p5,1,0.500975,0.452871,[ 13 115] ; [ 75 536],[ 15.24221922 112.75778078] ; [ 72.75778078 538.24221922],0
b5,1,0.553294,0.351449,[75 54] ; [373 239],[77.99190283 51.00809717] ; [370.00809717 241.99190283],0
s4,1,0.697843,0.150726,[ 23 105] ; [100 504],[ 21.50819672 106.49180328] ; [101.49180328 502.50819672],0
n5,1,0.731111,0.118094,[95 33] ; [460 148],[96.52173913 31.47826087] ; [458.47826087 149.52173913],0
b1,1,0.738473,0.111473,[45 84] ; [223 389],[46.65587045 82.34412955] ; [221.34412955 390.65587045],0
n1,1,0.882456,0.021862,[14 26] ; [45 79],[14.3902439 25.6097561] ; [44.6097561 79.3902439],0
