Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,35.575218,[51 32] ; [ 6 50],[34.03597122 48.96402878] ; [22.96402878 33.03597122],1
a3,1,8e-06,19.96595,[65 18] ; [23 33],[52.54676259 30.45323741] ; [35.45323741 20.54676259],1
a6,1,1.5e-05,18.708175,[61 22] ; [21 36],[48.61428571 34.38571429] ; [33.38571429 23.61428571],1
d1,1,2.4e-05,17.862085,[51 33] ; [14 43],[38.72340426 45.27659574] ; [26.27659574 30.72340426],1
d2,1,3e-05,17.410457,[49 32] ; [14 43],[36.97826087 44.02173913] ; [26.02173913 30.97826087],1
d5,1,0.000133,14.599403,[64 19] ; [26 31],[53.35714286 29.64285714] ; [36.64285714 20.35714286],1
d4,1,0.003308,8.629042,[67 16] ; [33 24],[59.28571429 23.71428571] ; [40.71428571 16.28571429],0
s8,1,0.005853,7.595017,[29 54] ; [ 8 49],[21.93571429 61.06428571] ; [15.06428571 41.93571429],0
s7,1,0.009461,6.733679,[34 46] ; [11 42],[27.06766917 52.93233083] ; [17.93233083 35.06766917],0
d3,1,0.014027,6.034767,[51 32] ; [23 34],[43.87142857 39.12857143] ; [30.12857143 26.87142857],0
p9,1,0.018027,5.593478,[49 32] ; [21 32],[42.31343284 38.68656716] ; [27.68656716 25.31343284],0
s5,1,0.038024,4.303944,[20 59] ; [ 6 49],[15.32835821 63.67164179] ; [10.67164179 44.32835821],0
n4,1,0.047959,3.911405,[60 23] ; [32 25],[54.54285714 28.45714286] ; [37.45714286 19.54285714],0
v4,1,0.059155,3.56091,[67 16] ; [38 19],[62.25 20.75] ; [42.75 14.25],0
p10,1,0.107859,2.585314,[46 38] ; [22 32],[41.39130435 42.60869565] ; [26.60869565 27.39130435],0
a8,1,0.125913,2.342181,[11 70] ; [ 3 52],[ 8.33823529 72.66176471] ; [ 5.66176471 49.33823529],0
n5,1,0.129994,2.292579,[57 26] ; [32 25],[52.76428571 30.23571429] ; [36.23571429 20.76428571],0
a1,1,0.18097,1.789641,[10 74] ; [ 3 54],[ 7.74468085 76.25531915] ; [ 5.25531915 51.74468085],0
a7,1,0.203893,1.61427,[54 29] ; [31 26],[50.39285714 32.60714286] ; [34.60714286 22.39285714],0
p7,1,0.211989,1.557791,[17 64] ; [17 39],[20.10218978 60.89781022] ; [13.89781022 42.10218978],0
p3,1,0.252699,1.30832,[18 65] ; [ 8 49],[15.41428571 67.58571429] ; [10.58571429 46.41428571],0
v1,1,0.25335,1.304738,[31 52] ; [16 41],[27.86428571 55.13571429] ; [19.13571429 37.86428571],0
r3,1,0.274615,1.193546,[65 18] ; [40 17],[62.25 20.75] ; [42.75 14.25],0
b2,1,0.280046,1.166869,[23 32] ; [10 23],[20.625 34.375] ; [12.375 20.625],0
b3,1,0.280046,1.166869,[23 32] ; [10 23],[20.625 34.375] ; [12.375 20.625],0
s4,1,0.285527,1.140592,[13 70] ; [13 44],[15.41428571 67.58571429] ; [10.58571429 46.41428571],0
v3,1,0.286617,1.135446,[27 49] ; [15 41],[24.18181818 51.81818182] ; [17.81818182 38.18181818],0
s1,1,0.29517,1.09589,[ 6 77] ; [ 7 49],[ 7.76258993 75.23741007] ; [ 5.23741007 50.76258993],0
r1,1,0.390453,0.737529,[54 29] ; [33 24],[51.57857143 31.42142857] ; [35.42142857 21.57857143],0
v2,1,0.416654,0.659734,[35 43] ; [20 33],[32.7480916 45.2519084] ; [22.2519084 30.7480916],0
b4,1,0.433754,0.612749,[46 38] ; [35 22],[48.25531915 35.74468085] ; [32.74468085 24.25531915],0
s3,1,0.460979,0.543516,[36 47] ; [20 34],[33.9270073 49.0729927] ; [22.0729927 31.9270073],0
b1,1,0.469619,0.522873,[45 39] ; [27 30],[42.89361702 41.10638298] ; [29.10638298 27.89361702],0
b5,1,0.519619,0.414649,[47 37] ; [35 22],[48.85106383 35.14893617] ; [33.14893617 23.85106383],0
u4,1,0.523626,0.406746,[ 3 81] ; [ 1 56],[ 2.38297872 81.61702128] ; [ 1.61702128 55.38297872],0
r2,1,0.543483,0.369123,[69 11] ; [47 10],[67.73722628 12.26277372] ; [48.26277372  8.73722628],0
u3,1,0.551552,0.354544,[10  9] ; [15 19],[ 8.96226415 10.03773585] ; [16.03773585 17.96226415],0
p1,1,0.553786,0.350579,[10 74] ; [ 5 52],[ 8.93617021 75.06382979] ; [ 6.06382979 50.93617021],0
p11,1,0.603903,0.269149,[39 45] ; [29 28],[40.5106383 43.4893617] ; [27.4893617 29.5106383],0
s6,1,0.682229,0.167628,[37 46] ; [23 33],[35.82733813 47.17266187] ; [24.17266187 31.82733813],0
n2,1,0.712235,0.136054,[26 13] ; [13  8],[25.35 13.65] ; [13.65  7.35],0
u2,1,0.728268,0.120707,[ 8 11] ; [16 18],[ 8.60377358 10.39622642] ; [15.39622642 18.60377358],0
n6,1,0.784694,0.074642,[52 31] ; [37 20],[52.76428571 30.23571429] ; [36.23571429 20.76428571],0
