Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.690703,[45 52] ; [ 9 67],[30.27745665 66.72254335] ; [23.72254335 52.27745665],1
r4,1,0.61842,0.248095,[86 13] ; [64 12],[84.85714286 14.14285714] ; [65.14285714 10.85714286],0
d2,1,0.61842,0.248095,[24 75] ; [16 60],[22.62857143 76.37142857] ; [17.37142857 58.62857143],0
r1,1,0.636267,0.223658,[71 28] ; [52 24],[69.58285714 29.41714286] ; [53.41714286 22.58285714],0
a8,1,0.668281,0.18362,[11 82] ; [10 61],[11.90853659 81.09146341] ; [ 9.09146341 61.90853659],0
b3,1,0.688335,0.160893,[23 40] ; [15 22],[23.94 39.06] ; [14.06 22.94],0
b2,1,0.688335,0.160893,[23 40] ; [15 22],[23.94 39.06] ; [14.06 22.94],0
b5,1,0.72555,0.123237,[56 43] ; [45 31],[57.13714286 41.86285714] ; [43.86285714 32.13714286],0
p10,1,0.764538,0.089716,[70 28] ; [52 23],[69.10982659 28.89017341] ; [52.89017341 22.10982659],0
n1,1,0.770816,0.08486,[ 7 14] ; [ 9 15],[ 7.46666667 13.53333333] ; [ 8.53333333 15.46666667],0
n5,1,0.806096,0.060253,[66 33] ; [52 24],[66.75428571 32.24571429] ; [51.24571429 24.75428571],0
a6,1,0.82067,0.051385,[59 40] ; [44 32],[58.26857143 40.73142857] ; [44.73142857 31.26857143],0
u2,1,0.824994,0.048897,[22 19] ; [21 20],[21.5 19.5] ; [21.5 19.5],0
d3,1,0.827905,0.047258,[42 57] ; [31 45],[41.29714286 57.70285714] ; [31.70285714 44.29714286],0
u4,1,0.850426,0.035561,[ 1 98] ; [ 1 75],[ 1.13142857 97.86857143] ; [ 0.86857143 75.13142857],0
u3,1,0.911535,0.012344,[21 21] ; [20 21],[20.74698795 21.25301205] ; [20.25301205 20.74698795],0
