Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,39.181965,[209  44] ; [28 35],[189.75  63.25] ; [47.25 15.75],1
d2,1,0.0,34.292194,[158  94] ; [14 50],[137.16455696 114.83544304] ; [34.83544304 29.16455696],1
d1,1,0.0,30.39498,[190  63] ; [25 39],[171.59305994  81.40694006] ; [43.40694006 20.59305994],1
a4,1,2e-06,22.940035,[143 108] ; [15 49],[125.8984127 125.1015873] ; [32.1015873 31.8984127],1
u1,1,3e-06,21.67802,[ 74 179] ; [ 1 63],[ 59.85804416 193.14195584] ; [15.14195584 48.85804416],1
r1,1,0.000162,14.222121,[221  30] ; [44 20],[211.15873016  39.84126984] ; [53.84126984 10.15873016],1
a7,1,0.000352,12.772703,[203  50] ; [37 26],[192.15189873  60.84810127] ; [47.84810127 15.15189873],1
d3,1,0.00265,9.034214,[200  53] ; [39 25],[190.74763407  62.25236593] ; [48.25236593 15.74763407],0
d5,1,0.002915,8.860137,[225  27] ; [48 16],[217.70886076  34.29113924] ; [55.29113924  8.70886076],0
a6,1,0.006507,7.404361,[183  70] ; [35 29],[173.9873817  79.0126183] ; [44.0126183 19.9873817],0
n6,1,0.007354,7.184383,[232  19] ; [52 12],[226.2984127  24.7015873] ; [57.7015873  6.2984127],0
d4,1,0.007985,7.036761,[222  30] ; [48 16],[215.3164557  36.6835443] ; [54.6835443  9.3164557],0
s8,1,0.019981,5.413578,[146 104] ; [27 37],[137.7388535 112.2611465] ; [35.2611465 28.7388535],0
p11,1,0.023392,5.139125,[219  34] ; [48 16],[213.09463722  39.90536278] ; [53.90536278 10.09463722],0
r2,1,0.025417,4.995257,[241  10] ; [56  7],[237.41082803  13.58917197] ; [59.58917197  3.41082803],0
p5,1,0.031602,4.619966,[ 43 210] ; [18 44],[ 48.99365079 204.00634921] ; [12.00634921 49.99365079],0
r4,1,0.034393,4.475075,[240  13] ; [56  8],[236.23974763  16.76025237] ; [59.76025237  4.23974763],0
b3,1,0.044668,4.031119,[ 75 103] ; [10 30],[ 69.40366972 108.59633028] ; [15.59633028 24.40366972],0
b2,1,0.044668,4.031119,[ 75 103] ; [10 30],[ 69.40366972 108.59633028] ; [15.59633028 24.40366972],0
p2,1,0.07699,3.127327,[234  18] ; [55  9],[230.46835443  21.53164557] ; [58.53164557  5.46835443],0
