Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,54.718844,[87  9] ; [10 27],[70.01503759 25.98496241] ; [26.98496241 10.01503759],1
s6,1,9.4e-05,15.262401,[85  7] ; [24 13],[77.73643411 14.26356589] ; [31.26356589  5.73643411],1
s7,1,0.000648,11.631488,[67 27] ; [15 23],[58.39393939 35.60606061] ; [23.60606061 14.39393939],1
s8,1,0.006152,7.505279,[58 38] ; [13 25],[50.86567164 45.13432836] ; [20.13432836 17.86567164],0
r2,1,0.009916,6.65,[93  2] ; [33  5],[90.  5.] ; [36.  2.],0
a4,1,0.053252,3.735989,[48 48] ; [12 26],[42.98507463 53.01492537] ; [17.01492537 20.98507463],0
s5,1,0.059532,3.550372,[53 33] ; [16 21],[48.24390244 37.75609756] ; [20.75609756 16.24390244],0
d2,1,0.061704,3.490971,[50 46] ; [13 25],[45.13432836 50.86567164] ; [17.86567164 20.13432836],0
r1,1,0.077638,3.113661,[77 19] ; [25 13],[73.07462687 22.92537313] ; [28.92537313  9.07462687],0
u3,1,0.125698,2.344845,[17  8] ; [6 8],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
n5,1,0.132681,2.260852,[73 23] ; [24 14],[69.49253731 26.50746269] ; [27.50746269 10.49253731],0
d1,1,0.149729,2.07501,[61 35] ; [19 19],[57.31343284 38.68656716] ; [22.68656716 15.31343284],0
u2,1,0.156954,2.003331,[13 12] ; [ 4 10],[10.8974359 14.1025641] ; [6.1025641 7.8974359],0
a2,1,0.165722,1.921226,[23 73] ; [ 5 33],[20.05970149 75.94029851] ; [ 7.94029851 30.05970149],0
a6,1,0.188726,1.727535,[67 29] ; [22 16],[63.76119403 32.23880597] ; [25.23880597 12.76119403],0
p2,1,0.202976,1.620833,[80 16] ; [28 10],[77.37313433 18.62686567] ; [30.62686567  7.37313433],0
a3,1,0.214758,1.539055,[71 25] ; [24 14],[68.05970149 27.94029851] ; [26.94029851 11.05970149],0
v4,1,0.228839,1.448062,[93  3] ; [35  3],[91.70149254  4.29850746] ; [36.29850746  1.70149254],0
r3,1,0.23443,1.41378,[92  3] ; [35  3],[90.71428571  4.28571429] ; [36.28571429  1.71428571],0
p10,1,0.234623,1.412616,[88  8] ; [37  1],[89.55223881  6.44776119] ; [35.44776119  2.55223881],0
n4,1,0.249315,1.327137,[68 28] ; [23 15],[65.19402985 30.80597015] ; [25.80597015 12.19402985],0
b1,1,0.262486,1.255599,[35 61] ; [10 28],[32.23880597 63.76119403] ; [12.76119403 25.23880597],0
n1,1,0.279044,1.171739,[ 5 18] ; [4 6],[ 6.27272727 16.72727273] ; [2.72727273 7.27272727],0
r4,1,0.395048,0.723347,[88  8] ; [33  5],[86.68656716  9.31343284] ; [34.31343284  3.68656716],0
a8,1,0.395781,0.721108,[ 6 85] ; [ 1 35],[ 5.01574803 85.98425197] ; [ 1.98425197 34.01574803],0
d3,1,0.457302,0.55249,[72 24] ; [30  7],[73.62406015 22.37593985] ; [28.37593985  8.62406015],0
d5,1,0.473883,0.512908,[78 18] ; [28  9],[76.5112782 19.4887218] ; [29.4887218  7.5112782],0
p11,1,0.49256,0.470929,[76 20] ; [28 10],[74.50746269 21.49253731] ; [29.49253731  8.50746269],0
u1,1,0.505734,0.442882,[20 76] ; [ 6 32],[18.62686567 77.37313433] ; [ 7.37313433 30.62686567],0
s1,1,0.515635,0.422615,[ 5 91] ; [ 1 37],[ 4.29850746 91.70149254] ; [ 1.70149254 36.29850746],0
p3,1,0.547851,0.361182,[51 45] ; [18 20],[49.43283582 46.56716418] ; [19.56716418 18.43283582],0
b4,1,0.548215,0.360525,[56 40] ; [20 18],[54.44776119 41.55223881] ; [21.55223881 16.44776119],0
v1,1,0.583316,0.300905,[45 50] ; [20 18],[46.42857143 48.57142857] ; [18.57142857 19.42857143],0
p7,1,0.584814,0.298516,[65 27] ; [25 13],[63.69230769 28.30769231] ; [26.30769231 11.69230769],0
p6,1,0.620811,0.24473,[43 52] ; [19 19],[44.28571429 50.71428571] ; [17.71428571 20.28571429],0
p4,1,0.621949,0.243137,[60 36] ; [22 16],[58.74626866 37.25373134] ; [23.25373134 14.74626866],0
p5,1,0.656624,0.19765,[10 86] ; [ 3 35],[ 9.31343284 86.68656716] ; [ 3.68656716 34.31343284],0
p12,1,0.672409,0.178797,[ 7 89] ; [ 2 36],[ 6.44776119 89.55223881] ; [ 2.55223881 35.44776119],0
p8,1,0.712342,0.135949,[50 44] ; [21 16],[50.94656489 43.05343511] ; [20.05343511 16.94656489],0
v3,1,0.753971,0.098224,[28 66] ; [10 27],[27.26717557 66.73282443] ; [10.73282443 26.26717557],0
b3,1,0.767673,0.087273,[12 38] ; [ 6 16],[12.5 37.5] ; [ 5.5 16.5],0
b2,1,0.767673,0.087273,[12 38] ; [ 6 16],[12.5 37.5] ; [ 5.5 16.5],0
b5,1,0.769136,0.086146,[58 38] ; [24 14],[58.74626866 37.25373134] ; [23.25373134 14.74626866],0
p1,1,0.839166,0.041193,[ 9 87] ; [ 4 34],[ 9.31343284 86.68656716] ; [ 3.68656716 34.31343284],0
n2,1,0.858282,0.031884,[19  4] ; [8 2],[18.81818182  4.18181818] ; [8.18181818 1.81818182],0
n3,1,0.910578,0.012613,[18  5] ; [8 2],[18.12121212  4.87878788] ; [7.87878788 2.12121212],0
d4,1,0.92274,0.009406,[79 17] ; [31  7],[78.80597015 17.19402985] ; [31.19402985  6.80597015],0
n6,1,0.936113,0.006425,[82 13] ; [33  5],[82.14285714 12.85714286] ; [32.85714286  5.14285714],0
a7,1,0.949036,0.004086,[68 28] ; [26 11],[67.84962406 28.15037594] ; [26.15037594 10.84962406],0
a5,1,0.974026,0.00106,[71 25] ; [28 10],[70.92537313 25.07462687] ; [28.07462687  9.92537313],0
v2,1,1.0,0.0,[46 46] ; [19 19],[46. 46.] ; [19. 19.],0
