Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.862319,[16 40] ; [168  56],[36.8 19.2] ; [147.2  76.8],1
d5,1,0.0,32.702298,[28 28] ; [191  33],[43.8 12.2] ; [175.2  48.8],1
v2,1,6.3e-05,15.999382,[21 33] ; [147  68],[33.72490706 20.27509294] ; [134.27509294  80.72490706],1
d2,1,7.7e-05,15.621702,[13 43] ; [118 106],[26.2 29.8] ; [104.8 119.2],1
a4,1,0.000309,13.013441,[13 42] ; [113 110],[24.92805755 30.07194245] ; [101.07194245 121.92805755],1
s1,1,0.000317,12.967697,[ 6 48] ; [  3 217],[ 1.77372263 52.22627737] ; [  7.22627737 212.77372263],1
s5,1,0.000331,12.884588,[ 6 49] ; [ 78 139],[16.98529412 38.01470588] ; [ 67.01470588 149.98529412],1
a6,1,0.001251,10.413521,[27 29] ; [159  65],[37.2 18.8] ; [148.8  75.2],0
a3,1,0.001334,10.294313,[31 24] ; [174  50],[40.41218638 14.58781362] ; [164.58781362  59.41218638],0
u1,1,0.003695,8.428094,[ 2 54] ; [ 44 180],[ 9.2 46.8] ; [ 36.8 187.2],0
b3,1,0.004849,7.934863,[ 7 31] ; [60 78],[14.46590909 23.53409091] ; [52.53409091 85.46590909],0
b2,1,0.004849,7.934863,[ 7 31] ; [60 78],[14.46590909 23.53409091] ; [52.53409091 85.46590909],0
a5,1,0.005775,7.619048,[34 22] ; [176  48],[42. 14.] ; [168.  56.],0
p2,1,0.008906,6.84148,[39 17] ; [189  34],[45.76344086 10.23655914] ; [182.23655914  40.76344086],0
r1,1,0.010646,6.523547,[37 17] ; [186  36],[43.63043478 10.36956522] ; [179.36956522  42.63043478],0
v3,1,0.011261,6.423629,[18 37] ; [111 103],[26.37546468 28.62453532] ; [102.62453532 111.37546468],0
a2,1,0.011264,6.42311,[ 6 50] ; [ 60 164],[13.2 42.8] ; [ 52.8 171.2],0
u2,1,0.012216,6.279187,[ 9 16] ; [32 16],[14.04109589 10.95890411] ; [26.95890411 21.04109589],0
s4,1,0.016125,5.789174,[14 42] ; [ 27 194],[ 8.28880866 47.71119134] ; [ 32.71119134 188.28880866],0
s2,1,0.022599,5.199062,[19 35] ; [116 105],[26.50909091 27.49090909] ; [108.49090909 112.50909091],0
b4,1,0.047627,3.923113,[24 32] ; [129  95],[30.6 25.4] ; [122.4 101.6],0
n3,1,0.049513,3.857873,[15  1] ; [34 15],[12.06153846  3.93846154] ; [36.93846154 12.06153846],0
v4,1,0.056825,3.627712,[47  6] ; [212  10],[49.91636364  3.08363636] ; [209.08363636  12.91636364],0
p7,1,0.073317,3.207143,[23 31] ; [123  96],[28.87912088 25.12087912] ; [117.12087912 101.87912088],0
s6,1,0.087925,2.911959,[30 24] ; [150  71],[35.34545455 18.65454545] ; [144.65454545  76.34545455],0
p5,1,0.093295,2.816579,[ 2 54] ; [ 24 196],[ 5.27536232 50.72463768] ; [ 20.72463768 199.27536232],0
p3,1,0.159324,1.980632,[21 35] ; [107 116],[25.69175627 30.30824373] ; [102.30824373 120.69175627],0
p8,1,0.161603,1.959165,[20 35] ; [104 118],[24.62093863 30.37906137] ; [ 99.37906137 122.62093863],0
s8,1,0.164341,1.933821,[18 38] ; [ 94 128],[22.56115108 33.43884892] ; [ 89.43884892 132.56115108],0
r3,1,0.165312,1.924951,[48  6] ; [211  13],[50.30935252  3.69064748] ; [208.69064748  15.30935252],0
p11,1,0.181029,1.789153,[39 17] ; [175  49],[42.8 13.2] ; [171.2  52.8],0
s7,1,0.20299,1.620733,[19 34] ; [ 97 116],[23.11278195 29.88721805] ; [ 92.88721805 120.11278195],0
r4,1,0.211383,1.561931,[46 10] ; [198  26],[48.8  7.2] ; [195.2  28.8],0
u3,1,0.240538,1.377436,[13 12] ; [33 17],[15.33333333  9.66666667] ; [30.66666667 19.33333333],0
p1,1,0.245952,1.346154,[ 6 50] ; [ 14 210],[ 4. 52.] ; [ 16. 208.],0
p9,1,0.27766,1.178509,[44 12] ; [187  34],[46.70036101  9.29963899] ; [184.29963899  36.70036101],0
a1,1,0.301728,1.066542,[ 1 55] ; [ 11 213],[ 2.4 53.6] ; [  9.6 214.4],0
a8,1,0.323707,0.973909,[ 5 44] ; [ 32 171],[ 7.19444444 41.80555556] ; [ 29.80555556 173.19444444],0
p4,1,0.353087,0.862332,[26 30] ; [119 104],[29.10394265 26.89605735] ; [115.89605735 107.10394265],0
b5,1,0.383676,0.758892,[33 23] ; [146  78],[35.8 20.2] ; [143.2  80.8],0
a7,1,0.390365,0.737804,[35 20] ; [156  68],[37.65232975 17.34767025] ; [153.34767025  70.65232975],0
n6,1,0.475725,0.508648,[43 12] ; [182  39],[44.83695652 10.16304348] ; [180.16304348  40.83695652],0
p10,1,0.636356,0.22354,[42 13] ; [176  46],[43.28519856 11.71480144] ; [174.71480144  47.28519856],0
n4,1,0.636581,0.223242,[39 15] ; [168  55],[40.35379061 13.64620939] ; [166.64620939  56.35379061],0
r2,1,0.670601,0.1809,[50  4] ; [209  13],[50.67391304  3.32608696] ; [208.32608696  13.67391304],0
b1,1,0.70889,0.139388,[19 37] ; [ 82 142],[20.2 35.8] ; [ 80.8 143.2],0
n5,1,0.74741,0.10372,[43 12] ; [169  53],[42.09386282 12.90613718] ; [169.90613718  52.09386282],0
n1,1,0.768844,0.08637,[7 9] ; [19 29],[6.5 9.5] ; [19.5 28.5],0
u4,1,0.83652,0.042579,[ 1 55] ; [  5 219],[ 1.2 54.8] ; [  4.8 219.2],0
s3,1,0.970628,0.001356,[29 25] ; [117 102],[28.87912088 25.12087912] ; [117.12087912 101.87912088],0
