Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,6e-06,20.465105,[13 31] ; [49 18],[24.57657658 19.42342342] ; [37.42342342 29.57657658],1
d4,1,0.011947,6.31877,[34 10] ; [36 31],[27.74774775 16.25225225] ; [42.25225225 24.74774775],0
r3,1,0.028316,4.808743,[30 14] ; [31 35],[24.4 19.6] ; [36.6 29.4],0
a7,1,0.052513,3.759336,[26 18] ; [27 40],[21.00900901 22.99099099] ; [31.99099099 35.00900901],0
s7,1,0.100071,2.704409,[ 9 33] ; [23 40],[12.8 29.2] ; [19.2 43.8],0
a5,1,0.103244,2.654707,[18 26] ; [38 29],[22.1981982 21.8018018] ; [33.8018018 33.1981982],0
n6,1,0.13485,2.23576,[20 24] ; [39 26],[23.81651376 20.18348624] ; [35.18348624 29.81651376],0
s8,1,0.139343,2.185198,[ 5 39] ; [15 52],[ 7.92792793 36.07207207] ; [12.07207207 54.92792793],0
n1,1,0.145684,2.116867,[ 5 17] ; [13 18],[ 7.47169811 14.52830189] ; [10.52830189 20.47169811],0
p6,1,0.147741,2.095422,[ 5 37] ; [15 50],[ 7.85046729 34.14953271] ; [12.14953271 52.85046729],0
n3,1,0.157618,1.996928,[13  8] ; [13 18],[10.5 10.5] ; [15.5 15.5],0
p10,1,0.171346,1.871126,[19 24] ; [38 28],[22.48623853 20.51376147] ; [34.51376147 31.48623853],0
v4,1,0.179844,1.798913,[29 14] ; [36 30],[25.64220183 17.35779817] ; [39.35779817 26.64220183],0
r1,1,0.194944,1.679852,[14 30] ; [14 53],[11.0990991 32.9009009] ; [16.9009009 50.0990991],0
u3,1,0.214387,1.541552,[ 9 14] ; [ 7 23],[ 6.94339623 16.05660377] ; [ 9.05660377 20.94339623],0
s4,1,0.236106,1.403697,[ 7 37] ; [17 50],[ 9.51351351 34.48648649] ; [14.48648649 52.51351351],0
p5,1,0.255901,1.290796,[ 2 42] ; [ 7 59],[ 3.6 40.4] ; [ 5.4 60.6],0
a1,1,0.265125,1.241799,[ 2 42] ; [ 7 60],[ 3.56756757 40.43243243] ; [ 5.43243243 61.56756757],0
p9,1,0.282585,1.154617,[21 22] ; [38 26],[23.71028037 19.28971963] ; [35.28971963 28.71028037],0
p2,1,0.301642,1.066919,[29 15] ; [37 29],[26.4 17.6] ; [39.6 26.4],0
a6,1,0.309658,1.032134,[18 26] ; [34 33],[20.61261261 23.38738739] ; [31.38738739 35.61261261],0
d3,1,0.350122,0.873016,[24 20] ; [30 36],[21.6 22.4] ; [32.4 33.6],0
u1,1,0.379524,0.772245,[ 2 42] ; [ 6 61],[ 3.17117117 40.82882883] ; [ 4.82882883 62.17117117],0
a2,1,0.379524,0.772245,[ 2 42] ; [ 6 61],[ 3.17117117 40.82882883] ; [ 4.82882883 62.17117117],0
u2,1,0.413832,0.667765,[11 12] ; [11 19],[ 9.54716981 13.45283019] ; [12.45283019 17.54716981],0
n2,1,0.413832,0.667765,[11 11] ; [19 12],[12.45283019  9.54716981] ; [17.54716981 13.45283019],0
p7,1,0.414109,0.666972,[19 24] ; [24 42],[16.96330275 26.03669725] ; [26.03669725 39.96330275],0
d2,1,0.418415,0.654762,[14 30] ; [26 40],[16. 28.] ; [24. 42.],0
s5,1,0.424366,0.638194,[ 9 33] ; [10 55],[ 7.45794393 34.54205607] ; [11.54205607 53.45794393],0
v2,1,0.449921,0.57085,[15 27] ; [19 47],[13.22222222 28.77777778] ; [20.77777778 45.22222222],0
a3,1,0.460096,0.545662,[21 22] ; [37 29],[22.88073394 20.11926606] ; [35.11926606 30.88073394],0
a4,1,0.500405,0.454076,[12 32] ; [22 44],[13.6 30.4] ; [20.4 45.6],0
d5,1,0.521926,0.410086,[27 17] ; [37 30],[25.36936937 18.63063063] ; [38.63063063 28.36936937],0
b5,1,0.530607,0.39323,[25 19] ; [34 33],[23.38738739 20.61261261] ; [35.61261261 31.38738739],0
p11,1,0.535873,0.383242,[21 23] ; [36 31],[22.59459459 21.40540541] ; [34.40540541 32.59459459],0
p1,1,0.536254,0.382526,[ 2 42] ; [ 5 62],[ 2.77477477 41.22522523] ; [ 4.22522523 62.77477477],0
a8,1,0.569901,0.322848,[ 2 39] ; [ 5 60],[ 2.70754717 38.29245283] ; [ 4.29245283 60.70754717],0
s6,1,0.663753,0.188996,[14 30] ; [24 43],[15.06306306 28.93693694] ; [22.93693694 44.06306306],0
s3,1,0.667683,0.184324,[17 24] ; [25 42],[15.94444444 25.05555556] ; [26.05555556 40.94444444],0
p3,1,0.76852,0.086619,[12 31] ; [17 50],[11.33636364 31.66363636] ; [17.66363636 49.33636364],0
p12,1,0.770795,0.084877,[ 1 43] ; [ 1 65],[ 0.8 43.2] ; [ 1.2 64.8],0
p4,1,0.795229,0.067354,[16 28] ; [26 41],[16.64864865 27.35135135] ; [25.35135135 41.64864865],0
d1,1,0.826097,0.048273,[16 28] ; [23 44],[15.45945946 28.54054054] ; [23.54054054 43.45945946],0
r2,1,0.827658,0.047396,[21 19] ; [35 29],[21.53846154 18.46153846] ; [34.46153846 29.53846154],0
b2,1,0.867174,0.027972,[ 8 18] ; [13 32],[ 7.69014085 18.30985915] ; [13.30985915 31.69014085],0
b3,1,0.867174,0.027972,[ 8 18] ; [13 32],[ 7.69014085 18.30985915] ; [13.30985915 31.69014085],0
b4,1,0.868579,0.027378,[25 19] ; [37 30],[24.57657658 19.42342342] ; [37.42342342 29.57657658],0
