Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,7e-06,20.121177,[16 33] ; [57 21],[28.16535433 20.83464567] ; [44.83464567 33.16535433],1
u3,1,0.007665,7.110043,[ 2 20] ; [14 19],[ 6.4 15.6] ; [ 9.6 23.4],0
r2,1,0.013499,6.102487,[20 27] ; [49 26],[26.58196721 20.41803279] ; [42.41803279 32.58196721],0
u2,1,0.019098,5.492527,[ 5 17] ; [18 15],[ 9.2 12.8] ; [13.8 19.2],0
p8,1,0.020091,5.403959,[ 7 41] ; [26 52],[12.57142857 35.42857143] ; [20.42857143 57.57142857],0
n6,1,0.021759,5.26495,[21 27] ; [51 28],[27.21259843 20.78740157] ; [44.78740157 34.21259843],0
s1,1,0.027334,4.869577,[ 6 43] ; [ 2 77],[ 3.0625 45.9375] ; [ 4.9375 74.0625],0
d5,1,0.028973,4.769191,[24 25] ; [54 25],[29.859375 19.140625] ; [48.140625 30.859375],0
s6,1,0.033516,4.519225,[12 37] ; [34 45],[17.609375 31.390625] ; [28.390625 50.609375],0
p9,1,0.033694,4.510162,[19 27] ; [47 30],[24.68292683 21.31707317] ; [41.31707317 35.68292683],0
p4,1,0.038686,4.274583,[11 38] ; [31 46],[16.33333333 32.66666667] ; [25.66666667 51.33333333],0
p7,1,0.044094,4.052941,[12 37] ; [32 44],[17.248 31.752] ; [26.752 49.248],0
r3,1,0.04418,4.049679,[22 26] ; [50 28],[27.42857143 20.57142857] ; [44.57142857 33.42857143],0
p10,1,0.05795,3.595093,[18 29] ; [43 34],[23.12096774 23.87903226] ; [37.87903226 39.12096774],0
v2,1,0.066589,3.365169,[13 35] ; [33 43],[17.80645161 30.19354839] ; [28.19354839 47.80645161],0
a8,1,0.0684,3.321017,[ 5 42] ; [ 2 72],[ 2.71900826 44.28099174] ; [ 4.28099174 69.71900826],0
p1,1,0.070364,3.274498,[ 7 42] ; [ 4 75],[ 4.2109375 44.7890625] ; [ 6.7890625 72.2109375],0
n2,1,0.073871,3.194847,[10 13] ; [26 13],[13.35483871  9.64516129] ; [22.64516129 16.35483871],0
d3,1,0.087087,2.92742,[20 29] ; [44 34],[24.69291339 24.30708661] ; [39.30708661 38.69291339],0
p6,1,0.097899,2.739448,[ 6 42] ; [19 58],[ 9.6 38.4] ; [15.4 61.6],0
