Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,164.093312,[418  54] ; [ 70 106],[355.45679012 116.54320988] ; [132.54320988  43.45679012],1
n6,1,0.0,48.735575,[426  45] ; [119  56],[397.36068111  73.63931889] ; [147.63931889  27.36068111],1
v1,1,1e-06,24.683369,[276 185] ; [ 64 106],[248.39936609 212.60063391] ; [91.60063391 78.39936609],1
p4,1,4e-06,21.457575,[311 158] ; [81 94],[285.47826087 183.52173913] ; [106.52173913  68.47826087],1
p10,1,1.9e-05,18.312121,[403  65] ; [123  49],[384.6375  83.3625] ; [141.3625  30.6375],1
p11,1,7.5e-05,15.675482,[386  87] ; [118  58],[367.3220339 105.6779661] ; [136.6779661  39.3220339],1
p8,1,0.00017,14.13182,[267 195] ; [ 72 103],[245.86813187 216.13186813] ; [93.13186813 81.86813187],1
s7,1,0.000188,13.949772,[234 213] ; [ 60 109],[213.34090909 233.65909091] ; [80.65909091 88.34090909],1
s6,1,0.000193,13.901291,[334 131] ; [98 76],[314.36619718 150.63380282] ; [117.63380282  56.36619718],1
p9,1,0.000235,13.529826,[409  56] ; [131  41],[394.19152276  70.80847724] ; [145.80847724  26.19152276],1
a4,1,0.000491,12.150147,[230 241] ; [ 59 117],[210.38485317 260.61514683] ; [78.61514683 97.38485317],1
a2,1,0.000554,11.923541,[154 319] ; [ 33 143],[136.28813559 336.71186441] ; [ 50.71186441 125.28813559],1
r4,1,0.000661,11.594779,[450  23] ; [154  22],[440.20338983  32.79661017] ; [163.79661017  12.20338983],1
p3,1,0.000887,11.050193,[253 217] ; [ 68 106],[234.27018634 235.72981366] ; [86.72981366 87.27018634],1
a5,1,0.000919,10.983617,[367 106] ; [114  62],[350.55932203 122.44067797] ; [130.44067797  45.55932203],1
p6,1,0.001558,10.008232,[186 280] ; [ 45 126],[168.98901099 297.01098901] ; [ 62.01098901 108.98901099],0
a8,1,0.003132,8.729006,[ 68 351] ; [ 11 150],[ 57.07068966 361.92931034] ; [ 21.92931034 139.07068966],0
n1,1,0.0033,8.633738,[40 47] ; [11 41],[31.92086331 55.07913669] ; [19.07913669 32.92086331],0
p7,1,0.003917,8.32198,[304 153] ; [93 79],[288.44038156 168.55961844] ; [108.55961844  63.44038156],0
u1,1,0.004593,8.032958,[116 357] ; [ 25 151],[102.76271186 370.23728814] ; [ 38.23728814 137.76271186],0
s2,1,0.004669,8.003521,[256 211] ; [ 74 101],[240.04672897 226.95327103] ; [89.95327103 85.04672897],0
s8,1,0.004895,7.917814,[214 253] ; [ 59 117],[198.27527216 268.72472784] ; [ 74.72472784 101.27527216],0
n2,1,0.00503,7.868733,[74 16] ; [31 20],[67.0212766 22.9787234] ; [37.9787234 13.0212766],0
p5,1,0.005849,7.596134,[ 63 405] ; [ 10 165],[ 53.13219285 414.86780715] ; [ 19.86780715 155.13219285],0
r1,1,0.006931,7.290671,[402  68] ; [134  41],[390.57364341  79.42635659] ; [145.42635659  29.57364341],0
v3,1,0.007202,7.221881,[193 260] ; [ 52 117],[178.43247588 274.56752412] ; [ 66.56752412 102.43247588],0
s3,1,0.007636,7.116809,[272 192] ; [82 93],[257.05164319 206.94835681] ; [96.94835681 78.05164319],0
d2,1,0.008323,6.962543,[239 231] ; [ 69 107],[224.08668731 245.91331269] ; [83.91331269 92.08668731],0
a3,1,0.021915,5.252523,[345 125] ; [113  63],[333.21981424 136.78018576] ; [124.78018576  51.21981424],0
r2,1,0.033907,4.499403,[458  13] ; [163  11],[453.4744186  17.5255814] ; [167.5255814   6.4744186],0
b2,1,0.043743,4.066453,[110 177] ; [24 66],[102.01061008 184.98938992] ; [31.98938992 58.01061008],0
b3,1,0.043743,4.066453,[110 177] ; [24 66],[102.01061008 184.98938992] ; [31.98938992 58.01061008],0
a6,1,0.051329,3.797521,[373  97] ; [127  49],[363.77708978 106.22291022] ; [136.22291022  39.77708978],0
v2,1,0.067447,3.344091,[273 180] ; [87 80],[263.03225806 189.96774194] ; [96.96774194 70.03225806],0
s5,1,0.068574,3.31682,[154 301] ; [ 44 124],[144.60674157 310.39325843] ; [ 53.39325843 114.60674157],0
p12,1,0.07349,3.203303,[ 45 425] ; [  9 165],[ 39.40993789 430.59006211] ; [ 14.59006211 159.40993789],0
d1,1,0.153463,2.037489,[303 170] ; [102  74],[295.16949153 177.83050847] ; [109.83050847  66.16949153],0
p1,1,0.177121,1.821619,[ 46 425] ; [ 11 162],[ 41.6878882 429.3121118] ; [ 15.3121118 157.6878882],0
u3,1,0.238484,1.389532,[79 49] ; [43 18],[82.62433862 45.37566138] ; [39.37566138 21.62433862],0
p2,1,0.27094,1.211984,[402  70] ; [142  32],[397.47368421  74.52631579] ; [146.52631579  27.47368421],0
d5,1,0.372542,0.795168,[394  77] ; [142  34],[390.19474498  80.80525502] ; [145.80525502  30.19474498],0
