Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,164.093312,[418  54] ; [ 70 106],[355.45679012 116.54320988] ; [132.54320988  43.45679012],1
s4,1,0.442027,0.591014,[ 75 388] ; [ 33 143],[ 78.25352113 384.74647887] ; [ 29.74647887 146.25352113],0
r3,1,0.464594,0.534803,[453  18] ; [167   9],[451.3446677  19.6553323] ; [168.6553323   7.3446677],0
d4,1,0.472052,0.517168,[396  75] ; [152  24],[398.93044822  72.06955178] ; [149.06955178  26.93044822],0
b1,1,0.478647,0.501945,[170 303] ; [ 58 118],[166.16949153 306.83050847] ; [ 61.83050847 114.16949153],0
a1,1,0.488712,0.479361,[ 22 451] ; [  6 170],[ 20.40677966 452.59322034] ; [  7.59322034 168.40677966],0
u2,1,0.529668,0.395028,[73 54] ; [38 23],[74.98404255 52.01595745] ; [36.01595745 24.98404255],0
s1,1,0.54904,0.35904,[ 14 448] ; [  7 169],[ 15.20689655 446.79310345] ; [  5.79310345 170.20689655],0
b4,1,0.573478,0.316898,[276 197] ; [107  69],[279.13559322 193.86440678] ; [103.86440678  72.13559322],0
d3,1,0.575441,0.313663,[367 103] ; [141  35],[369.59752322 100.40247678] ; [138.40247678  37.59752322],0
n3,1,0.609336,0.261143,[65 24] ; [40 12],[66.27659574 22.72340426] ; [38.72340426 13.27659574],0
b5,1,0.738091,0.111812,[313 160] ; [114  62],[311.20338983 161.79661017] ; [115.79661017  60.20338983],0
