Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000519,12.046188,[13 73] ; [16 20],[20.44262295 65.55737705] ; [ 8.55737705 27.44262295],1
s6,1,0.001322,10.310986,[23 64] ; [20 15],[30.66393443 56.33606557] ; [12.33606557 22.66393443],0
p9,1,0.006016,7.545445,[34 50] ; [25 12],[40.95867769 43.04132231] ; [18.04132231 18.95867769],0
s8,1,0.006849,7.312177,[ 5 82] ; [ 8 28],[ 9.19512195 77.80487805] ; [ 3.80487805 32.19512195],0
s3,1,0.014279,6.003311,[19 66] ; [16 20],[24.58677686 60.41322314] ; [10.41322314 25.58677686],0
s5,1,0.023499,5.131204,[10 73] ; [10 24],[14.18803419 68.81196581] ; [ 5.81196581 28.18803419],0
p11,1,0.030854,4.661075,[38 49] ; [24 13],[43.5 43.5] ; [18.5 18.5],0
r3,1,0.048603,3.889023,[60 27] ; [31  5],[64.36585366 22.63414634] ; [26.63414634  9.36585366],0
n2,1,0.052235,3.768219,[21 16] ; [9 1],[23.61702128 13.38297872] ; [6.38297872 3.61702128],0
a4,1,0.054276,3.704181,[25 61] ; [17 19],[29.60655738 56.39344262] ; [12.39344262 23.60655738],0
v2,1,0.056773,3.62922,[29 53] ; [19 16],[33.64102564 48.35897436] ; [14.35897436 20.64102564],0
u3,1,0.06273,3.463689,[18 27] ; [9 4],[20.94827586 24.05172414] ; [6.05172414 6.94827586],0
a3,1,0.071482,3.248666,[42 44] ; [24 12],[46.52459016 39.47540984] ; [19.47540984 16.52459016],0
n6,1,0.078349,3.098822,[50 36] ; [27  9],[54.27868852 31.72131148] ; [22.72131148 13.27868852],0
u1,1,0.079963,3.065661,[ 4 83] ; [ 5 32],[ 6.31451613 80.68548387] ; [ 2.68548387 34.31451613],0
v4,1,0.081057,3.043582,[62 25] ; [31  5],[65.7804878 21.2195122] ; [27.2195122  8.7804878],0
r4,1,0.090313,2.868785,[52 35] ; [28  9],[56.12903226 30.87096774] ; [23.87096774 13.12903226],0
p10,1,0.097499,2.745989,[34 50] ; [21 16],[38.18181818 45.81818182] ; [16.81818182 20.18181818],0
b1,1,0.103509,2.650631,[42 45] ; [12 25],[37.88709677 49.11290323] ; [16.11290323 20.88709677],0
p6,1,0.105431,2.621401,[ 8 78] ; [ 7 28],[10.66115702 75.33884298] ; [ 4.33884298 30.66115702],0
p4,1,0.197456,1.66109,[20 64] ; [13 24],[22.90909091 61.09090909] ; [10.09090909 26.90909091],0
v3,1,0.211918,1.558278,[18 66] ; [11 23],[20.6440678 63.3559322] ; [ 8.3559322 25.6440678],0
p3,1,0.234107,1.415735,[20 67] ; [12 24],[22.63414634 64.36585366] ; [ 9.36585366 26.63414634],0
p7,1,0.35313,0.862178,[22 63] ; [12 23],[24.08333333 60.91666667] ; [ 9.91666667 25.08333333],0
b3,1,0.372576,0.795055,[16 33] ; [10 13],[17.69444444 31.30555556] ; [ 8.30555556 14.69444444],0
b2,1,0.372576,0.795055,[16 33] ; [10 13],[17.69444444 31.30555556] ; [ 8.30555556 14.69444444],0
n3,1,0.374916,0.787305,[19 16] ; [7 3],[20.22222222 14.77777778] ; [5.77777778 4.22222222],0
d5,1,0.385905,0.751805,[52 35] ; [19 18],[49.81451613 37.18548387] ; [21.18548387 15.81451613],0
s4,1,0.392457,0.731316,[12 75] ; [ 7 28],[13.54918033 73.45081967] ; [ 5.45081967 29.54918033],0
a8,1,0.423321,0.641077,[ 9 76] ; [ 2 32],[ 7.85714286 77.14285714] ; [ 3.14285714 30.85714286],0
b4,1,0.429052,0.625388,[45 42] ; [22 15],[47.00806452 39.99193548] ; [19.99193548 17.00806452],0
a6,1,0.432768,0.615382,[49 38] ; [18 19],[47.00806452 39.99193548] ; [19.99193548 17.00806452],0
