Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.554208,[93  8] ; [12 20],[79.73684211 21.26315789] ; [25.26315789  6.73684211],1
r2,1,0.0,27.514793,[98  3] ; [19 11],[90.20610687 10.79389313] ; [26.79389313  3.20610687],1
r3,1,7.7e-05,15.640736,[94  7] ; [21 11],[87.33082707 13.66917293] ; [27.66917293  4.33082707],1
s6,1,0.001378,10.234723,[60 39] ; [ 9 23],[52.14503817 46.85496183] ; [16.85496183 15.14503817],0
v4,1,0.003237,8.669021,[91 10] ; [22 10],[85.81203008 15.18796992] ; [27.18796992  4.81203008],0
s2,1,0.017152,5.680748,[38 61] ; [ 5 27],[32.49618321 66.50381679] ; [10.50381679 21.49618321],0
s3,1,0.023904,5.101593,[50 48] ; [ 9 23],[44.47692308 53.52307692] ; [14.52307692 17.47692308],0
p2,1,0.026565,4.918832,[72 29] ; [16 16],[66.82706767 34.17293233] ; [21.17293233 10.82706767],0
s5,1,0.038448,4.285113,[19 79] ; [ 1 28],[15.43307087 82.56692913] ; [ 4.56692913 24.43307087],0
p8,1,0.050709,3.817869,[38 61] ; [ 6 25],[33.50769231 65.49230769] ; [10.49230769 20.50769231],0
b4,1,0.062036,3.482095,[66 35] ; [15 17],[61.5112782 39.4887218] ; [19.4887218 12.5112782],0
u1,1,0.06297,3.457369,[25 76] ; [ 3 29],[21.26315789 79.73684211] ; [ 6.73684211 25.26315789],0
u3,1,0.063536,3.442593,[22 14] ; [2 6],[19.63636364 16.36363636] ; [4.36363636 3.63636364],0
d4,1,0.093837,2.807292,[85 15] ; [23  9],[81.81818182 18.18181818] ; [26.18181818  5.81818182],0
a2,1,0.094566,2.794885,[31 70] ; [ 5 27],[27.33834586 73.66165414] ; [ 8.66165414 23.33834586],0
d1,1,0.118533,2.436596,[57 44] ; [13 19],[53.15789474 47.84210526] ; [16.84210526 15.15789474],0
b1,1,0.120314,2.413224,[41 60] ; [18 14],[44.80451128 56.19548872] ; [14.19548872 17.80451128],0
a5,1,0.144919,2.124934,[68 33] ; [17 15],[64.54887218 36.45112782] ; [20.45112782 11.54887218],0
v1,1,0.148797,2.084542,[44 57] ; [ 9 22],[40.5530303 60.4469697] ; [12.4469697 18.5530303],0
s8,1,0.151602,2.056056,[28 71] ; [ 5 27],[24.9389313 74.0610687] ; [ 8.0610687 23.9389313],0
n4,1,0.211083,1.563984,[69 32] ; [18 14],[66.06766917 34.93233083] ; [20.93233083 11.06766917],0
d3,1,0.211096,1.563897,[74 26] ; [20 12],[71.21212121 28.78787879] ; [22.78787879  9.21212121],0
d5,1,0.216499,1.527429,[82 18] ; [23  9],[79.54545455 20.45454545] ; [25.45454545  6.54545455],0
a1,1,0.220111,1.50365,[ 6 95] ; [ 4 28],[ 7.59398496 93.40601504] ; [ 2.40601504 29.59398496],0
s7,1,0.305918,1.048217,[34 61] ; [ 8 23],[31.66666667 63.33333333] ; [10.33333333 20.66666667],0
a3,1,0.32487,0.969238,[65 34] ; [24  8],[67.25954198 31.74045802] ; [21.74045802 10.25954198],0
s1,1,0.341999,0.902923,[ 5 95] ; [ 3 28],[ 6.10687023 93.89312977] ; [ 1.89312977 29.10687023],0
n6,1,0.343788,0.896253,[68 33] ; [18 13],[65.8030303 35.1969697] ; [20.1969697 10.8030303],0
p11,1,0.380648,0.768609,[50 51] ; [13 19],[47.84210526 53.15789474] ; [15.15789474 16.84210526],0
p9,1,0.382942,0.761236,[38 60] ; [ 9 21],[35.984375 62.015625] ; [11.015625 18.984375],0
b3,1,0.417518,0.657292,[20 46] ; [ 8 12],[21.48837209 44.51162791] ; [ 6.51162791 13.48837209],0
b2,1,0.417518,0.657292,[20 46] ; [ 8 12],[21.48837209 44.51162791] ; [ 6.51162791 13.48837209],0
n5,1,0.461234,0.542899,[58 43] ; [16 16],[56.19548872 44.80451128] ; [17.80451128 14.19548872],0
a8,1,0.462194,0.540577,[13 74] ; [ 3 28],[11.79661017 75.20338983] ; [ 4.20338983 26.79661017],0
u2,1,0.482096,0.494118,[15 20] ; [2 5],[14.16666667 20.83333333] ; [2.83333333 4.16666667],0
v2,1,0.49899,0.457084,[47 52] ; [13 19],[45.34351145 53.65648855] ; [14.65648855 17.34351145],0
s4,1,0.543376,0.369318,[14 84] ; [ 6 26],[15.07692308 82.92307692] ; [ 4.92307692 27.07692308],0
n3,1,0.550986,0.355553,[25 13] ; [9 3],[25.84 12.16] ; [8.16 3.84],0
a6,1,0.56471,0.331614,[71 29] ; [21 11],[69.6969697 30.3030303] ; [22.3030303  9.6969697],0
