Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.554208,[93  8] ; [12 20],[79.73684211 21.26315789] ; [25.26315789  6.73684211],1
a4,1,0.594521,0.283339,[46 54] ; [13 19],[44.6969697 55.3030303] ; [14.3030303 17.6969697],0
d2,1,0.613746,0.254755,[52 48] ; [15 17],[50.75757576 49.24242424] ; [16.24242424 15.75757576],0
b5,1,0.617957,0.24875,[71 30] ; [21 11],[69.86466165 31.13533835] ; [22.13533835  9.86466165],0
n1,1,0.621176,0.244219,[17 21] ; [4 7],[16.28571429 21.71428571] ; [4.71428571 6.28571429],0
p1,1,0.669562,0.182115,[ 7 92] ; [ 3 29],[ 7.55725191 91.44274809] ; [ 2.44274809 29.55725191],0
p3,1,0.692866,0.156001,[32 69] ; [11 20],[32.90151515 68.09848485] ; [10.09848485 20.90151515],0
v3,1,0.797535,0.065812,[28 69] ; [10 22],[28.57364341 68.42635659] ; [ 9.42635659 22.57364341],0
p4,1,0.828796,0.046762,[42 59] ; [14 18],[42.52631579 58.47368421] ; [13.47368421 18.52631579],0
p6,1,0.85404,0.033844,[25 75] ; [ 8 22],[25.38461538 74.61538462] ; [ 7.61538462 22.38461538],0
p7,1,0.857719,0.032141,[42 57] ; [13 19],[41.5648855 57.4351145] ; [13.4351145 18.5648855],0
n2,1,0.892466,0.018275,[23 15] ; [7 5],[22.8 15.2] ; [7.2 4.8],0
p5,1,0.942129,0.00527,[ 3 98] ; [ 1 30],[ 3.06060606 97.93939394] ; [ 0.93939394 30.06060606],0
