Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.866225,[12 40] ; [41 18],[24.82882883 27.17117117] ; [28.17117117 30.82882883],1
p6,1,0.000829,11.174603,[ 7 43] ; [26 34],[15. 35.] ; [18. 42.],1
p2,1,0.00572,7.636566,[34 17] ; [53  7],[39.97297297 11.02702703] ; [47.02702703 12.97297297],0
p7,1,0.021137,5.315471,[24 24] ; [43 17],[29.77777778 18.22222222] ; [37.22222222 22.77777778],0
a5,1,0.03136,4.633162,[27 25] ; [43 17],[32.5 19.5] ; [37.5 22.5],0
r3,1,0.060407,3.526179,[43  8] ; [57  3],[45.94594595  5.05405405] ; [54.05405405  5.94594595],0
p8,1,0.066468,3.368148,[20 29] ; [34 24],[24.72897196 24.27102804] ; [29.27102804 28.72897196],0
n6,1,0.071018,3.259342,[38 14] ; [52  8],[41.78571429 10.21428571] ; [48.21428571 11.78571429],0
p5,1,0.084925,2.968025,[ 2 48] ; [ 8 51],[ 4.58715596 45.41284404] ; [ 5.41284404 53.58715596],0
d2,1,0.100739,2.69381,[ 8 44] ; [17 43],[11.60714286 40.39285714] ; [13.39285714 46.60714286],0
s7,1,0.102876,2.660376,[15 34] ; [25 29],[19.02912621 29.97087379] ; [20.97087379 33.02912621],0
a3,1,0.106388,2.607079,[24 26] ; [38 22],[28.18181818 21.81818182] ; [33.81818182 26.18181818],0
n1,1,0.148856,2.083939,[ 5 11] ; [6 4],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
r4,1,0.163836,1.938462,[42 10] ; [54  6],[44.57142857  7.42857143] ; [51.42857143  8.57142857],0
r1,1,0.184521,1.760829,[34 17] ; [46 13],[37.09090909 13.90909091] ; [42.90909091 16.09090909],0
a4,1,0.20899,1.578409,[10 41] ; [18 42],[12.86486486 38.13513514] ; [15.13513514 44.86486486],0
b1,1,0.232494,1.425539,[16 36] ; [25 35],[19.03571429 32.96428571] ; [21.96428571 38.03571429],0
a1,1,0.243287,1.361443,[ 3 49] ; [ 1 59],[ 1.85714286 50.14285714] ; [ 2.14285714 57.85714286],0
s1,1,0.305058,1.051951,[ 4 47] ; [ 2 57],[ 2.78181818 48.21818182] ; [ 3.21818182 55.78181818],0
p10,1,0.326361,0.963285,[36 13] ; [48 11],[38.11111111 10.88888889] ; [45.88888889 13.11111111],0
d1,1,0.327877,0.957265,[ 2 50] ; [ 5 55],[ 3.25 48.75] ; [ 3.75 56.25],0
s5,1,0.329454,0.951045,[10 41] ; [16 42],[12.16513761 38.83486239] ; [13.83486239 44.16513761],0
a6,1,0.336907,0.922165,[31 21] ; [41 19],[33.42857143 18.57142857] ; [38.57142857 21.42857143],0
s4,1,0.337084,0.921491,[ 7 45] ; [12 47],[ 8.9009009 43.0990991] ; [10.0990991 48.9009009],0
v3,1,0.360085,0.837597,[15 35] ; [23 37],[17.27272727 32.72727273] ; [20.72727273 39.27272727],0
v4,1,0.3619,0.831291,[44  7] ; [55  5],[45.48648649  5.51351351] ; [53.51351351  6.48648649],0
v2,1,0.395425,0.722194,[20 27] ; [30 29],[22.16981132 24.83018868] ; [27.83018868 31.16981132],0
n5,1,0.409579,0.680024,[37 15] ; [46 13],[38.88288288 13.11711712] ; [44.11711712 14.88288288],0
s8,1,0.419063,0.652941,[15 36] ; [22 38],[17. 34.] ; [20. 40.],0
b5,1,0.444131,0.585587,[34 18] ; [35 25],[32.03571429 19.96428571] ; [36.96428571 23.03571429],0
p1,1,0.511592,0.430809,[ 7 44] ; [11 49],[ 8.27027027 42.72972973] ; [ 9.72972973 50.27027027],0
n4,1,0.521458,0.411009,[35 17] ; [43 16],[36.54054054 15.45945946] ; [41.45945946 17.54054054],0
b4,1,0.597112,0.279373,[26 26] ; [27 33],[24.60714286 27.39285714] ; [28.39285714 31.60714286],0
