Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000126,14.698983,[39  3] ; [51 34],[29.76377953 12.23622047] ; [60.23622047 24.76377953],1
p6,1,0.000498,12.123459,[28 13] ; [30 55],[18.87301587 22.12698413] ; [39.12698413 45.87301587],1
p1,1,0.001556,10.011639,[14 28] ; [ 9 77],[ 7.546875 34.453125] ; [15.453125 70.546875],0
p12,1,0.002819,8.921264,[14 28] ; [10 77],[ 7.81395349 34.18604651] ; [16.18604651 70.81395349],0
a2,1,0.003418,8.569577,[ 5 37] ; [32 55],[12.04651163 29.95348837] ; [24.95348837 62.04651163],0
p4,1,0.005246,7.792473,[37  3] ; [61 26],[30.86614173  9.13385827] ; [67.13385827 19.86614173],0
a1,1,0.008105,7.010063,[ 8 34] ; [ 4 83],[ 3.90697674 38.09302326] ; [ 8.09302326 78.90697674],0
u1,1,0.018405,5.557172,[ 5 37] ; [27 60],[10.41860465 31.58139535] ; [21.58139535 65.41860465],0
p3,1,0.031711,4.614055,[32  9] ; [51 36],[26.5859375 14.4140625] ; [56.4140625 30.5859375],0
b5,1,0.053087,3.741188,[17 25] ; [51 36],[22.13953488 19.86046512] ; [45.86046512 41.13953488],0
a6,1,0.053158,3.738952,[23 18] ; [63 23],[27.76377953 13.23622047] ; [58.23622047 27.76377953],0
d3,1,0.055072,3.679895,[26 15] ; [69 18],[30.4296875 10.5703125] ; [64.5703125 22.4296875],0
n4,1,0.091182,2.853373,[39  3] ; [71 16],[35.81395349  6.18604651] ; [74.18604651 12.81395349],0
s4,1,0.117109,2.455571,[ 5 36] ; [21 66],[ 8.328125 32.671875] ; [17.671875 69.328125],0
p11,1,0.1356,2.227193,[37  5] ; [67 20],[33.86046512  8.13953488] ; [70.13953488 16.86046512],0
n1,1,0.16962,1.886299,[4 3] ; [ 5 13],[2.52 4.48] ; [ 6.48 11.52],0
u4,1,0.202072,1.627336,[ 2 40] ; [ 1 86],[ 0.97674419 41.02325581] ; [ 2.02325581 84.97674419],0
s1,1,0.210673,1.566796,[ 2 40] ; [ 1 84],[ 0.99212598 41.00787402] ; [ 2.00787402 82.99212598],0
v2,1,0.229044,1.446786,[32 10] ; [73 13],[34.453125  7.546875] ; [70.546875 15.453125],0
d5,1,0.233606,1.41877,[33  8] ; [76 10],[35.18897638  5.81102362] ; [73.81102362 12.18897638],0
n5,1,0.236785,1.399633,[38  4] ; [71 15],[35.765625  6.234375] ; [73.234375 12.765625],0
v1,1,0.238966,1.386682,[33  9] ; [59 27],[30.1875 11.8125] ; [61.8125 24.1875],0
p2,1,0.245979,1.345996,[34  8] ; [77 10],[36.13953488  5.86046512] ; [74.86046512 12.13953488],0
u2,1,0.259656,1.270588,[7 2] ; [10  8],[5.66666667 3.33333333] ; [11.33333333  6.66666667],0
s2,1,0.263897,1.248197,[30 12] ; [69 17],[32.484375  9.515625] ; [66.515625 19.484375],0
p7,1,0.334271,0.932281,[34  7] ; [64 21],[31.88888889  9.11111111] ; [66.11111111 18.88888889],0
a4,1,0.349609,0.874876,[19 23] ; [47 40],[21.48837209 20.51162791] ; [44.51162791 42.48837209],0
p10,1,0.367626,0.811673,[38  3] ; [76 11],[36.515625  4.484375] ; [77.484375  9.515625],0
n3,1,0.373195,0.792998,[5 3] ; [15  4],[5.92592593 2.07407407] ; [14.07407407  4.92592593],0
d4,1,0.413825,0.667784,[34  7] ; [75 10],[35.46825397  5.53174603] ; [73.53174603 11.46825397],0
d2,1,0.41712,0.658416,[20 21] ; [48 37],[22.12698413 18.87301587] ; [45.87301587 39.12698413],0
r2,1,0.449496,0.571921,[40  2] ; [85  2],[40.69767442  1.30232558] ; [84.30232558  2.69767442],0
r3,1,0.45698,0.553281,[40  2] ; [84  2],[40.6875  1.3125] ; [83.3125  2.6875],0
d1,1,0.505232,0.443929,[27 15] ; [61 26],[28.65116279 13.34883721] ; [59.34883721 27.65116279],0
b1,1,0.506889,0.440484,[18 24] ; [32 55],[16.27906977 25.72093023] ; [33.72093023 53.27906977],0
s3,1,0.535791,0.383396,[29 12] ; [63 20],[30.41935484 10.58064516] ; [61.58064516 21.41935484],0
a5,1,0.670034,0.181562,[36  6] ; [72 15],[35.1627907  6.8372093] ; [72.8372093 14.1627907],0
s6,1,0.687096,0.162247,[36  6] ; [75 10],[36.70866142  5.29133858] ; [74.29133858 10.70866142],0
s8,1,0.709008,0.13927,[29 12] ; [58 28],[28.08661417 12.91338583] ; [58.91338583 27.08661417],0
a7,1,0.721194,0.127352,[29 13] ; [62 24],[29.859375 12.140625] ; [61.140625 24.859375],0
r4,1,0.743131,0.107394,[41  1] ; [84  3],[40.69767442  1.30232558] ; [84.30232558  2.69767442],0
a3,1,0.826394,0.048105,[33  9] ; [69 17],[33.46875  8.53125] ; [68.53125 17.46875],0
a8,1,0.839598,0.040969,[ 4 35] ; [ 7 70],[ 3.69827586 35.30172414] ; [ 7.30172414 69.69827586],0
b2,1,0.883077,0.02163,[14 15] ; [20 23],[13.69444444 15.30555556] ; [20.30555556 22.69444444],0
b3,1,0.883077,0.02163,[14 15] ; [20 23],[13.69444444 15.30555556] ; [20.30555556 22.69444444],0
b4,1,0.914293,0.011583,[26 16] ; [53 34],[25.72093023 16.27906977] ; [53.27906977 33.72093023],0
n6,1,0.966086,0.001808,[39  2] ; [81  4],[39.04761905  1.95238095] ; [80.95238095  4.04761905],0
r1,1,0.967802,0.001629,[38  4] ; [78  8],[38.0625  3.9375] ; [77.9375  8.0625],0
p9,1,1.0,0.0,[38  4] ; [76  8],[38.  4.] ; [76.  8.],0
s7,1,1.0,0.0,[30 10] ; [63 21],[30. 10.] ; [63. 21.],0
u3,1,1.0,0.0,[6 3] ; [12  6],[6. 3.] ; [12.  6.],0
