Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.394668,[ 6 43] ; [33 23],[18.2 30.8] ; [20.8 35.2],1
p5,1,0.385383,0.753459,[ 1 48] ; [ 3 54],[ 1.8490566 47.1509434] ; [ 2.1509434 54.8490566],0
a1,1,0.385383,0.753459,[ 1 48] ; [ 3 54],[ 1.8490566 47.1509434] ; [ 2.1509434 54.8490566],0
p12,1,0.396471,0.719002,[ 1 47] ; [ 3 54],[ 1.82857143 46.17142857] ; [ 2.17142857 54.82857143],0
s5,1,0.408921,0.681935,[ 6 37] ; [11 43],[ 7.53608247 35.46391753] ; [ 9.46391753 44.53608247],0
u2,1,0.465209,0.533333,[11  5] ; [9 7],[10.  6.] ; [10.  6.],0
v2,1,0.46635,0.530612,[24 24] ; [32 24],[25.84615385 22.15384615] ; [30.15384615 25.84615385],0
b5,1,0.544086,0.36802,[29 20] ; [37 20],[30.50943396 18.49056604] ; [35.49056604 21.50943396],0
b4,1,0.560213,0.339336,[30 19] ; [38 19],[31.43396226 17.56603774] ; [36.56603774 20.43396226],0
a3,1,0.608348,0.262587,[33 16] ; [41 16],[34.20754717 14.79245283] ; [39.79245283 17.20754717],0
b1,1,0.619261,0.246908,[20 29] ; [26 31],[21.26415094 27.73584906] ; [24.73584906 32.26415094],0
p1,1,0.627508,0.235456,[ 3 45] ; [ 5 52],[ 3.65714286 44.34285714] ; [ 4.34285714 52.65714286],0
d2,1,0.641778,0.216425,[21 28] ; [27 30],[22.18867925 26.81132075] ; [25.81132075 31.18867925],0
r1,1,0.673334,0.177727,[37 12] ; [45 12],[37.90566038 11.09433962] ; [44.09433962 12.90566038],0
r2,1,0.793352,0.068623,[42  5] ; [50  5],[42.39215686  4.60784314] ; [49.60784314  5.39215686],0
a5,1,0.859294,0.031426,[36 13] ; [41 16],[35.59433962 13.40566038] ; [41.40566038 15.59433962],0
a8,1,0.889581,0.019275,[ 5 41] ; [ 6 45],[ 5.21649485 40.78350515] ; [ 5.78350515 45.21649485],0
v3,1,0.917981,0.010604,[13 32] ; [17 40],[13.23529412 31.76470588] ; [16.76470588 40.23529412],0
d4,1,0.940115,0.005644,[41  8] ; [48  9],[41.14150943  7.85849057] ; [47.85849057  9.14150943],0
s2,1,0.944589,0.004831,[18 30] ; [21 36],[17.82857143 30.17142857] ; [21.17142857 35.82857143],0
u1,1,0.99553,3.1e-05,[ 6 43] ; [ 7 50],[ 6.00943396 42.99056604] ; [ 6.99056604 50.00943396],0
n1,1,1.0,0.0,[2 8] ; [ 3 12],[2. 8.] ; [ 3. 12.],0
u3,1,1.0,0.0,[8 8] ; [8 8],[8. 8.] ; [8. 8.],0
