Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000321,12.945728,[14 26] ; [39 15],[22.55319149 17.44680851] ; [30.44680851 23.55319149],1
s5,1,0.00362,8.46514,[18 19] ; [40 11],[24.38636364 12.61363636] ; [33.61363636 17.38636364],0
v1,1,0.006062,7.531673,[20 18] ; [43 11],[26.02173913 11.97826087] ; [36.97826087 17.02173913],0
r4,1,0.007184,7.226351,[33  7] ; [53  1],[36.59574468  3.40425532] ; [49.40425532  4.59574468],0
p8,1,0.017894,5.606496,[27 12] ; [48  6],[31.4516129  7.5483871] ; [43.5483871 10.4516129],0
r1,1,0.039358,4.245351,[30 10] ; [49  5],[33.61702128  6.38297872] ; [45.38297872  8.61702128],0
u2,1,0.048734,3.8845,[5 7] ; [9 2],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
r3,1,0.114282,2.493986,[35  5] ; [51  2],[36.98924731  3.01075269] ; [49.01075269  3.98924731],0
p10,1,0.131487,2.274865,[34  6] ; [50  3],[36.12903226  3.87096774] ; [47.87096774  5.12903226],0
s8,1,0.133281,2.25387,[21 18] ; [36 16],[24.42857143 14.57142857] ; [32.57142857 19.42857143],0
p11,1,0.13602,2.222419,[31  9] ; [48  6],[33.61702128  6.38297872] ; [45.38297872  8.61702128],0
a4,1,0.147073,2.102347,[14 26] ; [27 27],[17.44680851 22.55319149] ; [23.55319149 30.44680851],0
a1,1,0.187921,1.733841,[ 3 37] ; [ 9 45],[ 5.10638298 34.89361702] ; [ 6.89361702 47.10638298],0
a5,1,0.193634,1.689749,[28 12] ; [44 10],[30.63829787  9.36170213] ; [41.36170213 12.63829787],0
p2,1,0.202693,1.622863,[36  3] ; [45  9],[33.96774194  5.03225806] ; [47.03225806  6.96774194],0
n6,1,0.228403,1.45078,[34  5] ; [50  3],[35.60869565  3.39130435] ; [48.39130435  4.60869565],0
p12,1,0.239062,1.386116,[ 8 31] ; [17 37],[10.48387097 28.51612903] ; [14.51612903 39.48387097],0
p4,1,0.265626,1.239199,[33  7] ; [47  5],[34.7826087  5.2173913] ; [45.2173913  6.7826087],0
a3,1,0.28293,1.152961,[28 12] ; [43 11],[30.21276596  9.78723404] ; [40.78723404 13.21276596],0
n5,1,0.293799,1.102132,[38  2] ; [48  6],[36.59574468  3.40425532] ; [49.40425532  4.59574468],0
d2,1,0.323672,0.974051,[23 17] ; [25 28],[20.64516129 19.35483871] ; [27.35483871 25.64516129],0
a2,1,0.338497,0.916116,[ 9 31] ; [ 8 46],[ 7.23404255 32.76595745] ; [ 9.76595745 44.23404255],0
d5,1,0.342328,0.901695,[30 10] ; [44  9],[31.82795699  8.17204301] ; [42.17204301 10.82795699],0
p6,1,0.37641,0.782393,[23 16] ; [36 17],[25.01086957 13.98913043] ; [33.98913043 19.01086957],0
a8,1,0.408513,0.683124,[ 6 31] ; [ 5 44],[ 4.73255814 32.26744186] ; [ 6.26744186 42.73255814],0
s4,1,0.41578,0.662213,[ 7 33] ; [ 6 46],[ 5.65217391 34.34782609] ; [ 7.34782609 44.65217391],0
s7,1,0.429098,0.625263,[26 12] ; [38 12],[27.63636364 10.36363636] ; [36.36363636 13.63636364],0
b5,1,0.43952,0.597536,[21 19] ; [24 30],[19.14893617 20.85106383] ; [25.85106383 28.14893617],0
u4,1,0.468051,0.526574,[ 1 39] ; [ 3 51],[ 1.70212766 38.29787234] ; [ 2.29787234 51.70212766],0
s2,1,0.480475,0.497786,[22 18] ; [33 20],[23.65591398 16.34408602] ; [31.34408602 21.65591398],0
p1,1,0.492293,0.471511,[10 30] ; [17 37],[11.4893617 28.5106383] ; [15.5106383 38.4893617],0
d4,1,0.534872,0.385126,[32  8] ; [45  8],[33.11827957  6.88172043] ; [43.88172043  9.11827957],0
p7,1,0.577208,0.31077,[29  9] ; [43 10],[30.06593407  7.93406593] ; [41.93406593 11.06593407],0
s6,1,0.618512,0.247965,[29  7] ; [44  8],[29.86363636  6.13636364] ; [43.13636364  8.86363636],0
p3,1,0.627836,0.235007,[30 10] ; [42 11],[30.96774194  9.03225806] ; [41.03225806 11.96774194],0
d1,1,0.633055,0.22794,[24 16] ; [35 19],[25.10638298 14.89361702] ; [33.89361702 20.10638298],0
s1,1,0.656045,0.198363,[ 4 36] ; [ 4 50],[ 3.40425532 36.59574468] ; [ 4.59574468 49.40425532],0
n4,1,0.656045,0.198363,[36  4] ; [50  4],[36.59574468  3.40425532] ; [49.40425532  4.59574468],0
p9,1,0.65886,0.194911,[37  2] ; [50  4],[36.48387097  2.51612903] ; [50.51612903  3.48387097],0
a7,1,0.662405,0.190615,[28 12] ; [40 14],[28.93617021 11.06382979] ; [39.06382979 14.93617021],0
b1,1,0.666538,0.185679,[16 24] ; [24 30],[17.0212766 22.9787234] ; [22.9787234 31.0212766],0
n1,1,0.678044,0.172336,[8 4] ; [4 3],[7.57894737 4.42105263] ; [4.42105263 2.57894737],0
s3,1,0.686821,0.162548,[27 13] ; [33 19],[26.08695652 13.91304348] ; [33.91304348 18.08695652],0
u3,1,0.794625,0.067761,[7 5] ; [7 4],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
b2,1,0.826085,0.04828,[13 16] ; [19 21],[13.44927536 15.55072464] ; [18.55072464 21.44927536],0
b3,1,0.826085,0.04828,[13 16] ; [19 21],[13.44927536 15.55072464] ; [18.55072464 21.44927536],0
a6,1,0.835179,0.043291,[25 15] ; [32 21],[24.51612903 15.48387097] ; [32.48387097 20.51612903],0
n3,1,0.852179,0.034722,[7 5] ; [5 3],[7.2 4.8] ; [4.8 3.2],0
u1,1,0.899059,0.016091,[ 7 33] ; [10 44],[ 7.23404255 32.76595745] ; [ 9.76595745 44.23404255],0
b4,1,0.913186,0.011886,[24 16] ; [33 21],[24.25531915 15.74468085] ; [32.74468085 21.25531915],0
d3,1,0.965415,0.00188,[27 13] ; [36 17],[27.09677419 12.90322581] ; [35.90322581 17.09677419],0
