Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000156,14.300595,[ 5 51] ; [11 13],[11.2 44.8] ; [ 4.8 19.2],1
p4,1,0.000623,11.705628,[11 45] ; [14 10],[17.5 38.5] ; [ 7.5 16.5],1
p6,1,0.000686,11.527068,[ 5 50] ; [10 14],[10.44303797 44.55696203] ; [ 4.55696203 19.44303797],1
b3,1,0.020921,5.333344,[19 14] ; [ 5 15],[14.94339623 18.05660377] ; [ 9.05660377 10.94339623],0
b2,1,0.020921,5.333344,[19 14] ; [ 5 15],[14.94339623 18.05660377] ; [ 9.05660377 10.94339623],0
r3,1,0.024212,5.079365,[38 18] ; [22  2],[42. 14.] ; [18.  6.],0
r4,1,0.024408,5.065411,[32 24] ; [20  4],[36.4 19.6] ; [15.6  8.4],0
v4,1,0.035525,4.419745,[36 20] ; [21  3],[39.9 16.1] ; [17.1  6.9],0
v2,1,0.039222,4.251235,[14 37] ; [12 11],[17.91891892 33.08108108] ; [ 8.08108108 14.91891892],0
s2,1,0.072689,3.22124,[18 37] ; [13 11],[21.58227848 33.41772152] ; [ 9.41772152 14.58227848],0
p3,1,0.094707,2.792488,[13 43] ; [10 14],[16.1 39.9] ; [ 6.9 17.1],0
b5,1,0.116577,2.462722,[22 34] ; [14 10],[25.2 30.8] ; [10.8 13.2],0
s6,1,0.124421,2.360764,[23 32] ; [14  9],[26.08974359 28.91025641] ; [10.91025641 12.08974359],0
a8,1,0.13057,2.285714,[ 2 54] ; [ 3 21],[ 3.5 52.5] ; [ 1.5 22.5],0
s8,1,0.14032,2.174443,[17 39] ; [11 12],[19.84810127 36.15189873] ; [ 8.15189873 14.84810127],0
u3,1,0.157299,2.0,[10 14] ; [8 4],[12. 12.] ; [6. 6.],0
n6,1,0.170594,1.877717,[33 23] ; [18  6],[35.7 20.3] ; [15.3  8.7],0
s5,1,0.228468,1.450377,[11 40] ; [ 8 15],[13.09459459 37.90540541] ; [ 5.90540541 17.09459459],0
v1,1,0.266376,1.235314,[18 37] ; [11 13],[20.18987342 34.81012658] ; [ 8.81012658 15.18987342],0
s3,1,0.282716,1.153986,[20 34] ; [12 12],[22.15384615 31.84615385] ; [ 9.84615385 14.15384615],0
p10,1,0.282716,1.153986,[20 34] ; [12 12],[22.15384615 31.84615385] ; [ 9.84615385 14.15384615],0
u2,1,0.298094,1.082702,[11 13] ; [3 8],[ 9.6 14.4] ; [4.4 6.6],0
p5,1,0.355637,0.853242,[ 2 53] ; [ 2 21],[ 2.82051282 52.17948718] ; [ 1.17948718 21.82051282],0
p11,1,0.37738,0.779221,[29 27] ; [15  9],[30.8 25.2] ; [13.2 10.8],0
p9,1,0.420024,0.650249,[23 29] ; [13 11],[24.63157895 27.36842105] ; [11.36842105 12.63157895],0
a1,1,0.458677,0.549121,[ 5 51] ; [ 1 23],[ 4.2 51.8] ; [ 1.8 22.2],0
d5,1,0.46069,0.544218,[30 26] ; [15  9],[31.5 24.5] ; [13.5 10.5],0
a4,1,0.524044,0.405927,[21 34] ; [11 13],[22.27848101 32.72151899] ; [ 9.72151899 14.27848101],0
b1,1,0.553689,0.350749,[31 25] ; [15  9],[32.2 23.8] ; [13.8 10.2],0
a3,1,0.556204,0.34632,[32 24] ; [12 12],[30.8 25.2] ; [13.2 10.8],0
s1,1,0.571865,0.319572,[ 7 48] ; [ 2 22],[ 6.26582278 48.73417722] ; [ 2.73417722 21.26582278],0
s7,1,0.59951,0.275735,[16 35] ; [ 9 15],[17. 34.] ; [ 8. 16.],0
p12,1,0.602056,0.271906,[ 4 51] ; [ 1 23],[ 3.48101266 51.51898734] ; [ 1.51898734 22.48101266],0
a6,1,0.614295,0.253968,[22 34] ; [ 8 16],[21. 35.] ; [ 9. 15.],0
n1,1,0.652567,0.20268,[17 15] ; [2 1],[17.37142857 14.62857143] ; [1.62857143 1.37142857],0
d3,1,0.670168,0.181406,[16 40] ; [ 8 16],[16.8 39.2] ; [ 7.2 16.8],0
n4,1,0.69297,0.155888,[33 23] ; [13 11],[32.2 23.8] ; [13.8 10.2],0
d2,1,0.704371,0.143965,[25 29] ; [10 14],[24.23076923 29.76923077] ; [10.76923077 13.23076923],0
p1,1,0.744954,0.10582,[ 6 50] ; [ 2 22],[ 5.6 50.4] ; [ 2.4 21.6],0
r2,1,0.871153,0.026307,[45 10] ; [20  4],[45.25316456  9.74683544] ; [19.74683544  4.25316456],0
d4,1,0.880577,0.022571,[34 22] ; [15  9],[34.3 21.7] ; [14.7  9.3],0
v3,1,0.902673,0.014954,[14 37] ; [ 6 17],[13.78378378 37.21621622] ; [ 6.21621622 16.78378378],0
r1,1,0.921867,0.00962,[31 25] ; [13 11],[30.8 25.2] ; [13.2 10.8],0
a5,1,0.921867,0.00962,[31 25] ; [13 11],[30.8 25.2] ; [13.2 10.8],0
s4,1,0.952442,0.003557,[12 44] ; [ 5 19],[11.9 44.1] ; [ 5.1 18.9],0
d1,1,0.958851,0.002662,[19 37] ; [ 8 16],[18.9 37.1] ; [ 8.1 15.9],0
n5,1,0.960473,0.002456,[33 23] ; [14 10],[32.9 23.1] ; [14.1  9.9],0
b4,1,1.0,0.0,[28 28] ; [12 12],[28. 28.] ; [12. 12.],0
