Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.194315,[230   4] ; [28 11],[221.14285714  12.85714286] ; [36.85714286  2.14285714],1
r2,1,6.1e-05,16.086617,[227   5] ; [31  6],[222.51301115   9.48698885] ; [35.48698885  1.51301115],1
r3,1,0.000299,13.074713,[228   6] ; [33  6],[223.71428571  10.28571429] ; [37.28571429  1.71428571],1
a5,1,0.000619,11.718601,[198  36] ; [24 15],[190.28571429  43.71428571] ; [31.71428571  7.28571429],1
d2,1,0.00327,8.6506,[125 108] ; [11 28],[116.5 116.5] ; [19.5 19.5],0
a2,1,0.006352,7.44757,[ 66 168] ; [ 3 36],[ 59.14285714 174.85714286] ; [ 9.85714286 29.14285714],0
d1,1,0.008588,6.906497,[164  70] ; [19 20],[156.85714286  77.14285714] ; [26.14285714 12.85714286],0
p2,1,0.009424,6.740741,[220  14] ; [32  7],[216.  18.] ; [36.  3.],0
a4,1,0.013325,6.125504,[115 117] ; [11 28],[107.86715867 124.13284133] ; [18.13284133 20.86715867],0
u1,1,0.0168,5.717195,[ 50 184] ; [ 2 37],[ 44.57142857 189.42857143] ; [ 7.42857143 31.57142857],0
s8,1,0.018646,5.534455,[135  95] ; [15 24],[128.2527881 101.7472119] ; [21.7472119 17.2527881],0
a3,1,0.01913,5.489617,[182  49] ; [24 15],[176.24444444  54.75555556] ; [29.75555556  9.24444444],0
s1,1,0.029166,4.757777,[  4 229] ; [ 3 36],[  5.99632353 227.00367647] ; [ 1.00367647 37.99632353],0
a6,1,0.030497,4.681044,[160  72] ; [20 19],[154.09594096  77.90405904] ; [25.90405904 13.09594096],0
v4,1,0.051351,3.79678,[229   5] ; [35  3],[227.11764706   6.88235294] ; [36.88235294  1.11764706],0
a8,1,0.150049,2.07175,[ 36 169] ; [ 3 34],[ 33.03719008 171.96280992] ; [ 5.96280992 31.03719008],0
a7,1,0.173015,1.85662,[179  54] ; [26 13],[175.60661765  57.39338235] ; [29.39338235  9.60661765],0
