Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.4e-05,18.82755,[4 8] ; [104  18],[9.67164179 2.32835821] ; [98.32835821 23.67164179],1
p9,1,0.0003,13.070523,[6 6] ; [110  14],[10.23529412  1.76470588] ; [105.76470588  18.23529412],1
p4,1,0.001505,10.072848,[5 7] ; [101  23],[9.35294118 2.64705882] ; [96.64705882 27.35294118],0
n5,1,0.003124,8.733452,[5 7] ; [98 25],[9.15555556 2.84444444] ; [93.84444444 29.15555556],0
d3,1,0.003491,8.53138,[4 8] ; [90 32],[8.41791045 3.58208955] ; [85.58208955 36.41791045],0
n4,1,0.008318,6.963646,[6 6] ; [102  22],[9.52941176 2.47058824] ; [98.47058824 25.52941176],0
a5,1,0.025861,4.965285,[5 7] ; [90 34],[8.38235294 3.61764706] ; [86.61764706 37.38235294],0
s1,1,0.032377,4.57841,[ 2 10] ; [  4 118],[ 0.53731343 11.46268657] ; [  5.46268657 116.53731343],0
d1,1,0.03937,4.244816,[4 8] ; [79 45],[7.32352941 4.67647059] ; [75.67647059 48.32352941],0
n6,1,0.042743,4.105544,[8 4] ; [109  15],[10.32352941  1.67647059] ; [106.67647059  17.32352941],0
a3,1,0.046259,3.972148,[5 7] ; [86 37],[8.08888889 3.91111111] ; [82.91111111 40.08888889],0
a7,1,0.063232,3.450521,[5 7] ; [84 39],[7.91111111 4.08888889] ; [81.08888889 41.91111111],0
d5,1,0.063625,3.440272,[7 5] ; [99 23],[9.49253731 2.50746269] ; [96.50746269 25.49253731],0
p8,1,0.087169,2.925891,[6 6] ; [91 33],[8.55882353 3.44117647] ; [88.44117647 35.55882353],0
s3,1,0.094987,2.787757,[4 7] ; [77 47],[6.6 4.4] ; [74.4 49.6],0
p7,1,0.100722,2.69407,[8 4] ; [103  18],[10.01503759  1.98496241] ; [100.98496241  20.01503759],0
d4,1,0.166327,1.915743,[8 4] ; [102  21],[9.77777778 2.22222222] ; [100.22222222  22.77777778],0
a6,1,0.205979,1.599462,[5 7] ; [75 49],[7.05882353 4.94117647] ; [72.94117647 51.05882353],0
a4,1,0.216223,1.529262,[4 8] ; [64 59],[6.04444444 5.95555556] ; [61.95555556 61.04444444],0
p11,1,0.220193,1.503111,[8 4] ; [101  23],[9.61764706 2.38235294] ; [99.38235294 24.61764706],0
v4,1,0.246945,1.340502,[11  1] ; [121   3],[11.64705882  0.35294118] ; [120.35294118   3.64705882],0
n3,1,0.252481,1.309524,[1 2] ; [20 10],[1.90909091 1.09090909] ; [19.09090909 10.90909091],0
r1,1,0.287449,1.131531,[8 4] ; [99 25],[9.44117647 2.55882353] ; [97.55882353 26.44117647],0
d2,1,0.293602,1.103032,[4 8] ; [61 63],[5.73529412 6.26470588] ; [59.26470588 64.73529412],0
b1,1,0.353217,0.861865,[7 5] ; [55 69],[5.47058824 6.52941176] ; [56.52941176 67.47058824],0
b5,1,0.400745,0.706091,[8 4] ; [67 57],[6.61764706 5.38235294] ; [68.38235294 55.61764706],0
s4,1,0.409043,0.681582,[ 2 10] ; [33 86],[3.20610687 8.79389313] ; [31.79389313 87.20610687],0
v1,1,0.458816,0.54878,[6 6] ; [48 75],[4.8 7.2] ; [49.2 73.8],0
u2,1,0.461872,0.541353,[3 4] ; [22 16],[3.88888889 3.11111111] ; [21.11111111 16.88888889],0
p3,1,0.47982,0.499272,[6 6] ; [75 49],[7.14705882 4.85294118] ; [73.85294118 50.14705882],0
r3,1,0.49344,0.469016,[11  1] ; [118   5],[11.46666667  0.53333333] ; [117.53333333   5.46666667],0
s6,1,0.494512,0.466694,[9 2] ; [86 33],[8.03846154 2.96153846] ; [86.96153846 32.03846154],0
b3,1,0.569346,0.323779,[5 4] ; [36 43],[4.19318182 4.80681818] ; [36.80681818 42.19318182],0
b2,1,0.569346,0.323779,[5 4] ; [36 43],[4.19318182 4.80681818] ; [36.80681818 42.19318182],0
s7,1,0.577588,0.31015,[6 6] ; [70 50],[6.90909091 5.09090909] ; [69.09090909 50.90909091],0
a8,1,0.63304,0.227961,[ 1 11] ; [15 99],[ 1.52380952 10.47619048] ; [14.47619048 99.52380952],0
v3,1,0.639703,0.219131,[3 9] ; [ 24 100],[2.38235294 9.61764706] ; [24.61764706 99.38235294],0
b4,1,0.656303,0.198045,[5 7] ; [60 64],[5.73529412 6.26470588] ; [59.26470588 64.73529412],0
n1,1,0.6936,0.155216,[1 2] ; [14 17],[1.32352941 1.67647059] ; [13.67647059 17.32352941],0
s8,1,0.733673,0.115766,[5 6] ; [63 61],[5.54074074 5.45925926] ; [62.45925926 61.54074074],0
s5,1,0.742635,0.107824,[4 6] ; [54 65],[4.49612403 5.50387597] ; [53.50387597 65.49612403],0
p1,1,0.840815,0.040341,[ 2 10] ; [ 18 106],[ 1.76470588 10.23529412] ; [ 18.23529412 105.76470588],0
p5,1,0.872336,0.025822,[ 2 10] ; [ 23 101],[2.20588235 9.79411765] ; [ 22.79411765 101.20588235],0
s2,1,0.900057,0.015773,[7 5] ; [70 54],[6.79411765 5.20588235] ; [70.20588235 53.79411765],0
u3,1,0.908988,0.013068,[4 3] ; [22 15],[4.13636364 2.86363636] ; [21.86363636 15.13636364],0
r4,1,0.950007,0.003931,[11  1] ; [113  11],[10.94117647  1.05882353] ; [113.05882353  10.94117647],0
