Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.4e-05,17.879886,[41  9] ; [13 22],[31.76470588 18.23529412] ; [22.23529412 12.76470588],1
v3,1,0.462959,0.538732,[ 7 43] ; [ 7 28],[ 8.23529412 41.76470588] ; [ 5.76470588 29.23529412],0
p5,1,0.518172,0.417529,[ 3 47] ; [ 1 33],[ 2.38095238 47.61904762] ; [ 1.61904762 32.38095238],0
a7,1,0.527258,0.399673,[22 28] ; [13 22],[20.58823529 29.41176471] ; [14.41176471 20.58823529],0
s5,1,0.56973,0.323134,[ 6 42] ; [ 3 32],[ 5.20481928 42.79518072] ; [ 3.79518072 31.20481928],0
a4,1,0.581652,0.303571,[ 9 41] ; [ 8 27],[10. 40.] ; [ 7. 28.],0
s3,1,0.613463,0.255162,[17 32] ; [10 24],[15.93975904 33.06024096] ; [11.06024096 22.93975904],0
v1,1,0.61951,0.246557,[14 34] ; [12 23],[15.03614458 32.96385542] ; [10.96385542 24.03614458],0
a3,1,0.646955,0.20976,[22 27] ; [17 17],[23.02409639 25.97590361] ; [15.97590361 18.02409639],0
n1,1,0.679665,0.170503,[10 15] ; [7 8],[10.625 14.375] ; [6.375 8.625],0
b2,1,0.743528,0.10705,[ 9 17] ; [ 9 14],[ 9.55102041 16.44897959] ; [ 8.44897959 14.55102041],0
b3,1,0.743528,0.10705,[ 9 17] ; [ 9 14],[ 9.55102041 16.44897959] ; [ 8.44897959 14.55102041],0
b5,1,0.815173,0.054643,[27 23] ; [18 17],[26.47058824 23.52941176] ; [18.52941176 16.47058824],0
b4,1,0.835397,0.043175,[26 24] ; [19 16],[26.47058824 23.52941176] ; [18.52941176 16.47058824],0
p6,1,0.839692,0.04092,[11 38] ; [ 7 27],[10.62650602 38.37349398] ; [ 7.37349398 26.62650602],0
s2,1,0.856879,0.032526,[12 38] ; [ 9 26],[12.35294118 37.64705882] ; [ 8.64705882 26.35294118],0
b1,1,0.87568,0.024476,[28 22] ; [19 16],[27.64705882 22.35294118] ; [19.35294118 15.64705882],0
a6,1,0.916699,0.01094,[22 28] ; [15 20],[21.76470588 28.23529412] ; [15.23529412 19.76470588],0
s8,1,0.91874,0.010408,[ 9 41] ; [ 6 29],[ 8.82352941 41.17647059] ; [ 6.17647059 28.82352941],0
p3,1,0.976387,0.000876,[13 37] ; [ 9 26],[12.94117647 37.05882353] ; [ 9.05882353 25.94117647],0
d2,1,1.0,0.0,[10 40] ; [ 7 28],[10. 40.] ; [ 7. 28.],0
