Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000135,14.565306,[16 60] ; [14  8],[23.26530612 52.73469388] ; [ 6.73469388 15.26530612],1
s2,1,0.000803,11.233831,[21 61] ; [14  8],[27.59615385 54.40384615] ; [ 7.40384615 14.59615385],1
p6,1,0.00491,7.912461,[ 7 74] ; [ 7 15],[11.00970874 69.99029126] ; [ 2.99029126 19.00970874],0
s6,1,0.009556,6.715765,[31 52] ; [15  7],[36.36190476 46.63809524] ; [ 9.63809524 12.36190476],0
n5,1,0.009894,6.65382,[42 40] ; [18  4],[47.30769231 34.69230769] ; [12.69230769  9.30769231],0
n6,1,0.025003,5.023665,[45 36] ; [18  4],[49.54368932 31.45631068] ; [13.45631068  8.54368932],0
n4,1,0.026843,4.900884,[55 27] ; [20  2],[59.13461538 22.86538462] ; [15.86538462  6.13461538],0
s3,1,0.057702,3.602244,[34 49] ; [14  8],[37.94285714 45.05714286] ; [10.05714286 11.94285714],0
v3,1,0.058811,3.5706,[21 59] ; [10 11],[24.55445545 55.44554455] ; [ 6.44554455 14.55445545],0
p11,1,0.061731,3.490245,[38 45] ; [15  7],[41.8952381 41.1047619] ; [11.1047619 10.8952381],0
n2,1,0.090468,2.866028,[17 14] ; [7 1],[19.07692308 11.92307692] ; [4.92307692 3.07692308],0
s5,1,0.093114,2.819696,[14 69] ; [ 7 14],[16.75961538 66.24038462] ; [ 4.24038462 16.75961538],0
b4,1,0.09664,2.760131,[44 39] ; [16  6],[47.42857143 35.57142857] ; [12.57142857  9.42857143],0
b1,1,0.117705,2.447594,[45 38] ; [16  6],[48.21904762 34.78095238] ; [12.78095238  9.21904762],0
u1,1,0.119072,2.429491,[14 69] ; [ 7 15],[16.6 66.4] ; [ 4.4 17.6],0
p2,1,0.169672,1.885841,[43 40] ; [15  7],[45.84761905 37.15238095] ; [12.15238095  9.84761905],0
n1,1,0.173617,1.851429,[11 19] ; [4 2],[12.5 17.5] ; [2.5 3.5],0
p10,1,0.175722,1.833439,[18 63] ; [ 8 14],[20.44660194 60.55339806] ; [ 5.55339806 16.44660194],0
v2,1,0.206021,1.599169,[32 49] ; [12 10],[34.60194175 46.39805825] ; [ 9.39805825 12.60194175],0
p8,1,0.228785,1.448401,[26 56] ; [10 12],[28.38461538 53.61538462] ; [ 7.61538462 14.38461538],0
r3,1,0.251264,1.31626,[66 16] ; [20  2],[67.80769231 14.19230769] ; [18.19230769  3.80769231],0
p3,1,0.314687,1.010903,[24 57] ; [ 9 13],[25.95145631 55.04854369] ; [ 7.04854369 14.95145631],0
s1,1,0.322023,0.980713,[ 6 75] ; [ 3 18],[ 7.14705882 73.85294118] ; [ 1.85294118 19.14705882],0
v1,1,0.331725,0.942152,[32 51] ; [11 11],[33.99047619 49.00952381] ; [ 9.00952381 12.99047619],0
a1,1,0.339834,0.911059,[ 6 77] ; [ 3 19],[ 7.11428571 75.88571429] ; [ 1.88571429 20.11428571],0
a4,1,0.343835,0.896079,[46 35] ; [10 12],[44.03883495 36.96116505] ; [11.96116505 10.03883495],0
n3,1,0.346373,0.8867,[15 14] ; [5 2],[16.11111111 12.88888889] ; [3.88888889 3.11111111],0
p7,1,0.353278,0.861646,[32 50] ; [11 11],[33.90384615 48.09615385] ; [ 9.09615385 12.90384615],0
d5,1,0.401306,0.704409,[65 18] ; [19  3],[66.4 16.6] ; [17.6  4.4],0
a7,1,0.417337,0.657803,[56 26] ; [13  9],[54.40384615 27.59615385] ; [14.59615385  7.40384615],0
p4,1,0.472999,0.51496,[34 48] ; [11 11],[35.48076923 46.51923077] ; [ 9.51923077 12.48076923],0
b5,1,0.478463,0.502365,[42 41] ; [13  9],[43.47619048 39.52380952] ; [11.52380952 10.47619048],0
d1,1,0.553539,0.351015,[47 36] ; [14  8],[48.21904762 34.78095238] ; [12.78095238  9.21904762],0
p5,1,0.60017,0.27474,[ 2 80] ; [ 1 21],[ 2.36538462 79.63461538] ; [ 0.63461538 21.36538462],0
r1,1,0.616617,0.250651,[63 19] ; [18  4],[63.86538462 18.13461538] ; [17.13461538  4.86538462],0
a3,1,0.617307,0.249671,[59 23] ; [17  5],[59.92307692 22.07692308] ; [16.07692308  5.92307692],0
s4,1,0.644351,0.213097,[11 72] ; [ 2 19],[10.375 72.625] ; [ 2.625 18.375],0
d3,1,0.653419,0.201617,[57 26] ; [14  8],[56.12380952 26.87619048] ; [14.87619048  7.12380952],0
d2,1,0.665103,0.187384,[48 34] ; [14  8],[48.88461538 33.11538462] ; [13.11538462  8.88461538],0
a6,1,0.71351,0.134797,[57 26] ; [16  6],[57.7047619 25.2952381] ; [15.2952381  6.7047619],0
d4,1,0.719484,0.128988,[65 18] ; [18  4],[65.60952381 17.39047619] ; [17.39047619  4.60952381],0
b3,1,0.964304,0.002003,[17 32] ; [ 6 11],[17.07575758 31.92424242] ; [ 5.92424242 11.07575758],0
b2,1,0.964304,0.002003,[17 32] ; [ 6 11],[17.07575758 31.92424242] ; [ 5.92424242 11.07575758],0
a2,1,0.967405,0.00167,[23 60] ; [ 6 16],[22.92380952 60.07619048] ; [ 6.07619048 15.92380952],0
