Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.125383,2.348762,[ 4 10] ; [14 12],[6.3 7.7] ; [11.7 14.3],0
b1,1,0.241279,1.373108,[8 7] ; [ 9 17],[6.2195122 8.7804878] ; [10.7804878 15.2195122],0
p1,1,0.246042,1.345641,[ 3 12] ; [ 2 24],[ 1.82926829 13.17073171] ; [ 3.17073171 22.82926829],0
p4,1,0.392041,0.732601,[ 4 11] ; [10 15],[5.25 9.75] ; [ 8.75 16.25],0
p11,1,0.422206,0.644168,[10  5] ; [14 12],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
