Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,79.321573,[40 68] ; [223  44],[75.744 32.256] ; [187.256  79.744],1
n6,1,0.000184,13.989872,[75 33] ; [229  37],[87.78609626 20.21390374] ; [216.21390374  49.78609626],1
a2,1,0.004075,8.250171,[11 97] ; [ 62 206],[20.96808511 87.03191489] ; [ 52.03191489 215.96808511],0
p4,1,0.004129,8.226153,[29 78] ; [115 152],[41.19786096 65.80213904] ; [102.80213904 164.19786096],0
p6,1,0.004204,8.193688,[17 90] ; [ 80 184],[27.97574124 79.02425876] ; [ 69.02425876 194.97574124],0
s7,1,0.00685,7.311777,[33 74] ; [120 140],[44.60762943 62.39237057] ; [108.39237057 151.60762943],0
v1,1,0.006989,7.275694,[40 66] ; [138 121],[51.69315068 54.30684932] ; [126.30684932 132.69315068],0
a5,1,0.00764,7.115906,[62 46] ; [192  76],[72.95744681 35.04255319] ; [181.04255319  86.95744681],0
n1,1,0.015496,5.859174,[ 7 27] ; [34 42],[12.67272727 21.32727273] ; [28.32727273 47.67272727],0
b1,1,0.030127,4.702045,[24 84] ; [ 90 178],[32.74468085 75.25531915] ; [ 81.25531915 186.74468085],0
s6,1,0.032999,4.545813,[59 47] ; [178  86],[67.8972973 38.1027027] ; [169.1027027  94.8972973],0
p11,1,0.039842,4.224586,[77 31] ; [217  51],[84.44680851 23.55319149] ; [209.55319149  58.44680851],0
s8,1,0.040235,4.207956,[33 75] ; [112 155],[41.76 66.24] ; [103.24 163.76],0
a7,1,0.056514,3.636834,[84 23] ; [184  84],[76.46933333 30.53066667] ; [191.53066667  76.46933333],0
a4,1,0.057543,3.606812,[37 71] ; [120 147],[45.216 62.784] ; [111.784 155.216],0
n2,1,0.067999,3.33068,[23 11] ; [64 13],[26.64864865  7.35135135] ; [60.35135135 16.64864865],0
p10,1,0.071322,3.252338,[87 20] ; [236  31],[92.40909091 14.59090909] ; [230.59090909  36.40909091],0
p7,1,0.075917,3.15022,[46 59] ; [139 118],[53.66022099 51.33977901] ; [131.33977901 125.66022099],0
d2,1,0.101191,2.686679,[37 71] ; [116 151],[44.064 63.936] ; [108.936 158.064],0
a3,1,0.107289,2.593704,[64 43] ; [183  84],[70.6657754 36.3342246] ; [176.3342246  90.6657754],0
d3,1,0.149865,2.073627,[79 28] ; [176  90],[73.15013405 33.84986595] ; [181.84986595  84.15013405],0
v4,1,0.180546,1.793121,[97  9] ; [254  13],[99.74798928  6.25201072] ; [251.25201072  15.74798928],0
p8,1,0.186233,1.747172,[37 69] ; [111 151],[42.63043478 63.36956522] ; [105.36956522 156.63043478],0
p1,1,0.20676,1.593972,[  3 104] ; [ 16 252],[  5.42133333 101.57866667] ; [ 13.57866667 254.42133333],0
r4,1,0.221989,1.491468,[90 18] ; [236  32],[93.63829787 14.36170213] ; [232.36170213  35.63829787],0
p5,1,0.226115,1.465137,[  4 102] ; [ 19 248],[ 6.53619303 99.46380697] ; [ 16.46380697 250.53619303],0
s4,1,0.24454,1.354228,[23 85] ; [ 43 222],[19.10991957 88.89008043] ; [ 46.89008043 218.10991957],0
v3,1,0.255438,1.293313,[29 74] ; [ 88 168],[33.56824513 69.43175487] ; [ 83.43175487 172.56824513],0
r2,1,0.264843,1.243262,[96 11] ; [245  18],[98.61351351  8.38648649] ; [242.38648649  20.61351351],0
s2,1,0.288053,1.1287,[48 59] ; [135 130],[52.63709677 54.36290323] ; [130.36290323 134.63709677],0
s3,1,0.303874,1.057117,[53 53] ; [147 116],[57.45257453 48.54742547] ; [142.54742547 120.45257453],0
a8,1,0.320158,0.9883,[11 85] ; [ 39 210],[13.91304348 82.08695652] ; [ 36.08695652 212.91304348],0
d4,1,0.342616,0.900619,[90 18] ; [211  56],[86.688 21.312] ; [214.312  52.688],0
p12,1,0.371734,0.797858,[  4 104] ; [ 16 251],[  5.76 102.24] ; [ 14.24 252.76],0
u4,1,0.394109,0.726226,[  1 107] ; [  6 262],[  2.0106383 105.9893617] ; [  4.9893617 263.0106383],0
u1,1,0.39979,0.708959,[10 98] ; [ 33 235],[12.35106383 95.64893617] ; [ 30.64893617 237.35106383],0
d1,1,0.451786,0.566166,[53 55] ; [143 125],[56.29787234 51.70212766] ; [139.70212766 128.29787234],0
u2,1,0.493624,0.468618,[24 19] ; [42 43],[22.171875 20.828125] ; [43.828125 41.171875],0
b3,1,0.494162,0.467452,[17 37] ; [55 95],[19.05882353 34.94117647] ; [52.94117647 97.05882353],0
b2,1,0.494162,0.467452,[17 37] ; [55 95],[19.05882353 34.94117647] ; [52.94117647 97.05882353],0
r1,1,0.506927,0.440406,[79 29] ; [204  63],[81.504 26.496] ; [201.496  65.504],0
p2,1,0.622558,0.242289,[85 22] ; [218  49],[86.68716578 20.31283422] ; [216.31283422  50.68716578],0
a1,1,0.687164,0.162173,[  5 103] ; [ 10 258],[  4.30851064 103.69148936] ; [ 10.69148936 257.30851064],0
r3,1,0.69971,0.148774,[103   5] ; [252  15],[102.24   5.76] ; [252.76  14.24],0
s1,1,0.72926,0.119793,[  5 103] ; [ 10 250],[  4.40217391 103.59782609] ; [ 10.59782609 249.40217391],0
n3,1,0.736173,0.113519,[24 10] ; [56 20],[24.72727273  9.27272727] ; [55.27272727 20.72727273],0
d5,1,0.737678,0.112178,[80 27] ; [204  63],[81.2513369 25.7486631] ; [202.7486631  64.2513369],0
u3,1,0.75287,0.099135,[20 22] ; [43 42],[20.83464567 21.16535433] ; [42.16535433 42.83464567],0
s5,1,0.791266,0.070049,[28 75] ; [ 74 185],[29.02209945 73.97790055] ; [ 72.97790055 186.02209945],0
v2,1,0.895514,0.017248,[53 49] ; [129 123],[52.44067797 49.55932203] ; [129.55932203 122.44067797],0
b5,1,0.929027,0.007933,[70 38] ; [175  93],[70.37234043 37.62765957] ; [174.62765957  93.37234043],0
a6,1,0.970893,0.001331,[71 37] ; [175  92],[70.848 37.152] ; [175.152  91.848],0
b4,1,0.982346,0.00049,[63 45] ; [156 112],[62.90425532 45.09574468] ; [156.09574468 111.90425532],0
