Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,66.006331,[334  19] ; [10 12],[323.81866667  29.18133333] ; [20.18133333  1.81866667],1
r4,1,0.0,53.133972,[324  33] ; [ 9 14],[312.84473684  44.15526316] ; [20.15526316  2.84473684],1
r1,1,2e-06,22.9608,[270  85] ; [ 7 16],[260.14550265  94.85449735] ; [16.85449735  6.14550265],1
r3,1,5.9e-05,16.141754,[337  19] ; [16  6],[332.45502646  23.54497354] ; [20.54497354  1.45502646],1
a7,1,0.000311,13.000851,[262  92] ; [ 9 14],[254.4668435  99.5331565] ; [16.5331565  6.4668435],1
p2,1,0.02116,5.313569,[287  68] ; [14  9],[282.68518519  72.31481481] ; [18.31481481  4.68518519],0
v1,1,0.027143,4.881718,[174 175] ; [ 6 17],[168.87096774 180.12903226] ; [11.12903226 11.87096774],0
p7,1,0.030782,4.665083,[203 148] ; [ 8 15],[198.02406417 152.97593583] ; [12.97593583 10.02406417],0
p8,1,0.034063,4.491551,[172 180] ; [ 6 17],[167.08266667 184.91733333] ; [10.91733333 12.08266667],0
a6,1,0.036219,4.386756,[246 111] ; [11 12],[241.44473684 115.55526316] ; [15.55526316  7.44473684],0
a3,1,0.048822,3.881479,[213 142] ; [ 9 14],[208.49206349 146.50793651] ; [13.50793651  9.49206349],0
v3,1,0.049749,3.849902,[113 233] ; [ 3 20],[108.7696477 237.2303523] ; [ 7.2303523 15.7696477],0
p10,1,0.051592,3.788964,[276  76] ; [14  9],[272.21333333  79.78666667] ; [17.78666667  5.21333333],0
a5,1,0.061001,3.509971,[239 118] ; [11 12],[234.86842105 122.13157895] ; [15.13157895  7.86842105],0
u2,1,0.061365,3.500113,[67 74] ; [ 3 11],[63.67741935 77.32258065] ; [6.32258065 7.67741935],0
p9,1,0.068595,3.316328,[284  67] ; [15  8],[280.61229947  70.38770053] ; [18.38770053  4.61229947],0
u3,1,0.102972,2.658901,[73 69] ; [ 4 10],[70.08974359 71.91025641] ; [6.91025641 7.08974359],0
n1,1,0.137507,2.205632,[24 60] ; [3 2],[25.48314607 58.51685393] ; [1.51685393 3.48314607],0
d5,1,0.16402,1.936764,[277  79] ; [15  8],[274.27968338  81.72031662] ; [17.72031662  5.27968338],0
d1,1,0.164253,1.934626,[193 164] ; [ 9 14],[189.77368421 167.22631579] ; [12.22631579 10.77368421],0
d3,1,0.177025,1.822428,[235 121] ; [12 11],[232.01055409 123.98944591] ; [14.98944591  8.01055409],0
s1,1,0.194344,1.684379,[  4 347] ; [ 1 22],[  4.69251337 346.30748663] ; [ 0.30748663 22.69251337],0
p11,1,0.196787,1.666058,[288  69] ; [16  7],[285.6  71.4] ; [18.4  4.6],0
s5,1,0.252036,1.311983,[ 84 261] ; [ 3 19],[ 81.78474114 263.21525886] ; [ 5.21525886 16.78474114],0
a4,1,0.266292,1.235749,[139 216] ; [ 6 16],[136.53846154 218.46153846] ; [ 8.46153846 13.53846154],0
n5,1,0.270095,1.216267,[255  99] ; [19  4],[257.28381963  96.71618037] ; [16.71618037  6.28381963],0
d4,1,0.273966,1.19678,[282  74] ; [16  7],[279.91556728  76.08443272] ; [18.08443272  4.91556728],0
p3,1,0.316365,1.003916,[146 210] ; [ 7 16],[143.71503958 212.28496042] ; [ 9.28496042 13.71503958],0
p6,1,0.343829,0.896101,[ 97 257] ; [ 4 18],[ 95.09042553 258.90957447] ; [ 5.90957447 16.09042553],0
b2,1,0.403243,0.698633,[ 64 122] ; [ 3 10],[ 62.62311558 123.37688442] ; [4.37688442 8.62311558],0
b3,1,0.403243,0.698633,[ 64 122] ; [ 3 10],[ 62.62311558 123.37688442] ; [4.37688442 8.62311558],0
s4,1,0.413292,0.66931,[ 52 297] ; [ 2 21],[ 50.66129032 298.33870968] ; [ 3.33870968 19.66129032],0
v2,1,0.424946,0.636597,[176 162] ; [10 13],[174.14958449 163.85041551] ; [11.85041551 11.14958449],0
s3,1,0.441843,0.591493,[124 225] ; [10 13],[125.71505376 223.28494624] ; [ 8.28494624 14.71505376],0
p12,1,0.499539,0.455915,[ 20 336] ; [ 2 20],[ 20.71957672 335.28042328] ; [ 1.28042328 20.71957672],0
p4,1,0.518538,0.4168,[178 175] ; [10 13],[176.5 176.5] ; [11.5 11.5],0
n2,1,0.530096,0.394208,[62 23] ; [3 2],[61.38888889 23.61111111] ; [3.61111111 1.38888889],0
n4,1,0.563768,0.333223,[259  97] ; [18  5],[260.18997361  95.81002639] ; [16.81002639  6.18997361],0
s6,1,0.586186,0.29634,[179 169] ; [10 12],[177.76216216 170.23783784] ; [11.23783784 10.76216216],0
b4,1,0.598228,0.277676,[213 144] ; [15  8],[214.2 142.8] ; [13.8  9.2],0
b1,1,0.627826,0.23502,[122 235] ; [ 9 14],[123.07105263 233.92894737] ; [ 7.92894737 15.07105263],0
a8,1,0.661265,0.191991,[ 35 294] ; [ 3 19],[ 35.61823362 293.38176638] ; [ 2.38176638 19.61823362],0
s8,1,0.703071,0.145296,[ 66 290] ; [ 5 18],[ 66.69129288 289.30870712] ; [ 4.30870712 18.69129288],0
p5,1,0.719359,0.129108,[ 24 332] ; [ 2 21],[ 24.42216359 331.57783641] ; [ 1.57783641 21.42216359],0
d2,1,0.736694,0.113054,[148 206] ; [10 12],[148.75531915 205.24468085] ; [ 9.24468085 12.75531915],0
p1,1,0.765415,0.089029,[ 25 330] ; [ 2 21],[ 25.35714286 329.64285714] ; [ 1.64285714 21.35714286],0
n3,1,0.769472,0.085888,[63 22] ; [4 1],[63.27777778 21.72222222] ; [3.72222222 1.27777778],0
u1,1,0.787276,0.072819,[ 40 317] ; [ 3 20],[ 40.39736842 316.60263158] ; [ 2.60263158 20.39736842],0
s2,1,0.788572,0.071913,[101 251] ; [ 6 17],[100.43733333 251.56266667] ; [ 6.56266667 16.43733333],0
b5,1,0.921091,0.009813,[221 136] ; [14  9],[220.77631579 136.22368421] ; [14.22368421  8.77631579],0
