Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.079057,3.08419,[2 3] ; [ 2 20],[0.74074074 4.25925926] ; [ 3.25925926 18.74074074],0
s7,1,0.088233,2.906325,[3 2] ; [ 4 15],[1.45833333 3.54166667] ; [ 5.54166667 13.45833333],0
b4,1,0.114306,2.493656,[1 4] ; [13  9],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
b5,1,0.162862,1.947453,[4 1] ; [10 12],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
n1,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
r2,1,0.222994,1.485,[4 1] ; [11 11],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
d3,1,0.222994,1.485,[4 1] ; [11 11],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
p2,1,0.222994,1.485,[4 1] ; [11 11],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
r4,1,0.233613,1.418727,[1 4] ; [ 1 21],[0.37037037 4.62962963] ; [ 1.62962963 20.37037037],0
a3,1,0.238821,1.38754,[2 3] ; [15  7],[3.14814815 1.85185185] ; [13.85185185  8.14814815],0
n6,1,0.331567,0.942769,[3 2] ; [ 8 14],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
a6,1,0.382143,0.763797,[1 4] ; [ 9 13],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
v1,1,0.382143,0.763797,[1 4] ; [ 9 13],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
n3,1,0.437558,0.602679,[2 1] ; [5 7],[1.4 1.6] ; [5.6 6.4],0
n5,1,0.438058,0.601364,[3 2] ; [ 9 13],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
s2,1,0.483522,0.490909,[1 4] ; [ 2 20],[0.55555556 4.44444444] ; [ 2.44444444 19.55555556],0
s8,1,0.483522,0.490909,[1 4] ; [ 2 20],[0.55555556 4.44444444] ; [ 2.44444444 19.55555556],0
u2,1,0.490153,0.47619,[1 2] ; [4 3],[1.5 1.5] ; [3.5 3.5],0
u3,1,0.490153,0.47619,[2 1] ; [6 1],[2.4 0.6] ; [5.6 1.4],0
d5,1,0.556812,0.345255,[2 3] ; [12 10],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
a7,1,0.556812,0.345255,[3 2] ; [10 12],[2.40740741 2.59259259] ; [10.59259259 11.40740741],0
d4,1,0.573714,0.316507,[3 2] ; [16  6],[3.51851852 1.48148148] ; [15.48148148  6.51851852],0
n2,1,0.604773,0.267857,[2 1] ; [6 6],[1.6 1.4] ; [6.4 5.6],0
p9,1,0.618757,0.247619,[2 3] ; [11 10],[2.5 2.5] ; [10.5 10.5],0
p10,1,0.686239,0.163187,[3 2] ; [11 11],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
b1,1,0.726095,0.122727,[3 2] ; [15  7],[3.33333333 1.66666667] ; [14.66666667  7.33333333],0
v4,1,0.726095,0.122727,[3 2] ; [15  7],[3.33333333 1.66666667] ; [14.66666667  7.33333333],0
p7,1,0.734966,0.114601,[2 2] ; [ 9 13],[1.69230769 2.30769231] ; [ 9.30769231 12.69230769],0
p4,1,0.879193,0.023102,[2 3] ; [ 8 14],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
p11,1,0.879193,0.023102,[2 3] ; [ 8 14],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
p3,1,0.89466,0.017532,[1 4] ; [ 5 17],[1.11111111 3.88888889] ; [ 4.88888889 17.11111111],0
d1,1,0.89466,0.017532,[1 4] ; [ 5 17],[1.11111111 3.88888889] ; [ 4.88888889 17.11111111],0
s6,1,0.924731,0.008926,[1 4] ; [ 4 18],[0.92592593 4.07407407] ; [ 4.07407407 17.92592593],0
s3,1,0.924731,0.008926,[1 4] ; [ 4 18],[0.92592593 4.07407407] ; [ 4.07407407 17.92592593],0
p8,1,0.937287,0.00619,[2 3] ; [ 8 13],[1.92307692 3.07692308] ; [ 8.07692308 12.92307692],0
r1,1,0.97021,0.001395,[2 3] ; [ 9 13],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
a5,1,0.97021,0.001395,[2 3] ; [ 9 13],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
