Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,177.042667,[  7 114] ; [368 144],[71.68246445 49.31753555] ; [303.31753555 208.68246445],1
d5,1,0.0,125.20649,[56 65] ; [461  51],[98.82622433 22.17377567] ; [418.17377567  93.82622433],1
d3,1,0.0,90.643413,[37 84] ; [388 124],[81.24012638 39.75987362] ; [343.75987362 168.24012638],1
d2,1,0.0,38.946265,[31 90] ; [291 218],[61.84444444 59.15555556] ; [260.15555556 248.84444444],1
r3,1,0.0,35.501431,[97 23] ; [490  20],[111.80952381   8.19047619] ; [475.19047619  34.80952381],1
a5,1,0.0,34.843677,[67 54] ; [414  98],[91.94470774 29.05529226] ; [389.05529226 122.94470774],1
a3,1,0.0,34.599392,[60 59] ; [394 116],[85.89189189 33.10810811] ; [368.10810811 141.89189189],1
u1,1,3e-06,22.042404,[  5 116] ; [117 395],[23.3206951 97.6793049] ; [ 98.6793049 413.3206951],1
a4,1,3e-06,21.867865,[34 85] ; [267 243],[56.94594595 62.05405405] ; [244.05405405 265.94594595],1
r4,1,1e-05,19.503822,[92 29] ; [464  48],[106.28120063  14.71879937] ; [449.71879937  62.28120063],1
a2,1,2.7e-05,17.619976,[ 13 108] ; [150 362],[31.15797788 89.84202212] ; [131.84202212 380.15797788],1
r1,1,2.8e-05,17.561791,[79 41] ; [423  87],[95.61904762 24.38095238] ; [406.38095238 103.61904762],1
s2,1,4.5e-05,16.656175,[38 80] ; [269 238],[57.9616 60.0384] ; [249.0384 257.9616],1
a7,1,0.000139,14.5107,[68 53] ; [377 134],[85.19778481 35.80221519] ; [359.80221519 151.19778481],1
v2,1,0.000236,13.521966,[47 66] ; [301 196],[64.46557377 48.53442623] ; [283.53442623 213.46557377],1
v4,1,0.000802,11.237386,[102  17] ; [482  28],[110.48648649   8.51351351] ; [473.51351351  36.48648649],1
p10,1,0.001614,9.943878,[82 37] ; [416  92],[94.51674641 24.48325359] ; [403.48325359 104.51674641],0
s7,1,0.00198,9.567639,[40 73] ; [252 237],[54.81063123 58.18936877] ; [237.18936877 251.81063123],0
s8,1,0.00211,9.451091,[37 84] ; [234 275],[52.04920635 68.95079365] ; [218.95079365 290.04920635],0
p9,1,0.002446,9.180184,[86 33] ; [425  80],[97.45032051 21.54967949] ; [413.54967949  91.45032051],0
r2,1,0.003269,8.650735,[106  14] ; [478  23],[112.85024155   7.14975845] ; [471.14975845  29.85024155],0
p2,1,0.004136,8.223012,[88 33] ; [428  82],[98.94770206 22.05229794] ; [417.05229794  92.94770206],0
s5,1,0.005008,7.87665,[21 96] ; [153 341],[33.31914894 83.68085106] ; [140.68085106 353.31914894],0
p4,1,0.006733,7.342808,[56 65] ; [304 204],[69.25278219 51.74721781] ; [290.74721781 217.25278219],0
u2,1,0.008992,6.824341,[24 37] ; [69 46],[32.23295455 28.76704545] ; [60.76704545 54.23295455],0
s6,1,0.009506,6.725119,[63 55] ; [334 171],[75.19422151 42.80577849] ; [321.80577849 183.19422151],0
n6,1,0.01178,6.343746,[95 26] ; [445  64],[103.71428571  17.28571429] ; [436.28571429  72.71428571],0
p1,1,0.01202,6.307944,[ 14 107] ; [ 27 482],[  7.87460317 113.12539683] ; [ 33.12539683 475.87460317],0
p11,1,0.020213,5.393394,[86 35] ; [413  99],[95.38546603 25.61453397] ; [403.61453397 108.38546603],0
p6,1,0.032578,4.567816,[32 87] ; [188 316],[42.02247191 76.97752809] ; [177.97752809 326.02247191],0
u3,1,0.039105,4.256281,[25 36] ; [67 50],[31.52808989 29.47191011] ; [60.47191011 56.52808989],0
b3,1,0.05751,3.607775,[22 57] ; [126 194],[29.30325815 49.69674185] ; [118.69674185 201.30325815],0
b2,1,0.05751,3.607775,[22 57] ; [126 194],[29.30325815 49.69674185] ; [118.69674185 201.30325815],0
a8,1,0.073392,3.205472,[11 98] ; [ 79 385],[17.12041885 91.87958115] ; [ 72.87958115 391.12041885],0
p7,1,0.093029,2.821155,[64 55] ; [312 190],[72.05152979 46.94847021] ; [303.94847021 198.05152979],0
p3,1,0.094127,2.802338,[49 71] ; [252 259],[57.24247227 62.75752773] ; [243.75752773 267.24247227],0
s4,1,0.103245,2.654685,[24 96] ; [ 71 434],[ 18.24 101.76] ; [ 76.76 428.24],0
s3,1,0.129414,2.299521,[57 60] ; [284 219],[64.35 52.65] ; [276.65 226.35],0
a6,1,0.170227,1.880947,[76 45] ; [354 157],[82.32594937 38.67405063] ; [347.67405063 163.32594937],0
v1,1,0.173548,1.852029,[55 62] ; [271 231],[61.6187399 55.3812601] ; [264.3812601 237.6187399],0
v3,1,0.232504,1.425478,[41 77] ; [202 294],[46.70032573 71.29967427] ; [196.29967427 299.70032573],0
p8,1,0.262836,1.253758,[52 67] ; [248 254],[57.48792271 61.51207729] ; [242.51207729 259.48792271],0
n3,1,0.299527,1.0763,[21 10] ; [77 23],[23.19083969  7.80916031] ; [74.80916031 25.19083969],0
n1,1,0.311297,1.025163,[17 16] ; [41 58],[14.5 18.5] ; [43.5 55.5],0
s1,1,0.406922,0.687775,[  5 113] ; [ 14 490],[  3.60450161 114.39549839] ; [ 15.39549839 488.60450161],0
b4,1,0.417382,0.657675,[66 55] ; [300 212],[69.96208531 51.03791469] ; [296.03791469 215.96208531],0
n5,1,0.471848,0.517645,[104  17] ; [423  85],[101.37837838  19.62162162] ; [425.62162162  82.37837838],0
