Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.325167,[59 77] ; [ 20 100],[41.96875 94.03125] ; [37.03125 82.96875],1
s3,1,5e-06,20.869039,[72 62] ; [30 88],[54.23809524 79.76190476] ; [47.76190476 70.23809524],1
s5,1,0.000324,12.928511,[45 90] ; [ 17 104],[ 32.6953125 102.3046875] ; [29.3046875 91.6953125],1
a7,1,0.004685,7.997056,[108  27] ; [77 43],[97.94117647 37.05882353] ; [87.05882353 32.94117647],0
s4,1,0.005679,7.649321,[ 24 108] ; [  8 113],[ 16.69565217 115.30434783] ; [ 15.30434783 105.69565217],0
p10,1,0.006269,7.471199,[112  23] ; [82 38],[102.70588235  32.29411765] ; [91.29411765 28.70588235],0
s8,1,0.011325,6.413597,[38 98] ; [ 18 103],[ 29.63424125 106.36575875] ; [26.36575875 94.63424125],0
u1,1,0.031795,4.609528,[ 22 114] ; [  9 112],[ 16.40466926 119.59533074] ; [ 14.59533074 106.40466926],0
d5,1,0.040072,4.214851,[114  22] ; [88 32],[107.3125  28.6875] ; [94.6875 25.3125],0
p4,1,0.07801,3.105879,[89 47] ; [65 54],[82.13333333 53.86666667] ; [71.86666667 47.13333333],0
p6,1,0.082738,3.01028,[57 78] ; [37 80],[50.35714286 84.64285714] ; [43.64285714 73.35714286],0
d4,1,0.087186,2.925576,[113  23] ; [90 31],[107.42412451  28.57587549] ; [95.57587549 25.42412451],0
n5,1,0.087316,2.923172,[100  36] ; [77 44],[93.66536965 42.33463035] ; [83.33463035 37.66536965],0
d3,1,0.090177,2.871217,[96 40] ; [72 47],[89.6 46.4] ; [78.4 40.6],0
u3,1,0.113158,2.509558,[28 22] ; [17 26],[24.19354839 25.80645161] ; [20.80645161 22.19354839],0
p12,1,0.11985,2.419286,[  9 127] ; [  3 117],[  6.375 129.625] ; [  5.625 114.375],0
v4,1,0.120858,2.406163,[130   5] ; [111  10],[127.08984375   7.91015625] ; [113.91015625   7.08984375],0
p1,1,0.124478,2.360055,[  5 129] ; [ 10 111],[  7.88235294 126.11764706] ; [  7.11764706 113.88235294],0
r4,1,0.131476,2.274995,[124  12] ; [103  18],[120.12451362  15.87548638] ; [106.87548638  14.12451362],0
a8,1,0.155378,2.018638,[ 19 106] ; [ 10 100],[ 15.42553191 109.57446809] ; [13.57446809 96.42553191],0
p9,1,0.158842,1.985213,[111  24] ; [90 30],[106.41176471  28.58823529] ; [94.58823529 25.41176471],0
d2,1,0.180263,1.795456,[55 81] ; [59 62],[60.32684825 75.67315175] ; [53.67315175 67.32684825],0
b4,1,0.184247,1.763032,[82 54] ; [63 58],[76.73151751 59.26848249] ; [68.26848249 52.73151751],0
p2,1,0.185609,1.752129,[121  14] ; [100  19],[117.46062992  17.53937008] ; [103.53937008  15.46062992],0
s1,1,0.189757,1.719504,[  2 132] ; [  5 114],[  3.70750988 130.29249012] ; [  3.29249012 115.70750988],0
