Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.019143,5.488374,[10  1] ; [7 8],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
v3,1,0.024485,5.059933,[6 5] ; [ 2 13],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
n5,1,0.032981,4.546777,[9 2] ; [6 9],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
r3,1,0.040272,4.206397,[10  1] ; [8 7],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
p4,1,0.047168,3.939394,[8 3] ; [ 5 10],[5.5 5.5] ; [7.5 7.5],0
p8,1,0.059417,3.553572,[7 4] ; [ 4 11],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
v1,1,0.067362,3.346168,[6 5] ; [ 3 12],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
p11,1,0.068733,3.31303,[9 2] ; [7 8],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
a7,1,0.098168,2.735065,[8 3] ; [6 9],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
p10,1,0.101707,2.678571,[9 1] ; [9 6],[7.2 2.8] ; [10.8  4.2],0
s2,1,0.126156,2.339181,[4 6] ; [ 2 13],[2.4 7.6] ; [ 3.6 11.4],0
d4,1,0.147202,2.10101,[10  1] ; [10  5],[8.46153846 2.53846154] ; [11.53846154  3.46153846],0
b1,1,0.148856,2.083939,[5 6] ; [11  4],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
p7,1,0.183902,1.765803,[8 3] ; [7 8],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
s3,1,0.275234,1.190476,[4 6] ; [ 3 12],[2.8 7.2] ; [ 4.2 10.8],0
s8,1,0.279426,1.169881,[6 5] ; [ 5 10],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
n4,1,0.315266,1.008485,[8 3] ; [8 7],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
p3,1,0.352704,0.863705,[4 7] ; [ 3 12],[2.96153846 8.03846154] ; [ 4.03846154 10.96153846],0
s4,1,0.363892,0.824418,[2 9] ; [ 1 14],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
a2,1,0.363892,0.824418,[2 9] ; [ 1 14],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
s5,1,0.372929,0.793882,[3 8] ; [ 2 13],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
d3,1,0.391153,0.735354,[7 4] ; [7 8],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
p9,1,0.404657,0.694444,[7 3] ; [8 7],[6. 4.] ; [9. 6.],0
u3,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
u2,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
a8,1,0.458902,0.548571,[1 9] ; [ 3 11],[1.66666667 8.33333333] ; [ 2.33333333 11.66666667],0
s6,1,0.462325,0.54026,[6 5] ; [6 9],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
r4,1,0.530236,0.393939,[5 6] ; [ 5 10],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
a6,1,0.530236,0.393939,[5 6] ; [ 5 10],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
s7,1,0.551848,0.354016,[5 4] ; [6 8],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
d2,1,0.596613,0.280135,[4 7] ; [ 4 11],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
d1,1,0.596613,0.280135,[4 7] ; [ 4 11],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
b4,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
v4,1,0.599337,0.275996,[7 4] ; [8 7],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
a5,1,0.599337,0.275996,[7 4] ; [8 7],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
p2,1,0.61193,0.257374,[9 2] ; [11  4],[8.46153846 2.53846154] ; [11.53846154  3.46153846],0
n2,1,0.621014,0.244444,[2 1] ; [4 4],[1.63636364 1.36363636] ; [4.36363636 3.63636364],0
n3,1,0.621014,0.244444,[1 2] ; [4 4],[1.36363636 1.63636364] ; [3.63636364 4.36363636],0
n6,1,0.742174,0.108225,[7 4] ; [8 6],[6.6 4.4] ; [8.4 5.6],0
b5,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
a4,1,0.872518,0.025748,[4 7] ; [ 5 10],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
p5,1,0.90748,0.013506,[2 9] ; [ 3 12],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
a3,1,0.973215,0.001127,[7 4] ; [9 5],[7.04 3.96] ; [8.96 5.04],0
b2,1,1.0,0.0,[2 4] ; [3 6],[2. 4.] ; [3. 6.],0
b3,1,1.0,0.0,[2 4] ; [3 6],[2. 4.] ; [3. 6.],0
