Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,96.307382,[222   4] ; [20 20],[205.60902256  20.39097744] ; [36.39097744  3.60902256],1
v4,1,0.0,78.411836,[220   5] ; [22 18],[205.47169811  19.52830189] ; [36.52830189  3.47169811],1
r1,1,0.0,56.408581,[196  29] ; [15 27],[177.80898876  47.19101124] ; [33.19101124  8.80898876],1
r2,1,0.0,47.794511,[220   5] ; [25 12],[210.40076336  14.59923664] ; [34.59923664  2.40076336],1
p2,1,0.0,28.878372,[170  56] ; [14 28],[155.1641791  70.8358209] ; [28.8358209 13.1641791],1
a1,1,6e-06,20.536764,[  7 219] ; [ 9 34],[ 13.44237918 212.55762082] ; [ 2.55762082 40.44237918],1
p11,1,1.2e-05,19.105506,[170  56] ; [18 25],[157.94795539  68.05204461] ; [30.05204461 12.94795539],1
n6,1,3.1e-05,17.335314,[185  40] ; [21 19],[174.90566038  50.09433962] ; [31.09433962  8.90566038],1
p7,1,0.000181,14.023784,[107 109] ; [ 7 33],[ 96.1875 119.8125] ; [17.8125 22.1875],1
s6,1,0.000192,13.910778,[135  86] ; [13 30],[123.89393939  97.10606061] ; [24.10606061 18.89393939],1
p8,1,0.000272,13.252693,[ 83 136] ; [ 4 39],[ 72.72137405 146.27862595] ; [14.27862595 28.72137405],1
p9,1,0.000324,12.928287,[179  42] ; [22 18],[170.1954023  50.8045977] ; [30.8045977  9.1954023],1
s8,1,0.000727,11.419007,[ 92 132] ; [ 6 37],[ 82.21722846 141.78277154] ; [15.78277154 27.21722846],1
p10,1,0.00095,10.922343,[170  54] ; [22 21],[161.07865169  62.92134831] ; [30.92134831 12.07865169],1
s2,1,0.007795,7.079878,[101 123] ; [10 33],[ 93.12359551 130.87640449] ; [17.87640449 25.12359551],0
n2,1,0.010017,6.631884,[52 13] ; [12 11],[47.27272727 17.72727273] ; [16.72727273  6.27272727],0
b1,1,0.013858,6.056104,[ 81 145] ; [24 19],[ 88.21561338 137.78438662] ; [16.78438662 26.21561338],0
v2,1,0.027489,4.859863,[119  96] ; [15 26],[112.5390625 102.4609375] ; [21.4609375 19.5390625],0
p1,1,0.060425,3.52567,[ 10 215] ; [ 5 38],[ 12.59328358 212.40671642] ; [ 2.40671642 40.59328358],0
s5,1,0.065141,3.401402,[ 66 149] ; [ 7 35],[ 61.07003891 153.92996109] ; [11.92996109 30.07003891],0
v3,1,0.140497,2.172508,[ 82 133] ; [11 31],[ 77.80155642 137.19844358] ; [15.19844358 26.80155642],0
s1,1,0.145904,2.114558,[  6 216] ; [ 3 39],[  7.56818182 214.43181818] ; [ 1.43181818 40.56818182],0
n3,1,0.14691,2.104043,[45 18] ; [12 10],[42.24705882 20.75294118] ; [14.75294118  7.24705882],0
b5,1,0.166913,1.910452,[146  80] ; [23 20],[141.98513011  84.01486989] ; [27.01486989 15.98513011],0
a6,1,0.179071,1.80532,[168  56] ; [28 15],[164.43445693  59.56554307] ; [31.56554307 11.43445693],0
p3,1,0.179905,1.798407,[ 61 165] ; [ 7 34],[ 57.55805243 168.44194757] ; [10.44194757 30.55805243],0
d3,1,0.23397,1.416561,[147  78] ; [24 19],[143.56343284  81.43656716] ; [27.43656716 15.56343284],0
p6,1,0.241194,1.373604,[ 37 185] ; [ 4 38],[ 34.47727273 187.52272727] ; [ 6.52272727 35.47727273],0
d4,1,0.24761,1.336741,[189  36] ; [33 10],[186.38059701  38.61940299] ; [35.61940299  7.38059701],0
s3,1,0.279941,1.167377,[111 113] ; [17 25],[107.78947368 116.21052632] ; [20.21052632 21.78947368],0
u2,1,0.287572,1.130952,[25 25] ; [2 5],[23.68421053 26.31578947] ; [3.31578947 3.68421053],0
d2,1,0.304122,1.056034,[114 110] ; [25 17],[117.05263158 106.94736842] ; [21.94736842 20.05263158],0
u1,1,0.360373,0.836594,[ 39 187] ; [ 5 38],[ 36.96654275 189.03345725] ; [ 7.03345725 35.96654275],0
a4,1,0.395104,0.723177,[113 113] ; [24 18],[115.52985075 110.47014925] ; [21.47014925 20.52985075],0
v1,1,0.421926,0.644945,[107 116] ; [16 23],[104.69083969 118.30916031] ; [18.30916031 20.69083969],0
u3,1,0.446312,0.58,[26 24] ; [3 5],[25. 25.] ; [4. 4.],0
a3,1,0.455135,0.557832,[176  49] ; [35  7],[177.80898876  47.19101124] ; [33.19101124  8.80898876],0
a7,1,0.464047,0.536117,[153  73] ; [26 16],[150.94776119  75.05223881] ; [28.05223881 13.94776119],0
n5,1,0.464465,0.535113,[155  69] ; [26 15],[152.99622642  71.00377358] ; [28.00377358 12.99622642],0
d1,1,0.479173,0.500744,[134  92] ; [23 20],[131.90334572  94.09665428] ; [25.09665428 17.90334572],0
d5,1,0.523136,0.407706,[187  38] ; [34  9],[185.54104478  39.45895522] ; [35.45895522  7.54104478],0
p5,1,0.552182,0.353423,[ 11 213] ; [ 3 39],[ 11.78947368 212.21052632] ; [ 2.21052632 39.78947368],0
s4,1,0.586468,0.295895,[ 33 190] ; [ 5 38],[ 31.85714286 191.14285714] ; [ 6.14285714 36.85714286],0
s7,1,0.624634,0.239408,[ 93 125] ; [15 24],[ 91.61089494 126.38910506] ; [16.38910506 22.61089494],0
a2,1,0.7137,0.134609,[ 64 162] ; [11 32],[ 63.01115242 162.98884758] ; [11.98884758 31.01115242],0
n4,1,0.809711,0.057984,[170  55] ; [31 11],[169.38202247  55.61797753] ; [31.61797753 10.38202247],0
b4,1,0.813592,0.055599,[127  99] ; [25 18],[127.70260223  98.29739777] ; [24.29739777 18.70260223],0
a8,1,0.847133,0.037163,[ 32 175] ; [ 6 36],[ 31.59036145 175.40963855] ; [ 6.40963855 35.59036145],0
b3,1,0.86722,0.027953,[51 77] ; [10 14],[51.36842105 76.63157895] ; [ 9.63157895 14.36842105],0
b2,1,0.86722,0.027953,[51 77] ; [10 14],[51.36842105 76.63157895] ; [ 9.63157895 14.36842105],0
n1,1,0.93037,0.007635,[24 39] ; [ 9 14],[24.1744186 38.8255814] ; [ 8.8255814 14.1744186],0
