Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.6e-05,15.413133,[ 96 172] ; [29 14],[107.7170418 160.2829582] ; [17.2829582 25.7170418],1
p3,1,0.001038,10.758988,[ 71 197] ; [22 21],[ 80.1414791 187.8585209] ; [12.8585209 30.1414791],0
s8,1,0.001253,10.410659,[ 77 191] ; [23 20],[ 86.17363344 181.82636656] ; [13.82636656 29.17363344],0
n4,1,0.008221,6.984608,[185  84] ; [38  5],[192.26602564  76.73397436] ; [30.73397436 12.26602564],0
s7,1,0.009224,6.778981,[ 83 171] ; [22 19],[ 90.40677966 163.59322034] ; [14.59322034 26.40677966],0
s6,1,0.009615,6.704901,[130 138] ; [30 13],[137.8778135 130.1221865] ; [22.1221865 20.8778135],0
s2,1,0.011389,6.403603,[ 92 175] ; [23 19],[ 99.36893204 167.63106796] ; [15.63106796 26.36893204],0
d1,1,0.014972,5.919703,[134 135] ; [30 13],[141.3974359 127.6025641] ; [22.6025641 20.3974359],0
p9,1,0.016769,5.720348,[186  76] ; [38  5],[192.41967213  69.58032787] ; [31.58032787 11.41967213],0
u4,1,0.024005,5.094287,[  4 265] ; [ 3 40],[  6.03525641 262.96474359] ; [ 0.96474359 42.03525641],0
v2,1,0.024273,5.075026,[113 141] ; [26 15],[119.68135593 134.31864407] ; [19.31864407 21.68135593],0
n6,1,0.028364,4.805836,[195  73] ; [38  5],[200.78456592  67.21543408] ; [32.21543408 10.78456592],0
v1,1,0.034491,4.470217,[106 153] ; [24 17],[112.23333333 146.76666667] ; [17.76666667 23.23333333],0
p1,1,0.041693,4.147643,[ 23 245] ; [ 8 35],[ 26.71382637 241.28617363] ; [ 4.28617363 38.71382637],0
p8,1,0.048094,3.906684,[ 62 206] ; [16 27],[ 67.21543408 200.78456592] ; [10.78456592 32.21543408],0
d2,1,0.068076,3.328823,[121 145] ; [26 17],[126.54368932 139.45631068] ; [20.45631068 22.54368932],0
r3,1,0.09113,2.85429,[230  37] ; [41  2],[233.40967742  33.59032258] ; [37.59032258  5.40967742],0
p2,1,0.120176,2.415031,[174  95] ; [33 10],[178.47115385  90.52884615] ; [28.52884615 14.47115385],0
r4,1,0.126204,2.338584,[203  66] ; [37  6],[206.92307692  62.07692308] ; [33.07692308  9.92307692],0
b3,1,0.128073,2.315705,[59 97] ; [13 11],[62.4 93.6] ; [ 9.6 14.4],0
b2,1,0.128073,2.315705,[59 97] ; [13 11],[62.4 93.6] ; [ 9.6 14.4],0
r2,1,0.155046,2.021888,[236  32] ; [41  2],[238.70096463  29.29903537] ; [38.29903537  4.70096463],0
v4,1,0.163255,1.943814,[229  40] ; [40  3],[231.92628205  37.07371795] ; [37.07371795  5.92628205],0
n5,1,0.16428,1.934384,[177  91] ; [33 10],[180.96463023  87.03536977] ; [29.03536977 13.96463023],0
n1,1,0.165124,1.926667,[37 53] ; [8 5],[39.32038835 50.67961165] ; [5.67961165 7.32038835],0
p12,1,0.172348,1.862402,[ 16 251] ; [ 5 38],[ 18.08709677 248.91290323] ; [ 2.91290323 40.08709677],0
s3,1,0.195277,1.677351,[111 155] ; [22 20],[114.86363636 151.13636364] ; [18.13636364 23.86363636],0
d5,1,0.199713,1.644469,[201  68] ; [36  7],[204.33653846  64.66346154] ; [32.66346154 10.33653846],0
n3,1,0.203272,1.618711,[53 34] ; [11  3],[55.12871287 31.87128713] ; [8.87128713 5.12871287],0
a4,1,0.238342,1.390374,[111 156] ; [22 21],[114.5516129 152.4483871] ; [18.4483871 24.5516129],0
a5,1,0.245512,1.348664,[176  93] ; [32 11],[179.33333333  89.66666667] ; [28.66666667 14.33333333],0
u2,1,0.27544,1.189452,[49 49] ; [8 4],[50.78181818 47.21818182] ; [6.21818182 5.78181818],0
a3,1,0.283042,1.152424,[170  97] ; [31 12],[173.11935484  93.88064516] ; [27.88064516 15.11935484],0
a7,1,0.298333,1.081629,[178  90] ; [32 11],[180.96463023  87.03536977] ; [29.03536977 13.96463023],0
s1,1,0.307944,1.039472,[ 10 257] ; [ 3 39],[ 11.23300971 255.76699029] ; [ 1.76699029 40.23300971],0
u3,1,0.320544,0.986725,[51 48] ; [8 4],[52.62162162 46.37837838] ; [6.37837838 5.62162162],0
a2,1,0.344334,0.894229,[ 54 215] ; [ 6 37],[ 51.73076923 217.26923077] ; [ 8.26923077 34.73076923],0
s5,1,0.402584,0.700594,[ 50 209] ; [10 30],[ 51.97324415 207.02675585] ; [ 8.02675585 31.97324415],0
v3,1,0.404672,0.694399,[ 82 171] ; [16 25],[ 84.33333333 168.66666667] ; [13.66666667 27.33333333],0
b4,1,0.405989,0.690516,[168 101] ; [24 19],[165.53846154 103.46153846] ; [26.46153846 16.53846154],0
a1,1,0.412568,0.67139,[ 14 255] ; [ 1 42],[ 12.93269231 256.06730769] ; [ 2.06730769 40.93269231],0
d3,1,0.428513,0.626849,[158 111] ; [28 15],[160.36538462 108.63461538] ; [25.63461538 17.36538462],0
