Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.012417,6.250375,[55 11] ; [24 15],[49.65714286 16.34285714] ; [29.34285714  9.65714286],0
p9,1,0.012417,6.250375,[55 11] ; [24 15],[49.65714286 16.34285714] ; [29.34285714  9.65714286],0
a7,1,0.042139,4.129619,[54 12] ; [25 14],[49.65714286 16.34285714] ; [29.34285714  9.65714286],0
b1,1,0.071035,3.258933,[16 50] ; [16 23],[20.11428571 45.88571429] ; [11.88571429 27.11428571],0
a4,1,0.088447,2.902415,[22 44] ; [ 7 32],[18.22857143 47.77142857] ; [10.77142857 28.22857143],0
p7,1,0.119577,2.422857,[52 12] ; [25 12],[48.79207921 15.20792079] ; [28.20792079  8.79207921],0
u3,1,0.126671,2.332838,[11 15] ; [13  7],[13.56521739 12.43478261] ; [10.43478261  9.56521739],0
p5,1,0.128452,2.311111,[ 7 58] ; [ 1 38],[ 5. 60.] ; [ 3. 36.],0
r2,1,0.128822,2.306638,[60  4] ; [33  6],[57.78640777  6.21359223] ; [35.21359223  3.78640777],0
n4,1,0.145109,2.122924,[28 38] ; [11 28],[24.51428571 41.48571429] ; [14.48571429 24.51428571],0
a3,1,0.150142,2.070813,[40 26] ; [18 21],[36.45714286 29.54285714] ; [21.54285714 17.45714286],0
p2,1,0.160743,1.967221,[56  8] ; [30  9],[53.4368932 10.5631068] ; [32.5631068  6.4368932],0
n1,1,0.16962,1.886299,[ 3 13] ; [4 5],[ 4.48 11.52] ; [2.52 6.48],0
p10,1,0.172639,1.859875,[49 15] ; [25 14],[45.98058252 18.01941748] ; [28.01941748 10.98058252],0
a5,1,0.198674,1.652098,[47 19] ; [23 16],[44. 22.] ; [26. 13.],0
b5,1,0.2223,1.489463,[36 30] ; [26 13],[38.97142857 27.02857143] ; [23.02857143 15.97142857],0
v4,1,0.241735,1.370448,[61  4] ; [34  5],[59.375  5.625] ; [35.625  3.375],0
r4,1,0.247647,1.336529,[58  8] ; [31  8],[55.94285714 10.05714286] ; [33.05714286  5.94285714],0
s5,1,0.262623,1.254879,[19 43] ; [ 8 31],[16.57425743 45.42574257] ; [10.42574257 28.57425743],0
p12,1,0.28506,1.142809,[ 5 61] ; [ 1 38],[ 3.77142857 62.22857143] ; [ 2.22857143 36.77142857],0
u1,1,0.28506,1.142809,[ 5 61] ; [ 1 38],[ 3.77142857 62.22857143] ; [ 2.22857143 36.77142857],0
s6,1,0.386006,0.751486,[40 24] ; [21 18],[37.90291262 26.09708738] ; [23.09708738 15.90291262],0
s2,1,0.405033,0.693333,[27 38] ; [13 26],[25. 40.] ; [15. 24.],0
p1,1,0.40504,0.693314,[ 5 59] ; [ 5 34],[ 6.21359223 57.78640777] ; [ 3.78640777 35.21359223],0
p3,1,0.405799,0.691074,[36 30] ; [18 21],[33.94285714 32.05714286] ; [20.05714286 18.94285714],0
u2,1,0.414415,0.6661,[13 13] ; [13  8],[14.38297872 11.61702128] ; [11.61702128  9.38297872],0
n2,1,0.431847,0.617851,[10  6] ; [7 2],[10.88  5.12] ; [6.12 2.88],0
p4,1,0.466174,0.531031,[37 29] ; [19 20],[35.2 30.8] ; [20.8 18.2],0
s8,1,0.482094,0.494124,[23 43] ; [11 28],[21.37142857 44.62857143] ; [12.62857143 26.37142857],0
s1,1,0.502063,0.450572,[ 3 63] ; [ 3 36],[ 3.77142857 62.22857143] ; [ 2.22857143 36.77142857],0
a6,1,0.509487,0.43512,[38 28] ; [25 14],[39.6 26.4] ; [23.4 15.6],0
p6,1,0.524726,0.404595,[23 41] ; [11 26],[21.54455446 42.45544554] ; [12.45544554 24.54455446],0
b4,1,0.563817,0.333139,[41 25] ; [22 17],[39.6 26.4] ; [23.4 15.6],0
a1,1,0.587393,0.294433,[ 2 64] ; [ 2 37],[ 2.51428571 63.48571429] ; [ 1.48571429 37.51428571],0
d5,1,0.601523,0.272706,[52 14] ; [29 10],[50.91428571 15.08571429] ; [30.08571429  8.91428571],0
v2,1,0.639424,0.219497,[33 32] ; [17 20],[31.8627451 33.1372549] ; [18.1372549 18.8627451],0
n3,1,0.656005,0.198413,[12  4] ; [6 3],[11.52  4.48] ; [6.48 2.52],0
s7,1,0.688091,0.16116,[24 42] ; [12 25],[23.06796117 42.93203883] ; [12.93203883 24.06796117],0
v1,1,0.705179,0.14314,[26 38] ; [14 24],[25.09803922 38.90196078] ; [14.90196078 23.09803922],0
s4,1,0.741537,0.10878,[10 56] ; [ 5 34],[ 9.42857143 56.57142857] ; [ 5.57142857 33.42857143],0
r3,1,0.746033,0.104895,[62  4] ; [36  3],[61.6  4.4] ; [36.4  2.6],0
d4,1,0.79094,0.070273,[51 15] ; [31  8],[51.54285714 14.45714286] ; [30.45714286  8.54285714],0
a2,1,0.844153,0.038646,[ 6 60] ; [ 4 35],[ 6.28571429 59.71428571] ; [ 3.71428571 35.28571429],0
d3,1,0.855041,0.033376,[48 18] ; [29 10],[48.4 17.6] ; [28.6 10.4],0
d2,1,0.874422,0.024978,[23 43] ; [13 26],[22.62857143 43.37142857] ; [13.37142857 25.62857143],0
s3,1,0.933731,0.006914,[29 35] ; [18 21],[29.2038835 34.7961165] ; [17.7961165 21.2038835],0
b2,1,0.937735,0.006102,[ 7 28] ; [ 5 19],[ 7.11864407 27.88135593] ; [ 4.88135593 19.11864407],0
b3,1,0.937735,0.006102,[ 7 28] ; [ 5 19],[ 7.11864407 27.88135593] ; [ 4.88135593 19.11864407],0
v3,1,0.943665,0.004994,[20 42] ; [12 26],[19.84 42.16] ; [12.16 25.84],0
d1,1,0.981577,0.000533,[34 32] ; [20 19],[33.94285714 32.05714286] ; [20.05714286 18.94285714],0
r1,1,0.989466,0.000174,[49 17] ; [29 10],[49.02857143 16.97142857] ; [28.97142857 10.02857143],0
