Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.00044,12.354403,[366  46] ; [45 17],[357.24050633  54.75949367] ; [53.75949367  8.24050633],1
p4,1,0.002495,9.143925,[258 152] ; [26 35],[247.21868365 162.78131635] ; [36.78131635 24.21868365],0
p3,1,0.00317,8.706713,[209 203] ; [19 43],[198.17721519 213.82278481] ; [29.82278481 32.17721519],0
n6,1,0.005828,7.60262,[371  38] ; [49 13],[364.7133758  44.2866242] ; [55.2866242  6.7133758],0
p8,1,0.010648,6.523137,[234 172] ; [25 37],[224.68803419 181.31196581] ; [34.31196581 27.68803419],0
r3,1,0.016396,5.759879,[402  10] ; [56  5],[398.93446089  13.06553911] ; [59.06553911  1.93446089],0
n5,1,0.022965,5.171164,[318  91] ; [40 22],[310.87473461  98.12526539] ; [47.12526539 14.87473461],0
s4,1,0.025528,4.987694,[ 70 338] ; [18 44],[ 76.39148936 331.60851064] ; [11.60851064 50.39148936],0
p7,1,0.049464,3.859534,[266 135] ; [32 28],[259.21475054 141.78524946] ; [38.78524946 21.21475054],0
s1,1,0.058142,3.5896,[  9 398] ; [ 4 58],[ 11.28144989 395.71855011] ; [ 1.71855011 60.28144989],0
n4,1,0.061515,3.496062,[324  89] ; [42 20],[318.22736842  94.77263158] ; [47.77263158 14.22736842],0
p12,1,0.064535,3.416817,[ 44 368] ; [ 2 60],[ 39.98312236 372.01687764] ; [ 6.01687764 55.98312236],0
v1,1,0.066229,3.374082,[231 170] ; [28 34],[224.3174946 176.6825054] ; [34.6825054 27.3174946],0
u2,1,0.074693,3.176757,[74 51] ; [ 9 14],[70.10135135 54.89864865] ; [12.89864865 10.10135135],0
v4,1,0.083432,2.99674,[399  10] ; [58  4],[396.84288747  12.15711253] ; [60.15711253  1.84288747],0
a5,1,0.173462,1.852768,[307 106] ; [41 21],[302.57684211 110.42315789] ; [45.42315789 16.57684211],0
p9,1,0.193159,1.693357,[399  13] ; [58  4],[397.22362869  14.77637131] ; [59.77637131  2.22362869],0
p1,1,0.213213,1.549475,[ 40 372] ; [ 3 59],[ 37.37552743 374.62447257] ; [ 5.62447257 56.37552743],0
d4,1,0.223072,1.484497,[340  72] ; [55  7],[343.33333333  68.66666667] ; [51.66666667 10.33333333],0
s7,1,0.24269,1.364898,[201 198] ; [24 33],[196.875 202.125] ; [28.125 28.875],0
n1,1,0.302882,1.061463,[26 56] ; [ 4 16],[24.11764706 57.88235294] ; [ 5.88235294 14.11764706],0
u3,1,0.308842,1.035621,[72 54] ; [10 12],[69.81081081 56.18918919] ; [12.18918919  9.81081081],0
r4,1,0.343464,0.897461,[381  32] ; [55  7],[379.09052632  33.90947368] ; [56.90947368  5.09052632],0
b5,1,0.344383,0.894048,[254 159] ; [42 20],[257.36421053 155.63578947] ; [38.63578947 23.36421053],0
s6,1,0.363154,0.826958,[288 119] ; [39 21],[284.98715203 122.01284797] ; [42.01284797 17.98715203],0
