Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.001362,10.25641,[6 6] ; [ 3 33],[2.25 9.75] ; [ 6.75 29.25],0
p1,1,0.015861,5.818182,[3 9] ; [ 1 35],[ 1. 11.] ; [ 3. 33.],0
p3,1,0.033895,4.5,[7 5] ; [ 9 27],[4. 8.] ; [12. 24.],0
b1,1,0.0455,4.0,[3 9] ; [21 15],[6. 6.] ; [18. 18.],0
d4,1,0.047968,3.911111,[11  1] ; [22 14],[8.25 3.75] ; [24.75 11.25],0
n3,1,0.052261,3.767399,[1 2] ; [12  2],[2.29411765 0.70588235] ; [10.70588235  3.29411765],0
n2,1,0.052261,3.767399,[1 2] ; [12  2],[2.29411765 0.70588235] ; [10.70588235  3.29411765],0
r4,1,0.085192,2.962963,[7 5] ; [11 25],[4.5 7.5] ; [13.5 22.5],0
b4,1,0.13057,2.285714,[9 3] ; [18 18],[6.75 5.25] ; [20.25 15.75],0
p4,1,0.13057,2.285714,[9 3] ; [18 18],[6.75 5.25] ; [20.25 15.75],0
s6,1,0.13057,2.285714,[9 3] ; [18 18],[6.75 5.25] ; [20.25 15.75],0
s7,1,0.181746,1.783292,[5 6] ; [ 8 25],[3.25 7.75] ; [ 9.75 23.25],0
p6,1,0.189297,1.723077,[5 7] ; [ 8 28],[3.25 8.75] ; [ 9.75 26.25],0
n4,1,0.232932,1.422868,[9 3] ; [20 16],[7.25 4.75] ; [21.75 14.25],0
a7,1,0.239639,1.382716,[5 7] ; [22 14],[6.75 5.25] ; [20.25 15.75],0
r3,1,0.254488,1.298495,[9 3] ; [31  4],[10.21276596  1.78723404] ; [29.78723404  5.21276596],0
u3,1,0.262193,1.257143,[3 3] ; [ 4 12],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
a4,1,0.271315,1.210084,[ 2 10] ; [12 24],[3.5 8.5] ; [10.5 25.5],0
d3,1,0.315624,1.006993,[5 7] ; [21 15],[6.5 5.5] ; [19.5 16.5],0
b3,1,0.333998,0.933333,[3 5] ; [ 4 16],[2. 6.] ; [ 5. 15.],0
b2,1,0.333998,0.933333,[3 5] ; [ 4 16],[2. 6.] ; [ 5. 15.],0
v1,1,0.394198,0.725953,[6 6] ; [13 23],[4.75 7.25] ; [14.25 21.75],0
d2,1,0.394198,0.725953,[6 6] ; [13 23],[4.75 7.25] ; [14.25 21.75],0
a5,1,0.394198,0.725953,[6 6] ; [23 13],[7.25 4.75] ; [21.75 14.25],0
b5,1,0.404248,0.695652,[5 7] ; [20 16],[6.25 5.75] ; [18.75 17.25],0
a1,1,0.404248,0.695652,[ 1 11] ; [ 1 35],[ 0.5 11.5] ; [ 1.5 34.5],0
p12,1,0.413133,0.669767,[ 2 10] ; [ 3 33],[ 1.25 10.75] ; [ 3.75 32.25],0
u2,1,0.493963,0.467882,[5 1] ; [11  5],[4.36363636 1.63636364] ; [11.63636364  4.36363636],0
p7,1,0.498962,0.457143,[8 4] ; [20 16],[7. 5.] ; [21. 15.],0
s4,1,0.521839,0.410256,[3 9] ; [ 6 30],[2.25 9.75] ; [ 6.75 29.25],0
a8,1,0.551846,0.354021,[ 1 11] ; [ 5 28],[ 1.6 10.4] ; [ 4.4 28.6],0
p2,1,0.551965,0.353808,[10  2] ; [27  9],[9.25 2.75] ; [27.75  8.25],0
v2,1,0.559378,0.340782,[5 7] ; [18 17],[5.87234043 6.12765957] ; [17.12765957 17.87234043],0
d1,1,0.589639,0.290909,[3 9] ; [12 24],[3.75 8.25] ; [11.25 24.75],0
r1,1,0.601163,0.273245,[5 7] ; [12 24],[4.25 7.75] ; [12.75 23.25],0
d5,1,0.609199,0.261343,[8 4] ; [21 15],[7.25 4.75] ; [21.75 14.25],0
s3,1,0.674332,0.176577,[3 9] ; [11 24],[3.57446809 8.42553191] ; [10.42553191 24.57446809],0
n6,1,0.713858,0.134454,[9 3] ; [25 11],[8.5 3.5] ; [25.5 10.5],0
n5,1,0.713858,0.134454,[8 4] ; [26 10],[8.5 3.5] ; [25.5 10.5],0
p9,1,0.714955,0.133378,[9 3] ; [28  7],[9.44680851 2.55319149] ; [27.55319149  7.44680851],0
a6,1,0.738005,0.111888,[6 6] ; [20 16],[6.5 5.5] ; [19.5 16.5],0
a3,1,0.738005,0.111888,[6 6] ; [20 16],[6.5 5.5] ; [19.5 16.5],0
s2,1,0.755598,0.096887,[4 8] ; [10 25],[3.57446809 8.42553191] ; [10.42553191 24.57446809],0
v3,1,0.851251,0.035165,[3 9] ; [10 26],[3.25 8.75] ; [ 9.75 26.25],0
v4,1,0.861675,0.030361,[8 4] ; [23 13],[7.75 4.25] ; [23.25 12.75],0
n1,1,0.93758,0.006133,[1 2] ; [5 9],[1.05882353 1.94117647] ; [4.94117647 9.05882353],0
p10,1,0.960944,0.002398,[9 3] ; [26  9],[8.93617021 3.06382979] ; [26.06382979  8.93617021],0
s8,1,1.0,0.0,[4 8] ; [12 24],[4. 8.] ; [12. 24.],0
p8,1,1.0,0.0,[6 6] ; [18 18],[6. 6.] ; [18. 18.],0
