Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,7e-05,15.812484,[17 41] ; [75 48],[29.48066298 28.51933702] ; [62.51933702 60.48066298],1
v4,1,0.004644,8.013122,[46 11] ; [116   7],[51.3  5.7] ; [110.7  12.3],0
n4,1,0.00967,6.694756,[28 30] ; [84 39],[35.88950276 22.11049724] ; [76.11049724 46.88950276],0
s7,1,0.040248,4.207417,[12 41] ; [46 73],[17.87209302 35.12790698] ; [40.12790698 78.87209302],0
p11,1,0.052037,3.774584,[25 33] ; [72 51],[31.08287293 26.91712707] ; [65.91712707 57.08287293],0
s8,1,0.057717,3.6018,[10 48] ; [37 84],[15.22905028 42.77094972] ; [31.77094972 89.22905028],0
u1,1,0.080161,3.061638,[ 5 53] ; [ 23 100],[ 8.97237569 49.02762431] ; [ 19.02762431 103.97237569],0
d1,1,0.097553,2.745106,[23 35] ; [65 58],[28.19889503 29.80110497] ; [59.80110497 63.19889503],0
v3,1,0.160648,1.968114,[11 41] ; [38 82],[14.81395349 37.18604651] ; [34.18604651 85.81395349],0
s6,1,0.186341,1.746311,[26 32] ; [67 54],[30.13407821 27.86592179] ; [62.86592179 58.13407821],0
p12,1,0.18878,1.727116,[ 2 55] ; [  1 122],[ 0.95 56.05] ; [  2.05 120.95],0
u3,1,0.195648,1.674565,[15  8] ; [25 26],[12.43243243 10.56756757] ; [27.56756757 23.43243243],0
s1,1,0.204662,1.608786,[ 5 52] ; [  5 117],[ 3.18435754 53.81564246] ; [  6.81564246 115.18435754],0
p5,1,0.225631,1.46819,[ 1 57] ; [  7 116],[ 2.56353591 55.43646409] ; [  5.43646409 117.56353591],0
a1,1,0.225631,1.46819,[ 1 57] ; [  7 116],[ 2.56353591 55.43646409] ; [  5.43646409 117.56353591],0
d2,1,0.262026,1.258023,[25 32] ; [65 58],[28.5 28.5] ; [61.5 61.5],0
u2,1,0.282302,1.155975,[12 10] ; [20 29],[ 9.91549296 12.08450704] ; [22.08450704 26.91549296],0
d3,1,0.299219,1.077672,[32 25] ; [79 44],[35.15 21.85] ; [75.85 47.15],0
p9,1,0.309121,1.034427,[19 39] ; [48 70],[22.07954545 35.92045455] ; [44.92045455 73.07954545],0
p1,1,0.317207,1.000428,[ 5 52] ; [  6 116],[ 3.5027933 53.4972067] ; [  7.4972067 114.5027933],0
p8,1,0.351444,0.868237,[17 41] ; [44 77],[19.76536313 38.23463687] ; [41.23463687 79.76536313],0
p4,1,0.364825,0.821217,[22 36] ; [55 67],[24.81111111 33.18888889] ; [52.18888889 69.81111111],0
b1,1,0.377965,0.777312,[30 28] ; [55 68],[27.23756906 30.76243094] ; [57.76243094 65.23756906],0
p2,1,0.408459,0.683283,[36 22] ; [84 39],[38.45303867 19.54696133] ; [81.54696133 41.45303867],0
p6,1,0.408884,0.682044,[13 43] ; [35 85],[15.27272727 40.72727273] ; [32.72727273 87.27272727],0
u4,1,0.411699,0.67389,[ 1 57] ; [  5 118],[ 1.92265193 56.07734807] ; [  4.07734807 118.92265193],0
a6,1,0.42812,0.627918,[36 21] ; [70 53],[33.56666667 23.43333333] ; [72.43333333 50.56666667],0
r1,1,0.436173,0.606331,[45 13] ; [88 34],[42.85555556 15.14444444] ; [90.14444444 31.85555556],0
p7,1,0.47116,0.519255,[24 34] ; [57 64],[26.24581006 31.75418994] ; [54.75418994 66.24581006],0
s5,1,0.472487,0.516155,[ 9 46] ; [25 94],[10.74712644 44.25287356] ; [23.25287356 95.74712644],0
a4,1,0.510917,0.432189,[22 36] ; [53 70],[24.03314917 33.96685083] ; [50.96685083 72.03314917],0
d5,1,0.514269,0.425371,[40 17] ; [92 31],[41.8 15.2] ; [90.2 32.8],0
s2,1,0.53668,0.381728,[19 39] ; [45 75],[20.85393258 37.14606742] ; [43.14606742 76.85393258],0
a8,1,0.544208,0.367796,[ 6 48] ; [16 94],[ 7.24390244 46.75609756] ; [14.75609756 95.24390244],0
a5,1,0.578953,0.307931,[36 22] ; [71 52],[34.28729282 23.71270718] ; [72.71270718 50.28729282],0
s3,1,0.601729,0.272395,[29 29] ; [55 65],[27.37078652 30.62921348] ; [56.62921348 63.37078652],0
n3,1,0.603037,0.270439,[18  7] ; [27 14],[17.04545455  7.95454545] ; [27.95454545 13.04545455],0
b5,1,0.619191,0.247006,[36 22] ; [81 42],[37.49171271 20.50828729] ; [79.50828729 43.49171271],0
r2,1,0.636024,0.223979,[52  6] ; [112  10],[52.84444444  5.15555556] ; [111.15555556  10.84444444],0
r4,1,0.650802,0.204891,[48 10] ; [105  18],[49.02762431  8.97237569] ; [103.97237569  19.02762431],0
a7,1,0.69736,0.151233,[36 22] ; [80 43],[37.17127072 20.82872928] ; [78.82872928 44.17127072],0
b3,1,0.722563,0.12605,[10 27] ; [23 53],[10.80530973 26.19469027] ; [22.19469027 53.80530973],0
b2,1,0.722563,0.12605,[10 27] ; [23 53],[10.80530973 26.19469027] ; [22.19469027 53.80530973],0
v2,1,0.743971,0.106667,[24 31] ; [56 65],[25. 30.] ; [55. 66.],0
n2,1,0.772967,0.08323,[18  9] ; [28 12],[18.53731343  8.46268657] ; [27.46268657 12.53731343],0
n1,1,0.77515,0.081593,[10 16] ; [14 26],[ 9.45454545 16.54545455] ; [14.54545455 25.45454545],0
b4,1,0.80636,0.060086,[36 22] ; [74 49],[35.24861878 22.75138122] ; [74.75138122 48.24861878],0
a2,1,0.830664,0.045732,[11 47] ; [25 98],[11.5359116 46.4640884] ; [24.4640884 98.5359116],0
d4,1,0.842343,0.03956,[44 12] ; [95 28],[43.48603352 12.51396648] ; [95.51396648 27.48603352],0
a3,1,0.865297,0.028776,[35 23] ; [72 50],[34.47777778 23.52222222] ; [72.52222222 49.47777778],0
p3,1,0.914633,0.011491,[19 38] ; [42 81],[19.31666667 37.68333333] ; [41.68333333 81.31666667],0
s4,1,0.932916,0.007086,[ 8 50] ; [ 16 104],[ 7.82022472 50.17977528] ; [ 16.17977528 103.82022472],0
v1,1,0.964877,0.001939,[23 35] ; [48 72],[23.13483146 34.86516854] ; [47.86516854 72.13483146],0
