Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.4e-05,17.176224,[40 17] ; [143 208],[25.56617647 31.43382353] ; [157.43382353 193.56617647],1
s2,1,0.00017,14.136865,[29 29] ; [ 91 262],[16.93430657 41.06569343] ; [103.06569343 249.93430657],1
s3,1,0.004705,7.989317,[33 26] ; [127 221],[23.19410319 35.80589681] ; [136.80589681 211.19410319],0
s7,1,0.017444,5.651112,[19 39] ; [ 64 273],[12.18734177 45.81265823] ; [ 70.81265823 266.18734177],0
d1,1,0.03146,4.627664,[20 40] ; [171 183],[27.68115942 32.31884058] ; [163.31884058 190.68115942],0
b1,1,0.03451,4.469274,[15 45] ; [139 215],[22.31884058 37.68115942] ; [131.68115942 222.31884058],0
n6,1,0.037684,4.319243,[51  9] ; [253  97],[44.48780488 15.51219512] ; [259.51219512  90.48780488],0
a2,1,0.041622,4.150525,[ 4 56] ; [ 60 294],[ 9.27536232 50.72463768] ; [ 54.72463768 299.27536232],0
s5,1,0.045451,4.001815,[17 40] ; [ 64 284],[11.4 45.6] ; [ 69.6 278.4],0
p8,1,0.047324,3.93382,[14 44] ; [132 219],[20.70415648 37.29584352] ; [125.29584352 225.70415648],0
n4,1,0.049417,3.861132,[33 27] ; [240 113],[39.66101695 20.33898305] ; [233.33898305 119.66101695],0
a8,1,0.059365,3.555033,[ 2 53] ; [ 40 287],[ 6.04712042 48.95287958] ; [ 35.95287958 291.04712042],0
a4,1,0.063532,3.442697,[16 44] ; [138 214],[22.42718447 37.57281553] ; [131.57281553 220.42718447],0
d2,1,0.072249,3.231171,[17 43] ; [142 208],[23.26829268 36.73170732] ; [135.73170732 214.26829268],0
a6,1,0.090825,2.859691,[33 27] ; [234 119],[38.78934625 21.21065375] ; [228.21065375 124.78934625],0
p1,1,0.120562,2.409999,[ 1 59] ; [ 24 326],[ 3.65853659 56.34146341] ; [ 21.34146341 328.65853659],0
d4,1,0.123891,2.367432,[41 19] ; [272  79],[45.69343066 14.30656934] ; [267.30656934  83.69343066],0
p4,1,0.170846,1.875502,[19 41] ; [144 207],[23.79562044 36.20437956] ; [139.20437956 211.79562044],0
b2,1,0.174033,1.847858,[ 5 25] ; [ 55 138],[ 8.07174888 21.92825112] ; [ 51.92825112 141.07174888],0
b3,1,0.174033,1.847858,[ 5 25] ; [ 55 138],[ 8.07174888 21.92825112] ; [ 51.92825112 141.07174888],0
r1,1,0.177555,1.817968,[37 23] ; [247 104],[41.45985401 18.54014599] ; [242.54014599 108.45985401],0
d3,1,0.179208,1.804176,[42 18] ; [215 138],[37.33656174 22.66343826] ; [219.66343826 133.33656174],0
v1,1,0.230138,1.440008,[20 40] ; [143 201],[24.20792079 35.79207921] ; [138.79207921 205.20792079],0
s1,1,0.272835,1.202436,[ 4 55] ; [ 13 338],[ 2.44634146 56.55365854] ; [ 14.55365854 336.44634146],0
v2,1,0.279491,1.169561,[23 35] ; [159 177],[26.79187817 31.20812183] ; [155.20812183 180.79187817],0
u1,1,0.281619,1.159262,[ 4 56] ; [ 40 314],[ 6.37681159 53.62318841] ; [ 37.62318841 316.37681159],0
p7,1,0.282438,1.155322,[22 37] ; [155 191],[25.78518519 33.21481481] ; [151.21481481 194.78518519],0
p11,1,0.341916,0.903233,[38 22] ; [246 108],[41.15942029 18.84057971] ; [242.84057971 111.15942029],0
n1,1,0.364107,0.823677,[ 5 16] ; [32 62],[ 6.75652174 14.24347826] ; [30.24347826 63.75652174],0
n5,1,0.383187,0.760453,[36 24] ; [231 120],[38.97810219 21.02189781] ; [228.02189781 122.97810219],0
