Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6e-06,20.54519,[22 16] ; [ 5 40],[12.36144578 25.63855422] ; [14.63855422 30.36144578],1
p11,1,0.000123,14.748593,[36  4] ; [25 23],[27.72727273 12.27272727] ; [33.27272727 14.72727273],1
r4,1,0.000538,11.977778,[37  3] ; [29 19],[30. 10.] ; [36. 12.],1
a5,1,0.000563,11.895172,[34  6] ; [24 24],[26.36363636 13.63636364] ; [31.63636364 16.36363636],1
n6,1,0.002724,8.983755,[33  7] ; [25 23],[26.36363636 13.63636364] ; [31.63636364 16.36363636],0
p10,1,0.002861,8.894362,[34  6] ; [26 21],[27.5862069 12.4137931] ; [32.4137931 14.5862069],0
r3,1,0.003057,8.772923,[39  1] ; [36 12],[34.09090909  5.90909091] ; [40.90909091  7.09090909],0
a3,1,0.003851,8.352926,[33  7] ; [25 22],[26.66666667 13.33333333] ; [31.33333333 15.66666667],0
b3,1,0.006928,7.291667,[17 11] ; [ 7 21],[12. 16.] ; [12. 16.],0
b2,1,0.006928,7.291667,[17 11] ; [ 7 21],[12. 16.] ; [12. 16.],0
s8,1,0.007458,7.159196,[17 23] ; [ 8 40],[11.36363636 28.63636364] ; [13.63636364 34.36363636],0
r1,1,0.010908,6.480307,[32  8] ; [26 22],[26.36363636 13.63636364] ; [31.63636364 16.36363636],0
d1,1,0.011318,6.414769,[25 15] ; [17 31],[19.09090909 20.90909091] ; [22.90909091 25.09090909],0
b5,1,0.017547,5.640792,[14 26] ; [29 19],[19.54545455 20.45454545] ; [23.45454545 24.54545455],0
v1,1,0.02742,4.864176,[22 17] ; [15 31],[16.97647059 22.02352941] ; [20.02352941 25.97647059],0
p2,1,0.032643,4.564395,[33  7] ; [29 18],[28.50574713 11.49425287] ; [33.49425287 13.50574713],0
d5,1,0.04308,4.092262,[30 10] ; [26 22],[25.45454545 14.54545455] ; [30.54545455 17.45454545],0
p4,1,0.046645,3.95815,[23 17] ; [17 30],[18.3908046 21.6091954] ; [21.6091954 25.3908046],0
p8,1,0.055794,3.658191,[19 21] ; [13 34],[14.71264368 25.28735632] ; [17.28735632 29.71264368],0
p3,1,0.064803,3.409977,[21 18] ; [16 31],[16.77906977 22.22093023] ; [20.22093023 26.77906977],0
v4,1,0.065961,3.380781,[37  3] ; [36 10],[33.95348837  6.04651163] ; [39.04651163  6.95348837],0
p6,1,0.071283,3.253237,[14 25] ; [ 9 39],[10.31034483 28.68965517] ; [12.68965517 35.31034483],0
n4,1,0.073193,3.209926,[32  8] ; [30 18],[28.18181818 11.81818182] ; [33.81818182 14.18181818],0
r2,1,0.074501,3.180965,[39  1] ; [40  6],[36.74418605  3.25581395] ; [42.25581395  3.74418605],0
a8,1,0.106423,2.606545,[ 2 38] ; [ 7 37],[ 4.28571429 35.71428571] ; [ 4.71428571 39.28571429],0
p7,1,0.12542,2.348294,[27 13] ; [23 22],[23.52941176 16.47058824] ; [26.47058824 18.52941176],0
n5,1,0.143977,2.134934,[29 11] ; [27 20],[25.74712644 14.25287356] ; [30.25287356 16.74712644],0
b4,1,0.1713,1.871528,[25 15] ; [23 25],[21.81818182 18.18181818] ; [26.18181818 21.81818182],0
a2,1,0.177384,1.819409,[ 6 34] ; [ 3 45],[ 4.09090909 35.90909091] ; [ 4.90909091 43.09090909],0
a7,1,0.184625,1.76,[28 12] ; [27 21],[25. 15.] ; [30. 18.],0
s5,1,0.194732,1.681447,[ 8 29] ; [ 5 40],[ 5.86585366 31.13414634] ; [ 7.13414634 37.86585366],0
b1,1,0.263061,1.252578,[18 22] ; [16 32],[15.45454545 24.54545455] ; [18.54545455 29.45454545],0
u2,1,0.273082,1.201198,[2 5] ; [12 11],[3.26666667 3.73333333] ; [10.73333333 12.26666667],0
d3,1,0.348702,0.878174,[28 12] ; [29 19],[25.90909091 14.09090909] ; [31.09090909 16.90909091],0
d4,1,0.358772,0.842187,[31  9] ; [33 15],[29.09090909 10.90909091] ; [34.90909091 13.09090909],0
s2,1,0.391805,0.733333,[22 18] ; [22 26],[20. 20.] ; [24. 24.],0
n2,1,0.412494,0.671601,[6 3] ; [13  3],[6.84 2.16] ; [12.16  3.84],0
p9,1,0.427239,0.630317,[29 11] ; [31 17],[27.27272727 12.72727273] ; [32.72727273 15.27272727],0
u1,1,0.520671,0.412564,[ 5 35] ; [ 4 44],[ 4.09090909 35.90909091] ; [ 4.90909091 43.09090909],0
n1,1,0.55409,0.350041,[3 4] ; [9 7],[3.65217391 3.34782609] ; [8.34782609 7.65217391],0
s1,1,0.557384,0.344255,[ 2 37] ; [ 4 44],[ 2.68965517 36.31034483] ; [ 3.31034483 44.68965517],0
s7,1,0.576577,0.311801,[15 24] ; [14 29],[13.79268293 25.20731707] ; [15.20731707 27.79268293],0
d2,1,0.583347,0.300855,[19 21] ; [20 28],[17.72727273 22.27272727] ; [21.27272727 26.72727273],0
p5,1,0.613893,0.254545,[ 1 39] ; [ 2 42],[ 1.42857143 38.57142857] ; [ 1.57142857 42.42857143],0
a4,1,0.683686,0.166006,[15 25] ; [16 32],[14.09090909 25.90909091] ; [16.90909091 31.09090909],0
s4,1,0.712913,0.135385,[ 4 36] ; [ 6 42],[ 4.54545455 35.45454545] ; [ 5.45454545 42.54545455],0
n3,1,0.727943,0.121008,[6 3] ; [11  4],[6.375 2.625] ; [10.625  4.375],0
a1,1,0.816815,0.053659,[ 3 37] ; [ 3 45],[ 2.72727273 37.27272727] ; [ 3.27272727 44.72727273],0
p1,1,0.868718,0.02732,[ 2 38] ; [ 2 45],[ 1.83908046 38.16091954] ; [ 2.16091954 44.83908046],0
a6,1,0.96828,0.001581,[24 16] ; [29 19],[24.09090909 15.90909091] ; [28.90909091 19.09090909],0
u3,1,0.976835,0.000843,[3 4] ; [10 13],[3.03333333 3.96666667] ; [ 9.96666667 13.03333333],0
