Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.995232,[44 10] ; [ 4 33],[28.48351648 25.51648352] ; [19.51648352 17.48351648],1
s6,1,1.3e-05,19.068036,[51  3] ; [19 15],[42.95454545 11.04545455] ; [27.04545455  6.95454545],1
s7,1,2.4e-05,17.805228,[46  7] ; [14 18],[37.41176471 15.58823529] ; [22.58823529  9.41176471],1
s8,1,0.000165,14.196468,[39 14] ; [12 24],[30.37078652 22.62921348] ; [20.62921348 15.37078652],1
p6,1,0.004724,7.98215,[36 16] ; [14 22],[29.54545455 22.45454545] ; [20.45454545 15.54545455],0
r2,1,0.008026,7.027664,[51  2] ; [29  8],[47.11111111  5.88888889] ; [32.88888889  4.11111111],0
r1,1,0.012111,6.294555,[47  7] ; [24 13],[42.13186813 11.86813187] ; [28.86813187  8.13186813],0
d1,1,0.026564,4.918919,[36 18] ; [16 21],[30.85714286 23.14285714] ; [21.14285714 15.85714286],0
p4,1,0.047754,3.918639,[48  5] ; [27  9],[44.66292135  8.33707865] ; [30.33707865  5.66292135],0
u2,1,0.072143,3.233566,[6 7] ; [9 2],[8.125 4.875] ; [6.875 4.125],0
d5,1,0.094128,2.802314,[45  8] ; [26 11],[41.81111111 11.18888889] ; [29.18888889  7.81111111],0
d3,1,0.095648,2.776645,[39 14] ; [21 16],[35.33333333 17.66666667] ; [24.66666667 12.33333333],0
n5,1,0.097993,2.737908,[50  4] ; [30  7],[47.47252747  6.52747253] ; [32.52747253  4.47252747],0
n4,1,0.097993,2.737908,[50  4] ; [30  7],[47.47252747  6.52747253] ; [32.52747253  4.47252747],0
u1,1,0.111272,2.536059,[11 43] ; [ 3 34],[ 8.30769231 45.69230769] ; [ 5.69230769 31.30769231],0
p8,1,0.120507,2.410714,[45  9] ; [25 11],[42. 12.] ; [28.  8.],0
p3,1,0.140664,2.170684,[43 10] ; [25 12],[40.04444444 12.95555556] ; [27.95555556  9.04444444],0
a5,1,0.142108,2.154982,[38 16] ; [31  6],[40.94505495 13.05494505] ; [28.05494505  8.94505495],0
b5,1,0.153235,2.039752,[21 33] ; [20 17],[24.32967033 29.67032967] ; [16.67032967 20.32967033],0
a2,1,0.160126,1.973033,[12 42] ; [ 4 33],[ 9.49450549 44.50549451] ; [ 6.50549451 30.49450549],0
p12,1,0.160954,1.965241,[16 38] ; [ 6 30],[13.2 40.8] ; [ 8.8 27.2],0
p10,1,0.161962,1.955813,[45  8] ; [34  2],[47.04494382  5.95505618] ; [31.95505618  4.04494382],0
a6,1,0.16208,1.954713,[28 25] ; [25 12],[31.21111111 21.78888889] ; [21.78888889 15.21111111],0
p11,1,0.163313,1.943277,[44 10] ; [34  3],[46.28571429  7.71428571] ; [31.71428571  5.28571429],0
s5,1,0.168721,1.89427,[35 17] ; [19 17],[31.90909091 20.09090909] ; [22.09090909 13.90909091],0
n1,1,0.169686,1.885714,[9 6] ; [2 5],[7.5 7.5] ; [3.5 3.5],0
v4,1,0.179622,1.800746,[52  2] ; [33  4],[50.43956044  3.56043956] ; [34.56043956  2.43956044],0
p1,1,0.181602,1.784462,[17 37] ; [ 7 30],[14.24175824 39.75824176] ; [ 9.75824176 27.24175824],0
r3,1,0.187889,1.734092,[51  3] ; [32  5],[49.25274725  4.74725275] ; [33.74725275  3.25274725],0
s1,1,0.215728,1.532563,[ 5 49] ; [ 1 36],[ 3.56043956 50.43956044] ; [ 2.43956044 34.56043956],0
a4,1,0.217894,1.518185,[26 28] ; [13 24],[23.14285714 30.85714286] ; [15.85714286 21.14285714],0
v1,1,0.223361,1.482648,[37 16] ; [20 15],[34.32954545 18.67045455] ; [22.67045455 12.32954545],0
a8,1,0.294386,1.099454,[10 40] ; [ 4 31],[ 8.23529412 41.76470588] ; [ 5.76470588 29.23529412],0
r4,1,0.317314,0.999984,[49  5] ; [31  6],[47.47252747  6.52747253] ; [32.52747253  4.47252747],0
d2,1,0.330381,0.947403,[27 26] ; [15 22],[24.73333333 28.26666667] ; [17.26666667 19.73333333],0
n6,1,0.348488,0.878955,[50  3] ; [32  4],[48.83146067  4.16853933] ; [33.16853933  2.83146067],0
b1,1,0.355429,0.853979,[21 33] ; [18 19],[23.14285714 30.85714286] ; [15.85714286 21.14285714],0
n2,1,0.362656,0.828676,[12  3] ; [5 3],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
b4,1,0.374513,0.788635,[30 24] ; [24 13],[32.04395604 21.95604396] ; [21.95604396 15.04395604],0
b2,1,0.394121,0.726189,[19 23] ; [14 11],[20.68656716 21.31343284] ; [12.31343284 12.68656716],0
