Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.356098,[28 10] ; [ 7 31],[17.5 20.5] ; [17.5 20.5],1
p6,1,0.000713,11.454869,[16 22] ; [ 3 34],[ 9.62666667 28.37333333] ; [ 9.37333333 27.62666667],1
p8,1,0.002364,9.243163,[23 14] ; [10 27],[16.5 20.5] ; [16.5 20.5],0
n5,1,0.003714,8.418462,[31  7] ; [19 19],[25. 13.] ; [25. 13.],0
s8,1,0.008378,6.950869,[19 19] ; [ 8 30],[13.5 24.5] ; [13.5 24.5],0
n4,1,0.018938,5.507246,[28 10] ; [18 20],[23. 15.] ; [23. 15.],0
a5,1,0.018938,5.507246,[28 10] ; [18 20],[23. 15.] ; [23. 15.],0
d1,1,0.021599,5.277778,[23 15] ; [13 25],[18. 20.] ; [18. 20.],0
p2,1,0.02439,5.066667,[34  4] ; [26 12],[30.  8.] ; [30.  8.],0
a2,1,0.032976,4.547009,[10 28] ; [ 3 35],[ 6.5 31.5] ; [ 6.5 31.5],0
p7,1,0.037445,4.330061,[26 12] ; [16 20],[21.56756757 16.43243243] ; [20.43243243 15.56756757],0
p11,1,0.043029,4.094276,[31  7] ; [23 15],[27. 11.] ; [27. 11.],0
s6,1,0.043029,4.094276,[31  7] ; [23 15],[27. 11.] ; [27. 11.],0
b4,1,0.066457,3.368421,[23 15] ; [15 23],[19. 19.] ; [19. 19.],0
s3,1,0.073214,3.209459,[26 11] ; [19 19],[22.2 14.8] ; [22.8 15.2],0
r1,1,0.080491,3.054963,[30  8] ; [23 15],[26.5 11.5] ; [26.5 11.5],0
n1,1,0.081481,3.035102,[4 3] ; [ 3 12],[2.22727273 4.77272727] ; [ 4.77272727 10.22727273],0
a4,1,0.087445,2.920784,[16 22] ; [ 9 29],[12.5 25.5] ; [12.5 25.5],0
d5,1,0.091555,2.846822,[32  6] ; [25 12],[28.88  9.12] ; [28.12  8.88],0
a6,1,0.093398,2.814815,[28 10] ; [21 17],[24.5 13.5] ; [24.5 13.5],0
b1,1,0.098343,2.732208,[18 20] ; [11 27],[14.5 23.5] ; [14.5 23.5],0
a7,1,0.110433,2.548012,[30  8] ; [23 14],[26.85333333 11.14666667] ; [26.14666667 10.85333333],0
r3,1,0.160275,1.971633,[35  3] ; [30  7],[32.93333333  5.06666667] ; [32.06666667  4.93333333],0
p10,1,0.163055,1.945659,[31  7] ; [25 12],[28.37333333  9.62666667] ; [27.62666667  9.37333333],0
d4,1,0.199638,1.645022,[30  8] ; [25 13],[27.5 10.5] ; [27.5 10.5],0
u1,1,0.208281,1.583333,[ 8 30] ; [ 4 34],[ 6. 32.] ; [ 6. 32.],0
r4,1,0.280482,1.164751,[31  7] ; [27 11],[29.  9.] ; [29.  9.],0
n6,1,0.285777,1.139412,[31  6] ; [28 10],[29.10666667  7.89333333] ; [29.89333333  8.10666667],0
p1,1,0.304231,1.055556,[ 3 35] ; [ 1 37],[ 2. 36.] ; [ 2. 36.],0
v3,1,0.340931,0.906926,[ 7 29] ; [11 27],[ 8.75675676 27.24324324] ; [ 9.24324324 28.75675676],0
d2,1,0.341508,0.904762,[16 22] ; [12 26],[14. 24.] ; [14. 24.],0
p9,1,0.398893,0.711661,[29  9] ; [25 12],[27.36 10.64] ; [26.64 10.36],0
s2,1,0.410661,0.676887,[22 15] ; [19 19],[20.22666667 16.77333333] ; [20.77333333 17.22666667],0
n2,1,0.421374,0.646479,[5 2] ; [8 7],[4.13636364 2.86363636] ; [8.86363636 6.13636364],0
v1,1,0.421923,0.644952,[16 21] ; [13 25],[14.30666667 22.69333333] ; [14.69333333 23.30666667],0
v4,1,0.430637,0.621105,[35  3] ; [32  5],[33.94666667  4.05333333] ; [33.05333333  3.94666667],0
b5,1,0.463899,0.536471,[24 14] ; [27 11],[25.5 12.5] ; [25.5 12.5],0
d3,1,0.553906,0.350365,[29  9] ; [26 11],[27.86666667 10.13333333] ; [27.13333333  9.86666667],0
b3,1,0.573794,0.316375,[ 3 18] ; [ 4 15],[ 3.675 17.325] ; [ 3.325 15.675],0
b2,1,0.573794,0.316375,[ 3 18] ; [ 4 15],[ 3.675 17.325] ; [ 3.325 15.675],0
u3,1,0.618757,0.247619,[8 4] ; [8 6],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
a3,1,0.628687,0.233846,[26 12] ; [24 14],[25. 13.] ; [25. 13.],0
s7,1,0.638859,0.220238,[17 20] ; [15 22],[16. 21.] ; [16. 21.],0
u2,1,0.715697,0.132653,[6 6] ; [6 8],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
r2,1,0.963872,0.002052,[33  5] ; [32  5],[32.93333333  5.06666667] ; [32.06666667  4.93333333],0
a8,1,0.976864,0.000841,[ 2 34] ; [ 2 33],[ 2.02816901 33.97183099] ; [ 1.97183099 33.02816901],0
s1,1,0.978133,0.000751,[ 2 36] ; [ 2 35],[ 2.02666667 35.97333333] ; [ 1.97333333 35.02666667],0
v2,1,1.0,0.0,[15 22] ; [15 22],[15. 22.] ; [15. 22.],0
