Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,25.574182,[34 32] ; [ 8 62],[20.38235294 45.61764706] ; [21.61764706 48.38235294],1
d5,1,1e-06,25.042671,[56 11] ; [29 40],[41.875 25.125] ; [43.125 25.875],1
a3,1,1e-06,23.994614,[50 17] ; [23 47],[35.70072993 31.29927007] ; [37.29927007 32.70072993],1
d1,1,7e-06,20.134973,[36 31] ; [12 58],[23.47445255 43.52554745] ; [24.52554745 45.47445255],1
a6,1,1.9e-05,18.294454,[51 16] ; [28 42],[38.6350365 28.3649635] ; [40.3649635 29.6350365],1
d2,1,0.000218,13.669277,[36 29] ; [17 53],[25.51851852 39.48148148] ; [27.48148148 42.51851852],1
d4,1,0.000499,12.118015,[51 16] ; [33 37],[41.08029197 25.91970803] ; [42.91970803 27.08029197],1
n4,1,0.017116,5.684401,[46 21] ; [34 36],[39.12408759 27.87591241] ; [40.87591241 29.12408759],0
s7,1,0.019441,5.461431,[23 39] ; [13 56],[17.03816794 44.96183206] ; [18.96183206 50.03816794],0
p3,1,0.026401,4.929557,[26 41] ; [15 55],[20.05109489 46.94890511] ; [20.94890511 49.05109489],0
p4,1,0.027163,4.880437,[32 34] ; [21 49],[25.72058824 40.27941176] ; [27.27941176 42.72058824],0
n5,1,0.027706,4.846252,[47 19] ; [37 33],[40.76470588 25.23529412] ; [43.23529412 26.76470588],0
s6,1,0.032864,4.552842,[32 35] ; [21 49],[25.91970803 41.08029197] ; [27.08029197 42.91970803],0
p9,1,0.054589,3.694611,[49 16] ; [40 27],[43.82575758 21.17424242] ; [45.17424242 21.82575758],0
p10,1,0.062313,3.474729,[44 22] ; [34 33],[38.70676692 27.29323308] ; [39.29323308 27.70676692],0
d3,1,0.070586,3.26933,[39 28] ; [29 39],[33.74814815 33.25185185] ; [34.25185185 33.74814815],0
n1,1,0.082187,3.021117,[13 16] ; [ 5 18],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
u1,1,0.084485,2.976446,[ 5 62] ; [ 1 69],[ 2.93430657 64.06569343] ; [ 3.06569343 66.93430657],0
s8,1,0.116814,2.459527,[19 48] ; [12 58],[15.16058394 51.83941606] ; [15.83941606 54.16058394],0
b3,1,0.12263,2.383407,[18 22] ; [12 30],[14.63414634 25.36585366] ; [15.36585366 26.63414634],0
b2,1,0.12263,2.383407,[18 22] ; [12 30],[14.63414634 25.36585366] ; [15.36585366 26.63414634],0
s2,1,0.143624,2.138697,[25 42] ; [18 52],[21.02919708 45.97080292] ; [21.97080292 48.02919708],0
p2,1,0.147573,2.09716,[38 28] ; [48 21],[42.04444444 23.95555556] ; [43.95555556 25.04444444],0
s1,1,0.151391,2.058179,[ 4 62] ; [ 1 69],[ 2.42647059 63.57352941] ; [ 2.57352941 67.42647059],0
a1,1,0.197544,1.660436,[ 8 59] ; [ 4 66],[ 5.86861314 61.13138686] ; [ 6.13138686 63.86861314],0
b4,1,0.207753,1.587016,[34 33] ; [43 27],[37.65693431 29.34306569] ; [39.34306569 30.65693431],0
r2,1,0.216373,1.528266,[50 13] ; [49 21],[46.89473684 16.10526316] ; [52.10526316 17.89473684],0
u3,1,0.232378,1.426248,[7 9] ; [13 34],[ 5.07936508 10.92063492] ; [14.92063492 32.07936508],0
s5,1,0.266508,1.234635,[14 49] ; [10 58],[11.54198473 51.45801527] ; [12.45801527 55.54198473],0
s4,1,0.269556,1.219003,[12 55] ; [18 52],[14.67153285 52.32846715] ; [15.32846715 54.67153285],0
b5,1,0.27869,1.173466,[36 31] ; [44 26],[39.12408759 27.87591241] ; [40.87591241 29.12408759],0
a8,1,0.350322,0.872289,[ 5 62] ; [ 8 57],[ 6.59848485 60.40151515] ; [ 6.40151515 58.59848485],0
n3,1,0.436339,0.605891,[22  9] ; [14  9],[20.66666667 10.33333333] ; [15.33333333  7.66666667],0
n2,1,0.436339,0.605891,[22  9] ; [14  9],[20.66666667 10.33333333] ; [15.33333333  7.66666667],0
p7,1,0.437553,0.602692,[33 33] ; [29 38],[30.76691729 35.23308271] ; [31.23308271 35.76691729],0
s3,1,0.503267,0.44804,[26 40] ; [23 45],[24.13432836 41.86567164] ; [24.86567164 43.13432836],0
v2,1,0.507271,0.439691,[17 49] ; [14 53],[15.38345865 50.61654135] ; [15.61654135 51.38345865],0
p1,1,0.533599,0.387534,[ 8 59] ; [ 6 63],[ 6.89705882 60.10294118] ; [ 7.10294118 61.89705882],0
b1,1,0.574915,0.314528,[29 38] ; [27 43],[27.38686131 39.61313869] ; [28.61313869 41.38686131],0
n6,1,0.581592,0.303668,[49 17] ; [49 21],[47.55882353 18.44117647] ; [50.44117647 19.55882353],0
a7,1,0.5992,0.276204,[37 30] ; [35 34],[35.47058824 31.52941176] ; [36.52941176 32.47058824],0
p8,1,0.643556,0.214121,[22 43] ; [26 43],[23.28358209 41.71641791] ; [24.71641791 44.28358209],0
r4,1,0.662163,0.190907,[36 31] ; [35 35],[34.72262774 32.27737226] ; [36.27737226 33.72262774],0
p12,1,0.684876,0.164689,[ 2 65] ; [ 3 67],[ 2.44525547 64.55474453] ; [ 2.55474453 67.44525547],0
u2,1,0.748275,0.102986,[8 9] ; [20 27],[7.4375 9.5625] ; [20.5625 26.4375],0
v4,1,0.757164,0.095609,[52 15] ; [52 17],[51.23529412 15.76470588] ; [52.76470588 16.23529412],0
p11,1,0.841074,0.040208,[41 26] ; [44 26],[41.56934307 25.43065693] ; [43.43065693 26.56934307],0
v3,1,0.942729,0.005161,[11 54] ; [12 57],[11.15671642 53.84328358] ; [11.84328358 57.15671642],0
r3,1,0.947701,0.004303,[52 15] ; [54 16],[51.83941606 15.16058394] ; [54.16058394 15.83941606],0
p6,1,0.974459,0.001025,[18 47] ; [19 49],[18.08270677 46.91729323] ; [18.91729323 49.08270677],0
