Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,57.983819,[123 198] ; [119  39],[162.17536534 158.82463466] ; [79.82463466 78.17536534],1
v1,1,4.1e-05,16.843407,[129 199] ; [95 66],[150.24948875 177.75051125] ; [73.75051125 87.24948875],1
p12,1,4.1e-05,16.813325,[  7 322] ; [ 17 142],[ 16.18032787 312.81967213] ; [  7.81967213 151.18032787],1
p5,1,0.006056,7.533468,[ 18 313] ; [ 20 140],[ 25.61710794 305.38289206] ; [ 12.38289206 147.61710794],0
n4,1,0.006831,7.316933,[221 111] ; [127  35],[233.87854251  98.12145749] ; [114.12145749  47.87854251],0
n5,1,0.015723,5.833561,[216 112] ; [124  38],[227.59183673 100.40816327] ; [112.40816327  49.59183673],0
p3,1,0.016906,5.706131,[126 203] ; [79 80],[138.20696721 190.79303279] ; [66.79303279 92.20696721],0
p10,1,0.017548,5.640675,[232  95] ; [128  30],[242.72164948  84.27835052] ; [117.27835052  40.72164948],0
r1,1,0.019308,5.473362,[235  95] ; [132  31],[245.65922921  84.34077079] ; [121.34077079  41.65922921],0
r2,1,0.020301,5.385839,[302  29] ; [156   5],[308.12601626  22.87398374] ; [149.87398374  11.12601626],0
d2,1,0.023702,5.116285,[121 210] ; [76 85],[132.53455285 198.46544715] ; [64.46544715 96.53455285],0
u1,1,0.028433,4.801627,[ 34 298] ; [ 28 135],[ 41.58383838 290.41616162] ; [ 20.41616162 142.58383838],0
b4,1,0.04138,4.160393,[184 148] ; [106  57],[194.50505051 137.49494949] ; [95.49494949 67.50505051],0
a3,1,0.05283,3.749281,[200 130] ; [112  49],[209.69450102 120.30549898] ; [102.30549898  58.69450102],0
p7,1,0.053322,3.733812,[177 146] ; [100  56],[186.78705637 136.21294363] ; [90.21294363 65.78705637],0
d1,1,0.085737,2.952648,[154 178] ; [89 74],[162.98181818 169.01818182] ; [80.01818182 82.98181818],0
n6,1,0.087197,2.925369,[261  70] ; [139  24],[268.01619433  62.98380567] ; [131.98380567  31.01619433],0
p4,1,0.088821,2.895614,[161 169] ; [89 67],[169.75308642 160.24691358] ; [80.24691358 75.75308642],0
s4,1,0.089799,2.877976,[ 56 271] ; [ 18 142],[ 49.68788501 277.31211499] ; [ 24.31211499 135.68788501],0
p1,1,0.094861,2.789886,[ 19 311] ; [ 16 146],[ 23.47560976 306.52439024] ; [ 11.52439024 150.47560976],0
s7,1,0.099915,2.706905,[ 74 245] ; [ 46 106],[ 81.27388535 237.72611465] ; [ 38.72611465 113.27388535],0
a5,1,0.103719,2.647409,[209 123] ; [114  48],[217.07692308 114.92307692] ; [105.92307692  56.07692308],0
a2,1,0.106284,2.608628,[ 59 273] ; [ 39 124],[ 65.72929293 266.27070707] ; [ 32.27070707 130.72929293],0
r4,1,0.106731,2.601975,[282  50] ; [147  16],[287.73333333  44.26666667] ; [141.26666667  21.73333333],0
a7,1,0.118678,2.434677,[235  96] ; [125  36],[242.19512195  88.80487805] ; [117.80487805  43.19512195],0
r3,1,0.138189,2.198014,[304  26] ; [155   7],[307.86585366  22.13414634] ; [151.13414634  10.86585366],0
n1,1,0.148877,2.083721,[32 60] ; [ 7 26],[28.704 63.296] ; [10.296 22.704],0
s6,1,0.177823,1.815727,[164 163] ; [89 68],[170.93181818 156.06818182] ; [82.06818182 74.93181818],0
p8,1,0.182077,1.780589,[147 181] ; [81 77],[153.87654321 174.12345679] ; [74.12345679 83.87654321],0
b1,1,0.192175,1.700863,[130 202] ; [ 54 109],[123.41010101 208.58989899] ; [ 60.58989899 102.41010101],0
d3,1,0.382465,0.762765,[213 117] ; [111  51],[217.31707317 112.68292683] ; [106.68292683  55.31707317],0
s3,1,0.410646,0.676931,[130 200] ; [68 89],[134.16837782 195.83162218] ; [63.83162218 93.16837782],0
s2,1,0.417287,0.657943,[107 222] ; [ 59 104],[111.00406504 217.99593496] ; [ 54.99593496 108.00406504],0
p9,1,0.458771,0.548891,[249  76] ; [125  32],[252.17842324  72.82157676] ; [121.82157676  35.17842324],0
p6,1,0.467005,0.529053,[ 89 236] ; [ 48 109],[ 92.37551867 232.62448133] ; [ 44.62448133 112.37551867],0
p11,1,0.481222,0.496093,[247  85] ; [126  37],[250.17373737  81.82626263] ; [122.82626263  40.17373737],0
u2,1,0.59124,0.288412,[67 63] ; [28 22],[68.61111111 61.38888889] ; [26.38888889 23.61111111],0
n2,1,0.611653,0.257774,[69 22] ; [25 10],[67.88888889 23.11111111] ; [26.11111111  8.88888889],0
a4,1,0.628457,0.234159,[131 199] ; [68 94],[133.47560976 196.52439024] ; [65.52439024 96.47560976],0
b2,1,0.688805,0.160382,[ 52 122] ; [30 63],[ 53.43820225 120.56179775] ; [28.56179775 64.43820225],0
b3,1,0.688805,0.160382,[ 52 122] ; [30 63],[ 53.43820225 120.56179775] ; [28.56179775 64.43820225],0
d4,1,0.711804,0.136482,[257  75] ; [127  34],[258.59634888  73.40365112] ; [125.40365112  35.59634888],0
a1,1,0.725854,0.122953,[ 14 318] ; [  8 155],[ 14.75555556 317.24444444] ; [  7.24444444 155.75555556],0
a8,1,0.725885,0.122924,[ 31 278] ; [ 16 128],[ 32.05960265 276.94039735] ; [ 14.94039735 129.05960265],0
s1,1,0.733164,0.116226,[ 10 318] ; [  4 156],[  9.40983607 318.59016393] ; [  4.59016393 155.40983607],0
a6,1,0.75974,0.093527,[225 107] ; [112  50],[226.48582996 105.51417004] ; [110.51417004  51.48582996],0
s5,1,0.823422,0.049794,[ 80 244] ; [ 41 119],[ 81. 243.] ; [ 40. 120.],0
n3,1,0.847567,0.03695,[66 24] ; [27  9],[66.42857143 23.57142857] ; [26.57142857  9.42857143],0
u3,1,0.867175,0.027972,[72 58] ; [27 23],[71.5 58.5] ; [27.5 22.5],0
d5,1,0.894357,0.017634,[250  81] ; [124  39],[250.5951417  80.4048583] ; [123.4048583  39.5951417],0
b5,1,0.913564,0.011782,[202 130] ; [100  63],[202.55353535 129.44646465] ; [99.44646465 63.55353535],0
p2,1,0.966228,0.001793,[267  64] ; [128  31],[266.82653061  64.17346939] ; [128.17346939  30.82653061],0
u4,1,0.988083,0.000223,[  2 330] ; [  1 162],[  2.01212121 329.98787879] ; [  0.98787879 162.01212121],0
