Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5.6e-05,16.246782,[38 16] ; [ 7 22],[29.27710843 24.72289157] ; [15.72289157 13.27710843],1
p5,1,0.107334,2.593044,[11 43] ; [ 2 27],[ 8.45783133 45.54216867] ; [ 4.54216867 24.45783133],0
d5,1,0.118195,2.441072,[40 14] ; [16 12],[36.87804878 17.12195122] ; [19.12195122  8.87804878],0
u3,1,0.130826,2.282673,[15  8] ; [ 7 10],[12.65 10.35] ; [9.35 7.65],0
p9,1,0.158529,1.988199,[43 11] ; [19 10],[40.3373494 13.6626506] ; [21.6626506  7.3373494],0
n6,1,0.173296,1.854197,[42 11] ; [19 10],[39.42682927 13.57317073] ; [21.57317073  7.42682927],0
p11,1,0.195667,1.674422,[44 10] ; [20  9],[41.63855422 12.36144578] ; [22.36144578  6.63855422],0
a3,1,0.210903,1.565216,[31 23] ; [12 16],[28.31707317 25.68292683] ; [14.68292683 13.31707317],0
d1,1,0.225754,1.467417,[18 36] ; [ 6 23],[15.61445783 38.38554217] ; [ 8.38554217 20.61445783],0
d3,1,0.2669,1.232609,[33 21] ; [13 14],[30.66666667 23.33333333] ; [15.33333333 11.66666667],0
a4,1,0.268487,1.224462,[13 41] ; [ 4 25],[11.06024096 42.93975904] ; [ 5.93975904 23.06024096],0
b4,1,0.273587,1.198675,[31 23] ; [13 16],[28.62650602 25.37349398] ; [15.37349398 13.62650602],0
v1,1,0.321291,0.983685,[28 25] ; [12 17],[25.85365854 27.14634146] ; [14.14634146 14.85365854],0
p2,1,0.328638,0.954256,[44 10] ; [26  3],[45.54216867  8.45783133] ; [24.45783133  4.54216867],0
r2,1,0.347285,0.883355,[50  4] ; [25  4],[48.79518072  5.20481928] ; [26.20481928  2.79518072],0
n2,1,0.35002,0.873383,[12  2] ; [7 3],[11.08333333  2.91666667] ; [7.91666667 2.08333333],0
b5,1,0.385258,0.753857,[34 20] ; [21  8],[35.78313253 18.21686747] ; [19.21686747  9.78313253],0
u2,1,0.481365,0.49577,[16  7] ; [10  7],[14.95  8.05] ; [11.05  5.95],0
v4,1,0.51728,0.419314,[52  2] ; [27  2],[51.39759036  2.60240964] ; [27.60240964  1.39759036],0
b1,1,0.566704,0.328229,[24 30] ; [11 18],[22.77108434 31.22891566] ; [12.22891566 16.77108434],0
v2,1,0.583651,0.300369,[28 25] ; [13 15],[26.82716049 26.17283951] ; [14.17283951 13.82716049],0
a7,1,0.617535,0.249348,[33 20] ; [19  9],[34.02469136 18.97530864] ; [17.97530864 10.02469136],0
a6,1,0.652971,0.202175,[27 27] ; [16 13],[27.97590361 26.02409639] ; [15.02409639 13.97590361],0
s4,1,0.671558,0.179785,[11 41] ; [ 5 24],[10.27160494 41.72839506] ; [ 5.72839506 23.27160494],0
a8,1,0.676487,0.174107,[10 42] ; [ 4 22],[ 9.33333333 42.66666667] ; [ 4.66666667 21.33333333],0
p7,1,0.720584,0.127934,[46  8] ; [23  5],[45.43902439  8.56097561] ; [23.56097561  4.43902439],0
d2,1,0.726409,0.122435,[13 41] ; [ 6 23],[12.36144578 41.63855422] ; [ 6.63855422 22.36144578],0
v3,1,0.787373,0.072751,[18 35] ; [ 9 20],[17.45121951 35.54878049] ; [ 9.54878049 19.45121951],0
n1,1,0.888683,0.019592,[8 6] ; [6 4],[8.16666667 5.83333333] ; [5.83333333 4.16666667],0
p1,1,0.899577,0.015925,[ 8 46] ; [ 4 25],[ 7.80722892 46.19277108] ; [ 4.19277108 24.80722892],0
u1,1,0.9526,0.003533,[ 2 52] ; [ 1 28],[ 1.95180723 52.04819277] ; [ 1.04819277 27.95180723],0
s1,1,0.9526,0.003533,[ 2 52] ; [ 1 28],[ 1.95180723 52.04819277] ; [ 1.04819277 27.95180723],0
